nursing_home_label,city,county,state,latitude,longitude,location_type,partial_match
Desoto Health And Rehab,Arcadia,De Soto,florida,27.2287,-81.849524,ROOFTOP,True
Diamond Ridge Health And Rehabilitation Center,Lecanto,Citrus,florida,28.90387969999999,-82.4797145,ROOFTOP,True
Dolphin Pointe Health Care Center,Jacksonville,Duval,florida,30.3586655,-81.610957,ROOFTOP,True
Douglas Jacobson State Veterans Nursing Home,Port Charlotte,Charlotte,florida,27.0269946,-82.0982262,ROOFTOP,True
Dunedin Care Center,Dunedin,Pinellas,florida,28.0193798,-82.7796183,GEOMETRIC_CENTER,True
Eagle Lake Nursing And Rehab Care Center,St Petersburg,Pinellas,florida,27.7822598,-82.7288126,ROOFTOP,True
East Ridge Retirement Village Inc,Cutler Bay,Miami-Dade,florida,25.5847222,-80.32666669999999,APPROXIMATE,True
Eden Springs Nursing And Rehab Center,Crawfordville,Wakulla,florida,30.1092317,-84.3808428,ROOFTOP,True
Edward J Healey Rehabilitation And Nursing Center,Riviera Beach,Palm Beach,florida,26.782279,-80.1086409,ROOFTOP,True
Elevate Care Lake Worth,Lake Worth,Palm Beach,florida,26.6012802,-80.0608506,ROOFTOP,True
Emerald Coast Center,Fort Walton Beach,Okaloosa,florida,30.4082932,-86.606065,ROOFTOP,True
Emerald Shores Health And Rehabilitation,Callaway,Bay,florida,30.159767,-85.59013,ROOFTOP,True
Emory L Bennett Memorial Veterans Nursing Home,Daytona Beach,Volusia,florida,29.214923,-81.087552,GEOMETRIC_CENTER,True
Englewood Healthcare And Rehabilitation Center,Englewood,Charlotte,florida,26.94182,-82.32414,ROOFTOP,True
Evans Health Care,Fort Myers,Lee,florida,26.607925,-81.85817999999999,ROOFTOP,True
Excel Care Center,Tampa,Hillsborough,florida,28.0591536,-82.4277804,ROOFTOP,True
Fairway Oaks Center,Tampa,Hillsborough,florida,28.0734205,-82.4109233,ROOFTOP,True
Fernandina Beach Rehabilitation And Nursing Center,Fernandina Beach,Nassau,florida,30.6711168,-81.4620981,GEOMETRIC_CENTER,True
First Coast Health And Rehabilitation Center,Jacksonville,Duval,florida,30.3321838,-81.65565099999999,APPROXIMATE,True
Flagler Health And Rehabilitation Center,Bunnell,Flagler,florida,29.4700728,-81.2497884,ROOFTOP,True
Fleet Landing,Atlantic Beach,Duval,florida,30.3538087,-81.4105476,ROOFTOP,True
Florida Presbyterian Homes Inc,Lakeland,Polk,florida,28.032142,-81.9620644,ROOFTOP,True
Fort Myers Rehabilitation And Nursing Center,Fort Myers,Lee,florida,26.5684891,-81.8745229,ROOFTOP,True
Fort Walton Rehabilitation Center,Fort Walton Beach,Okaloosa,florida,30.4623141,-86.6361637,ROOFTOP,True
Fountain Manor Health & Rehabilitation Center,North Miami,Miami-Dade,florida,25.8989725,-80.1914013,ROOFTOP,True
Fouraker Hills Rehab And Nursing Center,Jacksonville,Duval,florida,30.2904176,-81.7823058,ROOFTOP,True
Freedom Pointe Health Center,The Villages,Lake,florida,28.951712,-81.96508829999999,ROOFTOP,True
Freedom Square Health Care Center,Seminole,Pinellas,florida,27.8425255,-82.789194,ROOFTOP,True
Ft Lauderdale Health And Rehabilitation Center,Fort Lauderdale,Broward,florida,26.170952,-80.1318453,ROOFTOP,True
Gainesville Health & Rehabilitation,Gainesville,Alachua,florida,29.6578826,-82.39398949999999,ROOFTOP,True
Garden View Health And Rehabilitation Center,Vero Beach,Indian River,florida,27.6405104,-80.3924463,ROOFTOP,True
Gardens At Terracina Health & Rehabilitation,Naples,Collier,florida,26.1403353,-81.727835,ROOFTOP,True
Gardens Court,Palm Beach Gardens,Palm Beach,florida,26.8459582,-80.0937648,ROOFTOP,True
Gardens Healthcare & Rehabilitation Center,Daytona Beach,Volusia,florida,29.2255679,-81.0410276,GEOMETRIC_CENTER,True
Gateway Fl Opco,Pinellas Park,Pinellas,florida,27.8428025,-82.6995443,APPROXIMATE,True
Glades Health Care Center,Pahokee,Palm Beach,florida,26.8212567,-80.66013579999999,ROOFTOP,True
Glades West Rehabilitation And Nursing Center,Miramar,Broward,florida,25.9685584,-80.3584686,ROOFTOP,True
Glenridge On Palmer Ranch Inc.,Sarasota,Sarasota,florida,27.247324,-82.46090459999999,ROOFTOP,True
Golfcrest Nursing Center,Hollywood,Broward,florida,26.0078913,-80.1811793,ROOFTOP,True
Golfview Nursing Center,Saint Petersburg,Pinellas,florida,27.7815959,-82.6830305,ROOFTOP,True
Good Samaritan Center,Live Oak,Suwannee,florida,30.253746,-83.23325799999999,ROOFTOP,True
Good Samaritan Society-Daytona,Daytona Beach,Volusia,florida,29.2054557,-81.0210189,ROOFTOP,True
Good Samaritan Society-Florida Lutheran,Deland,Volusia,florida,29.0344213,-81.28795889999999,ROOFTOP,True
Good Samaritan Society-Kissimmee Village,Kissimmee,Osceola,florida,28.2585845,-81.4485778,ROOFTOP,True
Graceville Health Center,Graceville,Jackson,florida,30.9640097,-85.5077103,ROOFTOP,True
Grand Boulevard Health And Rehabilitation Center,Miramar Beach,Walton,florida,30.37925899999999,-86.309372,ROOFTOP,True
Green Cove Springs Rehabilitation And Care Center,Green Cove Springs,Clay,florida,29.987556,-81.683914,ROOFTOP,True
Greenville Care Center,Greenville,Madison,florida,30.46937389999999,-83.6301544,APPROXIMATE,True
Grove Healthcare And Rehabilitation Center And Rehab,Hernando,Citrus,florida,28.8999815,-82.37454009999999,APPROXIMATE,True
Groves Center,Lake Wales,Polk,florida,27.8926829,-81.5649992,ROOFTOP,True
Guardian Care Nursing & Rehabilitation Center,Orlando,Orange,florida,28.5393041,-81.4147765,ROOFTOP,True
Gulf Coast Village,Cape Coral,Lee,florida,26.6283265,-81.97232009999999,ROOFTOP,True
Gulf Shores Care Center,Port Saint Joe,Gulf,florida,29.8118757,-85.30297399999999,APPROXIMATE,True
Gulfport Nursing Center,St Petersburg,Pinellas,florida,27.7483613,-82.7034334,APPROXIMATE,True
Gulfside Health And Rehabilitation Center,Clearwater,Pinellas,florida,27.9658533,-82.8001026,APPROXIMATE,True
Habana Health Care Center,Tampa,Hillsborough,florida,27.985392,-82.48998,ROOFTOP,True
Haines City Rehabilitation And Nursing Center,Haines City,Polk,florida,28.1002645,-81.62231950000002,ROOFTOP,True
Harbour Health Center,Port Charlotte,Charlotte,florida,26.971071,-82.0722571,ROOFTOP,True
Harbour'S Edge,Delray Beach,Palm Beach,florida,26.441902,-80.06694,ROOFTOP,True
Harbourwood Fl Opco,Clearwater,Pinellas,florida,27.9581279,-82.72152700000001,GEOMETRIC_CENTER,True
Harmony Health Center,Miami,Miami-Dade,florida,25.6862538,-80.354076,ROOFTOP,True
Haven Of Our Lady Of Peace,Pensacola,Escambia,florida,30.4680165,-87.1995441,ROOFTOP,True
Hawthorne Center For Rehabilitation And Healing Of Ocala,Ocala,Marion,florida,29.14735899999999,-82.176014,ROOFTOP,True
Hawthorne Center For Rehabilitation And Healing Of Sarasota,Sarasota,Sarasota,florida,27.3817468,-82.46228719999999,GEOMETRIC_CENTER,True
Health And Rehabilitation Centre At Dolphins View,South Pasadena,Pinellas,florida,27.7508,-82.73846999999999,ROOFTOP,True
Health Center At Brentwood,Lecanto,Citrus,florida,28.904322,-82.46672,ROOFTOP,True
Health Center At Sinai Residences,Boca Raton,Palm Beach,florida,26.3629,-80.1921038,ROOFTOP,True
Health Central Park,Winter Garden,Orange,florida,28.5724971,-81.5818406,ROOFTOP,True
Healthcare And Rehab Of Sanford,Sanford,Seminole,florida,28.8028612,-81.269453,APPROXIMATE,True
Healthcare Center Of Waterford,Hialeah Gardens,Miami-Dade,florida,25.8635318,-80.333778,ROOFTOP,True
Healthpark Care Center,Fort Myers,Lee,florida,26.5103831,-81.9119972,ROOFTOP,True
Heritage Healthcare Center At Tallahassee,Tallahassee,Leon,florida,30.473015,-84.22729,ROOFTOP,True
Heritage Park Nursing Center,Bradenton,Manatee,florida,27.4785559,-82.6209576,ROOFTOP,True
Heron Pointe Health And Rehabilitation,Brooksville,Hernando,florida,28.576633,-82.37795,ROOFTOP,True
Hialeah Shores Nursing And Rehab Center,Miami,Miami-Dade,florida,25.8540196,-80.2495636,ROOFTOP,True
Hidden Lakes Senior Living Community,Vero Beach,Indian River,florida,27.6543711,-80.3919998,ROOFTOP,True
Highland Pines Rehabilitation Center,Clearwater,Pinellas,florida,27.9536945,-82.77457249999999,ROOFTOP,True
Home Association,Tampa,Hillsborough,florida,27.9708779,-82.4467617,ROOFTOP,True
Homestead Manor A Palace Community,Homestead,Miami-Dade,florida,25.4830114,-80.4801318,ROOFTOP,True
Hunters Creek Nursing And Rehab Center,Orlando,Orange,florida,28.3642692,-81.4204061,ROOFTOP,True
Indian River Center,West Melbourne,Brevard,florida,28.0937021,-80.6763088,ROOFTOP,True
Indigo Manor,Daytona Beach,Volusia,florida,29.201205,-81.086046,ROOFTOP,True
Inn At Freedom Village,Bradenton,Manatee,florida,27.4818265,-82.6254321,ROOFTOP,True
Inn At Sarasota Bay Club,Sarasota,Sarasota,florida,27.3497994,-82.5475335,ROOFTOP,True
Island Health And Rehabilitation Center,Merritt Is,Brevard,florida,28.3831699,-80.7059644,ROOFTOP,True
Island Lake Center,Longwood,Seminole,florida,28.6963472,-81.36507139999999,ROOFTOP,True
Isle Healthcare & Rehabilitation Center,Orange Park,Clay,florida,30.1660736,-81.706484,APPROXIMATE,True
Jackson Gardens Health And Rehabilitation Center,Miami,Miami-Dade,florida,25.793391,-80.20856630000002,ROOFTOP,True
Jackson Memorial Long Term Care Center,Miami,Miami-Dade,florida,25.7994591,-80.23188979999999,ROOFTOP,True
Jackson Memorial Perdue Medical Center,Cutler Ridge,Miami-Dade,florida,25.586602,-80.326112,ROOFTOP,True
Jacksonville Center For Rehabilitation And Healthcare,Jacksonville,Duval,florida,30.3709157,-81.6840106,ROOFTOP,True
Jacksonville Nursing And Rehab Center,Jacksonville,Duval,florida,30.437779,-81.7144735,ROOFTOP,True
Jacksonville Rehabilitation And Nursing Center,Jacksonville,Duval,florida,30.2802229,-81.7450538,ROOFTOP,True
John Knox Village Of Pompano Beach,Pompano Beach,Broward,florida,26.2262306,-80.1303868,ROOFTOP,True
"Joseph L. Morse Health Center, Inc.",West Palm Bch,Palm Beach,florida,26.7461671,-80.1160594,ROOFTOP,True
Kendall Lakes Healthcare And Rehab Center,Miami,Miami-Dade,florida,25.7318528,-80.33493179999999,ROOFTOP,True
Kensington Gardens Rehab And Nursing Center,Clearwater,Pinellas,florida,27.9741767,-82.7519895,ROOFTOP,True
Keystone Rehabilitation And Health Center,Kissimmee,Osceola,florida,28.31868,-81.41507,ROOFTOP,True
Kissimmee Nursing & Rehabilitation Center,Kissimmee,Osceola,florida,28.3200591,-81.41512780000001,ROOFTOP,True
Kr At College Harbor,Saint Petersburg,Pinellas,florida,27.7457567,-82.643002,GEOMETRIC_CENTER,True
Krystal Bay Nursing And Rehabilitation,North Miami Beach,Miami-Dade,florida,25.9290739,-80.1564442,ROOFTOP,True
Labelle Health And Rehabilitation Center,Labelle,Hendry,florida,26.7583312,-81.4341219,ROOFTOP,True
Lady Lake Specialty Care Center,Lady Lake,Lake,florida,28.9370485,-81.9343191,ROOFTOP,True
Lafayette Nursing And Rehabilitation Center,Mayo,Lafayette,florida,30.0552017,-83.1806257,ROOFTOP,True
Lake Bennet Center For Rehabilitation & Healing,Ocoee,Orange,florida,28.5545271,-81.5323533,ROOFTOP,True
Lake Mary Health And Rehabilitation Center,Lake Mary,Seminole,florida,28.757696,-81.349976,ROOFTOP,True
Lake Park Of Madison Nursing And Rehabilitation Center,Madison,Madison,florida,30.471803,-83.430953,ROOFTOP,True
Lake Placid Health And Rehabilitation Center,Lake Placid,Highlands,florida,27.3207082,-81.37168919999999,ROOFTOP,True
Lake Wales Wellness And Rehabilitation Center,Lake Wales,Polk,florida,27.913109,-81.5883944,ROOFTOP,True
Lakeland Hills Center,Lakeland,Polk,florida,28.0702331,-81.95186079999999,ROOFTOP,True
Lakeland Nursing & Rehabilitation,Lakeland,Polk,florida,28.0394654,-81.9498042,APPROXIMATE,True
Lakes At Lutz Health & Rehabilitation Center,Lutz,Hillsborough,florida,28.1522006,-82.4896517,ROOFTOP,True
Lakes Of Clermont Health And Rehabilitation Center,Clermont,Lake,florida,28.541964,-81.7242326,ROOFTOP,True
Lakeside Center For Rehabilitation And Healing,Jacksonville,Duval,florida,30.4395679,-81.6778039,ROOFTOP,True
Lakeside Neurologic,Wauchula,Hardee,florida,27.548233,-81.920249,ROOFTOP,True
Lakeview Terrace Rehabilitation And Health Care Center,Altoona,Lake,florida,28.9640015,-81.6565241,ROOFTOP,True
Lanier Rehabilitation Center,Jacksonville,Duval,florida,30.4674832,-81.5889612,ROOFTOP,True
Larsen Health Center,Fort Myers,Lee,florida,26.4942171,-81.9806141,ROOFTOP,True
Laurellwood Fl Opco,Saint Petersburg,Pinellas,florida,27.8240775,-82.6758401,ROOFTOP,True
Lehigh Acres Healthcare & Rehabilitation Center,Lehigh Acres,Lee,florida,26.6253497,-81.6248026,APPROXIMATE,True
Lexington Healthcare And Rehabilitation Center,Saint Petersburg,Pinellas,florida,27.7676008,-82.64029149999999,APPROXIMATE,True
Life Care Center At Wells Crossing,Orange Park,Clay,florida,30.184955,-81.71736899999999,ROOFTOP,True
Life Care Center Of Citrus County,Lecanto,Citrus,florida,28.8723322,-82.4898105,ROOFTOP,True
Life Care Center Of Estero,Estero,Lee,florida,26.4210274,-81.813563,ROOFTOP,True
Life Care Center Of Hilliard,Hilliard,Nassau,florida,30.693704,-81.9182348,ROOFTOP,True
Life Care Center Of Jacksonville,Jacksonville,Duval,florida,30.2495192,-81.6004952,ROOFTOP,True
Life Care Center Of Melbourne,Melbourne,Brevard,florida,28.0892364,-80.61166589999999,ROOFTOP,True
Life Care Center Of New Port Richey,New Port Richey,Pasco,florida,28.2251644,-82.6919944,ROOFTOP,True
Life Care Center Of Ocala,Ocala,Marion,florida,29.14703219999999,-82.1702914,ROOFTOP,True
Life Care Center Of Orange Park,Orange Park,Clay,florida,30.1654258,-81.7409274,ROOFTOP,True
Life Care Center Of Palm Bay,Palm Bay,Brevard,florida,27.9998566,-80.6151254,ROOFTOP,True
Life Care Center Of Pensacola,Pensacola,Escambia,florida,30.50847,-87.19837179999999,ROOFTOP,True
Life Care Center Of Port St. Lucie,Port St Lucie,St. Lucie,florida,27.2791028,-80.2900243,ROOFTOP,True
Life Care Center Of Punta Gorda,Punta Gorda,Charlotte,florida,26.9267225,-82.05595439999999,ROOFTOP,True
Life Care Center Of Winter Haven,Winter Haven,Polk,florida,28.0058792,-81.7050295,ROOFTOP,True
Lilac At Bayview,St Augustine,St. Johns,florida,29.8817963,-81.30758589999999,ROOFTOP,True
Living Center Of Safety Harbor,Safety Harbor,Pinellas,florida,27.9930758,-82.7028878,GEOMETRIC_CENTER,True
Lodge At Cypress Cove,Fort Myers,Lee,florida,26.5040939,-81.9180365,ROOFTOP,True
Longwood Health And Rehabilitation Center,Longwood,Seminole,florida,28.6863563,-81.3348275,ROOFTOP,True
"Lourdes-Noreen Mckeen Residence For Geriatric Care, Inc.",West Palm Beach,Palm Beach,florida,26.7109097,-80.05100379999999,ROOFTOP,True
Macclenny Nursing And Rehab Center,Macclenny,Baker,florida,30.2733308,-82.11929370000001,ROOFTOP,True
Madison Health And Rehabilitation Center,Madison,Madison,florida,30.481955,-83.45148929999999,ROOFTOP,True
Madison Pointe Care Center,New Port Richey,Pasco,florida,28.252978,-82.714927,ROOFTOP,True
Magnolia Health And Rehabilitation Center,Sarasota,Sarasota,florida,27.319786,-82.51353,ROOFTOP,True
Majestic Oaks,Orange City,Volusia,florida,28.940101,-81.2813324,ROOFTOP,True
Manatee Springs Rehabilitation And Nursing Center,Bradenton,Manatee,florida,27.441794,-82.55424800000002,ROOFTOP,True
Manor At Blue Water Bay,Niceville,Okaloosa,florida,30.4834183,-86.41294049999999,ROOFTOP,True
Manor At Carpenters,Lakeland,Polk,florida,28.097113,-81.9640855,GEOMETRIC_CENTER,True
Margate Health And Rehabilitation Center,Margate,Broward,florida,26.2636959,-80.2048097,ROOFTOP,True
Marianna Health And Rehabilitation Center,Marianna,Jackson,florida,30.7867868,-85.2380234,ROOFTOP,True
Marianna Nursing And Care Center,Marianna,Jackson,florida,30.7743596,-85.2268735,APPROXIMATE,True
Marion And Bernard L Samson Nursing Center,Saint Petersburg,Pinellas,florida,27.7738748,-82.7138835,ROOFTOP,True
Martin Coast Center For Rehabilitation And Healthcare,Hobe Sound,Martin,florida,27.0884818,-80.14997199999999,ROOFTOP,True
Masonic Home Of Florida,St Petersburg,Pinellas,florida,27.8019878,-82.633414,ROOFTOP,True
Mayflower Healthcare Center,Winter Park,Orange,florida,28.6040919,-81.3219577,GEOMETRIC_CENTER,True
Meadows Center For Nursing And Healing,Sarasota,Sarasota,florida,27.3564915,-82.4665103,ROOFTOP,True
Medicana Nursing And Rehab Center,Lake Worth,Palm Beach,florida,26.6175189,-80.0658052,ROOFTOP,True
Melbourne Terrace Rehabilitation Center,Melbourne,Brevard,florida,28.056066,-80.618137,ROOFTOP,True
Memorial Manor,Pembroke Pines,Broward,florida,26.0042123,-80.2622916,ROOFTOP,True
Menorah House,Boca Raton,Palm Beach,florida,26.3585358,-80.1986794,ROOFTOP,True
Metro West Nursing And Rehab Center,Orlando,Orange,florida,28.5313523,-81.4627635,ROOFTOP,True
"Miami Jewish Health Systems, Inc.",Miami,Miami-Dade,florida,25.8246217,-80.1933674,GEOMETRIC_CENTER,True
Miami Shores Nursing And Rehab Center,Miami,Miami-Dade,florida,25.860665,-80.21020399999999,ROOFTOP,True
Middleburg Rehabilitation And Nursing Center,Middleburg,Clay,florida,30.1117839,-81.8133773,ROOFTOP,True
"Miracle Hill Nursing And Rehabilitation Center, Inc",Tallahassee,Leon,florida,30.4573885,-84.2996048,ROOFTOP,True
Monticello Care Center,Monticello,Jefferson,florida,30.5452022,-83.8701636,APPROXIMATE,True
Morton Plant Rehabilitation Center,Belleair,Pinellas,florida,27.950398,-82.8005453,ROOFTOP,True
Moultrie Creek Nursing And Rehab Center,Saint Augustine,St. Johns,florida,29.8091268,-81.325446,ROOFTOP,True
North Beach Healthcare And Rehabilitation Center,North Miami Beach,Miami-Dade,florida,25.7318528,-80.33493179999999,ROOFTOP,True
North Campus Rehabilitation And Nursing Center,Leesburg,Lake,florida,28.810823,-81.87785819999999,APPROXIMATE,True
North Dade Nursing And Rehabilitation Center,North Miami,Miami-Dade,florida,25.9004025,-80.1731714,ROOFTOP,True
North Florida Rehabilitation And Specialty Care,Gainesville,Alachua,florida,29.661734,-82.413994,ROOFTOP,True
North Lake Care Center And Rehab,Lake Park,Palm Beach,florida,26.7936814,-80.0683959,ROOFTOP,True
North Port Rehabilitation And Nursing Center,North Port,Sarasota,florida,27.051594,-82.2406395,ROOFTOP,True
Northbrook Center For Rehabilitation And Healing,Brooksville,Hernando,florida,28.5504736,-82.3936188,ROOFTOP,True
Northdale Rehabilitation Center,Tampa,Hillsborough,florida,28.0852359,-82.4949484,ROOFTOP,True
Nspire Healthcare Kendall,Miami,Miami-Dade,florida,25.6791526,-80.4178201,ROOFTOP,True
Nspire Healthcare Lauderhill,Lauderhill,Broward,florida,26.1595166,-80.2235829,ROOFTOP,True
Nspire Healthcare Tamarac,Tamarac,Broward,florida,26.197091,-80.257046,ROOFTOP,True
Nursing & Rehabilitation Center Of Bayonet Point,Hudson,Pasco,florida,28.3619938,-82.68758629999999,ROOFTOP,True
Nursing & Rehabilitation Center Of Melbourne,Melbourne,Brevard,florida,28.0836269,-80.60810889999999,APPROXIMATE,True
Nursing & Rehabilitation Center Of New Port Richey,New Port Richey,Pasco,florida,28.2441768,-82.7192671,APPROXIMATE,True
Nursing Center At La Posada,Palm Beach Gardens,Palm Beach,florida,26.8522281,-80.08546299999999,ROOFTOP,True
Oak Hammock At The University Of Florida Inc,Gainesville,Alachua,florida,29.6054187,-82.36027639999999,ROOFTOP,True
Oak Hill Health And Rehabilitation,Brooksville,Hernando,florida,28.5552719,-82.3878709,APPROXIMATE,True
Oak Manor Healthcare & Rehabilitation Center,Largo,Pinellas,florida,27.8954888,-82.8239257,ROOFTOP,True
Oaks At Avon,Avon Park,Highlands,florida,27.6071889,-81.513448,ROOFTOP,True
Oakton Place Health And Rehabilitation At The Arlington,Naples,Collier,florida,26.1420358,-81.7948103,APPROXIMATE,True
Ocala Health And Rehabilitation Center,Ocala,Marion,florida,29.16491,-82.1230176,ROOFTOP,True
Ocala Oaks Rehabilitation Center,Ocala,Marion,florida,29.2004276,-82.0805037,ROOFTOP,True
Okeechobee Health Care Facility,Okeechobee,Okeechobee,florida,27.2586757,-80.8281579,ROOFTOP,True
Olive Branch Health And Rehabilitation Center,Pensacola,Escambia,florida,30.5147227,-87.22179299999999,ROOFTOP,True
Orange City Nursing And Rehab Center,Debary,Volusia,florida,28.9025261,-81.2895087,ROOFTOP,True
Orange Park Rehabilitation And Nursing Center,Orange Park,Clay,florida,30.1671774,-81.7395871,ROOFTOP,True
Orlando Health And Rehabilitation Center,Orlando,Orange,florida,28.5112231,-81.3917132,ROOFTOP,True
Orlando Health Center For Rehabilitation,Ocoee,Orange,florida,28.5487242,-81.52285979999999,ROOFTOP,True
Ormond Rehabilitation And Nursing Center,Ormond Beach,Volusia,florida,29.2704075,-81.09302249999999,ROOFTOP,True
Osprey Point Nursing Center,Bushnell,Sumter,florida,28.680447,-82.11162,ROOFTOP,True
Palace At Kendall Nursing And Rehabilitation Center,Miami,Miami-Dade,florida,25.6660336,-80.357827,APPROXIMATE,True
Palatka Center For Rehabilitation And Healing,Palatka,Putnam,florida,29.6489478,-81.6931477,ROOFTOP,True
Palm Beach Nursing Center,Lake Worth,Palm Beach,florida,26.583546,-80.09058619999999,ROOFTOP,True
Palm City Nursing And Rehab Center,Palm City,Martin,florida,27.1621969,-80.2874922,ROOFTOP,True
Palm Garden Of Aventura,North Miami Beach,Miami-Dade,florida,25.9721372,-80.1470354,ROOFTOP,True
Palm Garden Of Clearwater,Clearwater,Pinellas,florida,28.048064,-82.710544,ROOFTOP,True
Palm Garden Of Gainesville,Gainesville,Alachua,florida,29.6507393,-82.4065559,ROOFTOP,True
Palm Garden Of Jacksonville,Jacksonville,Duval,florida,30.2669442,-81.60827549999999,ROOFTOP,True
Palm Garden Of Largo,Largo,Pinellas,florida,27.866944,-82.76290949999999,ROOFTOP,True
Palm Garden Of Ocala,Ocala,Marion,florida,29.152368,-82.16971099999999,ROOFTOP,True
Palm Garden Of Orlando,Orlando,Orange,florida,28.5531147,-81.2531058,ROOFTOP,True
Palm Garden Of Pinellas,Largo,Pinellas,florida,27.9027719,-82.7855077,ROOFTOP,True
Palm Garden Of Port St. Lucie,Port Saint Lucie,St. Lucie,florida,27.2858901,-80.2936014,ROOFTOP,True
Palm Garden Of Sun City,Sun City Center,Hillsborough,florida,27.7175393,-82.3708106,ROOFTOP,True
Palm Garden Of Vero Beach,Vero Beach,Indian River,florida,27.6596713,-80.4021728,ROOFTOP,True
Palm Garden Of West Palm Beach,West Palm Beach,Palm Beach,florida,26.7143654,-80.0791795,ROOFTOP,True
Palm Garden Of Winter Haven,Winter Haven,Polk,florida,28.0048691,-81.70979559999999,ROOFTOP,True
Palm Harbor Health And Rehabilitation Center,Palm Harbor,Pinellas,florida,28.0780718,-82.7637127,APPROXIMATE,True
Palm Vista Nursing And Rehabilitation Center,Key West,Monroe,florida,24.5807615,-81.7438471,ROOFTOP,True
Palmetto Care Center,Hialeah,Miami-Dade,florida,25.8836357,-80.32892679999999,ROOFTOP,True
Palmetto Subacute Care Center,Miami,Miami-Dade,florida,25.7620701,-80.318658,ROOFTOP,True
Palms Care Center,Lauderdale Lakes,Broward,florida,26.1677572,-80.2119128,ROOFTOP,True
Palms Nursing And Rehab At Orange Park,Orange Park,Clay,florida,30.1660736,-81.706484,APPROXIMATE,True
Palms Rehabilitation And Healthcare Center,Palm Bay,Brevard,florida,28.0149,-80.62168,ROOFTOP,True
Park Meadows Healthcare & Rehabilitation Center,Gainesville,Alachua,florida,29.6164615,-82.3703046,ROOFTOP,True
Park Ridge Nursing Center,Jacksonville,Duval,florida,30.3183862,-81.6819901,ROOFTOP,True
Parklands Care Center,Gainesville,Alachua,florida,29.637104,-82.336051,ROOFTOP,True
Parks Healthcare And Rehabilitation Center,Orlando,Orange,florida,28.426018,-81.4025,ROOFTOP,True
Parkside Health And Rehabilitation Center,Deland,Volusia,florida,29.0221338,-81.2984618,ROOFTOP,True
Parkview Rehabilitation Center At Winter Park,Winter Park,Orange,florida,28.5968069,-81.32452669999999,ROOFTOP,True
Pavilion At Jacksonville,Jacksonville,Duval,florida,30.1319168,-81.5448853,GEOMETRIC_CENTER,False
Pavilion For Health Care,Penney Farms,Clay,florida,29.9765033,-81.80806729999999,ROOFTOP,True
Pearl At Fort Lauderdale Rehabilitation And Nursing Center,Wilton Manors,Broward,florida,26.1603626,-80.13893399999999,APPROXIMATE,True
Peninsula Rehabilitation And Nursing Center,Tarpon Springs,Pinellas,florida,28.1660671,-82.7429544,ROOFTOP,True
Pensacola Nursing & Rehabilitation Center,Pensacola,Escambia,florida,30.3647238,-87.1711686,GEOMETRIC_CENTER,True
Perry Oaks Health Care,Perry,Taylor,florida,30.125755,-83.58967,ROOFTOP,True
Pinecrest Rehabilitation Center,North Miami,Miami-Dade,florida,25.900539,-80.19273299999999,ROOFTOP,True
Pinellas Park Fl Opco,Pinellas Park,Pinellas,florida,27.8428025,-82.6995443,APPROXIMATE,True
Pinellas Point Nursing And Rehab Center,Saint Petersburg,Pinellas,florida,27.7170735,-82.6761401,ROOFTOP,True
Pines Nursing Home,Miami,Miami-Dade,florida,25.9050082,-80.1918302,ROOFTOP,False
Pines Of Sarasota,Sarasota,Sarasota,florida,27.3503978,-82.5392861,ROOFTOP,True
Plantation Bay Rehabilitation Center,Saint Cloud,Osceola,florida,28.253927,-81.31378,ROOFTOP,True
Plantation Nursing & Rehabilitation Center,Plantation,Broward,florida,26.1275862,-80.23310359999999,APPROXIMATE,True
Plaza Health And Rehab,Gainesville,Alachua,florida,29.6141107,-82.39531149999999,ROOFTOP,True
Plaza West Health Center,Sun City Ctr,Hillsborough,florida,27.7205905,-82.36736289999999,ROOFTOP,True
Plymouth Harbor Incorporated,Sarasota,Sarasota,florida,27.3207697,-82.5704834,ROOFTOP,True
Ponce Health And Rehabilitation Center,Miami,Miami-Dade,florida,25.7698891,-80.2143104,ROOFTOP,True
Ponce Therapy Care Center And Rehab,Saint Augustine,St. Johns,florida,29.8644952,-81.3280336,ROOFTOP,True
Port Charlotte Center For Nursing & Rehabilitation,Port Charlotte,Charlotte,florida,26.9761707,-82.09064479999999,APPROXIMATE,True
Port Charlotte Rehabilitation Center,Port Charlotte,Charlotte,florida,27.0001731,-82.0303407,ROOFTOP,True
Port Orange Nursing And Rehab Center,Port Orange,Volusia,florida,29.11826599999999,-81.01757239999999,ROOFTOP,True
Port St. Lucie Rehabilitation And Healthcare,Port St Lucie,St. Lucie,florida,27.3423015,-80.3292388,ROOFTOP,True
Premier Place At The Glenview,Naples,Collier,florida,26.2164802,-81.8104553,ROOFTOP,True
Promedica Skilled Nursing And Rehabilitation (Boca Raton North),Boca Raton,Palm Beach,florida,26.4088373,-80.12599230000001,ROOFTOP,True
Promedica Skilled Nursing And Rehabilitation (Boynton Beach Nort,Boynton Beach,Palm Beach,florida,26.5332237,-80.10564149999999,ROOFTOP,True
Promedica Skilled Nursing And Rehabilitation (Delray),Delray Beach,Palm Beach,florida,26.4661338,-80.07034279999999,ROOFTOP,True
Promedica Skilled Nursing And Rehabilitation (Ft. Myers East),Fort Myers,Lee,florida,26.6598263,-81.8338588,ROOFTOP,True
