ST_CASE,STATENAME,LATITUDE,LONGITUD,FATALS,V_CONFIGNAME,year
490114,Utah,38.86053889,-111.9689917,2,Truck Tractor/Semi-Trailer,2020
490202,Utah,38.76024444,-111.3702917,2,Truck Tractor/Semi-Trailer,2020
490256,Utah,40.25966667,-111.7040417,2,Truck Tractor/Semi-Trailer,2020
490029,Utah,40.19323333,-111.0109556,2,Single-Unit Truck (3 or more axles),2019
490043,Utah,39.60295556,-112.1421028,2,"Single-Unit Truck (2- axle and GVWR more than 10,000 lbs)",2019
490131,Utah,40.02173889,-110.5581944,2,"Truck More Than 10,000 lbs, Cannot Classify",2018
490022,Utah,41.78710833,-111.8337694,2,Single-Unit Truck (3 or more axles),2017
490052,Utah,39.05075833,-109.2658111,2,Truck Tractor/Semi-Trailer,2017
490052,Utah,39.05075833,-109.2658111,2,Truck Tractor/Semi-Trailer,2017
490122,Utah,40.16506389,-111.4984278,2,"Single-Unit Truck (2- axle and GVWR more than 10,000 lbs)",2016
490174,Utah,37.39163056,-113.2435917,2,Truck Tractor/Semi-Trailer,2016
490194,Utah,41.70271111,-111.8348889,2,"Single-Unit Truck (2- axle and GVWR more than 10,000 lbs)",2016
490227,Utah,40.77257222,-112.7996639,2,Truck Tractor/Semi-Trailer,2016
490227,Utah,40.77257222,-112.7996639,2,Truck Tractor/Double,2016
490042,Utah,37.00175278,-111.5730222,2,Truck Tractor/Semi-Trailer,2015
490093,Utah,40.75384167,-111.6229028,2,Truck Tractor/Semi-Trailer,2015
490167,Utah,41.18341944,-112.0131028,2,Truck Tractor/Semi-Trailer,2015
490217,Utah,38.23622222,-112.6499611,2,Truck Tractor/Semi-Trailer,2015
490140,Utah,40.47218333,-111.4455417,3,"Single-Unit Truck (2- axle and GVWR more than 10,000 lbs)",2021
490150,Utah,40.44163056,-111.9017028,3,Truck Tractor/Semi-Trailer,2015
490206,Utah,40.60598333,-111.4289278,6,Truck Tractor (Bobtail),2018
490138,Utah,38.83263611,-112.4816028,8,Truck Tractor/Semi-Trailer,2021
