ST_CASE,STATENAME,LATITUDE,LONGITUD,FATALS,V_CONFIGNAME,year,,,,
490172,Utah,40.72661389,-111.9726722,1,Not Applicable,2022,,,,
490172,Utah,40.72661389,-111.9726722,1,Not Applicable,2022,,,,
490173,Utah,40.82144444,-111.9160472,1,Not Applicable,2022,,,,
490173,Utah,40.82144444,-111.9160472,1,Not Applicable,2022,,,,
490173,Utah,40.82144444,-111.9160472,1,Not Applicable,2022,,,,
490173,Utah,40.82144444,-111.9160472,1,Not Applicable,2022,,,,
490174,Utah,40.73771389,-111.9490333,1,Not Applicable,2022,,,,
490175,Utah,40.24297778,-111.6446,2,Not Applicable,2022,,,,
490176,Utah,40.48206111,-111.9874194,1,Not Applicable,2022,,,,
490177,Utah,40.67291389,-111.9865667,1,Not Applicable,2022,,,,
490178,Utah,41.1701,-111.8121389,1,Not Applicable,2022,,,,
490179,Utah,38.74753333,-112.0889139,1,Not Applicable,2022,,,,
490179,Utah,38.74753333,-112.0889139,1,Not Applicable,2022,,,,
490180,Utah,40.25853889,-110.077525,1,Not Applicable,2022,,,,
490180,Utah,40.25853889,-110.077525,1,Not Applicable,2022,,,,
490181,Utah,41.10348333,-112.0144972,1,Not Applicable,2022,,,,
490181,Utah,41.10348333,-112.0144972,1,Not Applicable,2022,,,,
490182,Utah,40.81247222,-112.8721583,1,Not Applicable,2022,,,,
490182,Utah,40.81247222,-112.8721583,1,Not Applicable,2022,,,,
490183,Utah,40.72825833,-111.9511472,1,Not Applicable,2022,,,,
490184,Utah,40.70819167,-112.2517139,1,Not Applicable,2022,,,,
490185,Utah,38.44098889,-109.430075,1,Not Applicable,2022,,,,
490185,Utah,38.44098889,-109.430075,1,Truck Pulling Trailer(s),2022,,,,
490186,Utah,40.47191944,-111.9083167,1,Not Applicable,2022,,,,
490186,Utah,40.47191944,-111.9083167,1,Not Applicable,2022,,,,
490187,Utah,38.97415,-110.1431194,1,Not Applicable,2022,,,,
490188,Utah,40.58788611,-111.9341417,1,Not Applicable,2022,,,,
490189,Utah,40.66211111,-111.893175,1,Not Applicable,2022,,,,
490190,Utah,40.75411111,-111.8940028,1,Not Applicable,2022,,,,
490191,Utah,40.08286944,-111.5907194,1,Truck Tractor/Semi-Trailer,2022,,,,
490192,Utah,38.16622778,-112.6210917,1,Not Applicable,2022,,,,
490193,Utah,41.17623333,-112.0260722,1,Not Applicable,2022,,,,
490193,Utah,41.17623333,-112.0260722,1,Not Applicable,2022,,,,
490194,Utah,40.51376111,-112.0865333,1,Not Applicable,2022,,,,
490195,Utah,38.83562222,-109.7897639,1,Not Applicable,2022,,,,
490195,Utah,38.83562222,-109.7897639,1,Truck Tractor/Semi-Trailer,2022,,,,
490196,Utah,38.94187222,-109.5660472,1,Not Applicable,2022,,,,
490197,Utah,41.08890556,-111.9450056,1,Not Applicable,2022,,,,
490198,Utah,41.53262778,-112.1808278,1,Not Applicable,2022,,,,
490199,Utah,38.06357222,-112.6014583,1,Not Applicable,2022,,,,
490200,Utah,40.44901389,-109.5411583,1,Not Applicable,2022,,,,
490201,Utah,39.35223611,-112.5957056,1,Not Applicable,2022,,,,
490202,Utah,40.22224444,-111.6409194,1,Not Applicable,2022,,,,
490202,Utah,40.22224444,-111.6409194,1,Not Applicable,2022,,,,
490204,Utah,40.24118056,-111.1816,1,Not Applicable,2022,,,,
490204,Utah,40.24118056,-111.1816,1,Truck Tractor/Semi-Trailer,2022,,,,
490205,Utah,40.30656389,-111.6861583,1,Not Applicable,2022,,,,
490206,Utah,40.22982222,-111.6586639,1,Not Applicable,2022,,,,
490207,Utah,41.31968611,-112.0265444,1,Not Applicable,2022,,,,
490207,Utah,41.31968611,-112.0265444,1,Truck Tractor/Semi-Trailer,2022,,,,
490208,Utah,40.32471389,-111.9044833,1,Not Applicable,2022,,,,
490208,Utah,40.32471389,-111.9044833,1,"Bus (seats for more than 15 occupants, including driver)",2022,,,,
490209,Utah,37.170675,-113.296075,1,Not Applicable,2022,,,,
490210,Utah,40.50732222,-112.3177417,1,Not Applicable,2022,,,,
490210,Utah,40.50732222,-112.3177417,1,Not Applicable,2022,,,,
490211,Utah,40.95733056,-109.7118889,1,Not Applicable,2022,,,,
490212,Utah,41.81445833,-111.6186139,1,Not Applicable,2022,,,,
490213,Utah,40.69973056,-111.9012694,1,"Single-Unit Truck (2- axle and GVWR more than 10,000 lbs)",2022,,,,
490214,Utah,41.6865,-112.1544972,1,Truck Tractor/Semi-Trailer,2022,,,,
490214,Utah,41.6865,-112.1544972,1,Not Applicable,2022,,,,
490215,Utah,37.10498889,-111.8482806,1,Not Applicable,2022,,,,
490216,Utah,40.36924444,-111.7649583,1,Not Applicable,2022,,,,
490216,Utah,40.36924444,-111.7649583,1,Not Applicable,2022,,,,
490216,Utah,40.36924444,-111.7649583,1,Not Applicable,2022,,,,
490216,Utah,40.36924444,-111.7649583,1,Not Applicable,2022,,,,
490217,Utah,38.54844444,-109.5231667,1,Not Applicable,2022,,,,
490217,Utah,38.54844444,-109.5231667,1,Truck Pulling Trailer(s),2022,,,,
490217,Utah,38.54844444,-109.5231667,1,Not Applicable,2022,,,,
490217,Utah,38.54844444,-109.5231667,1,Not Applicable,2022,,,,
490218,Utah,39.31599722,-112.5774333,1,Not Applicable,2022,,,,
490218,Utah,39.31599722,-112.5774333,1,Not Applicable,2022,,,,
490219,Utah,41.68901667,-112.1588417,1,"Vehicle More Than 10,000 lbs., Other",2022,,,,
490220,Utah,40.52915833,-112.3563222,1,Not Applicable,2022,,,,
490220,Utah,40.52915833,-112.3563222,1,Not Applicable,2022,,,,
490221,Utah,41.69266111,-111.8661222,1,Not Applicable,2022,,,,
490222,Utah,37.40208611,-109.9449778,1,Not Applicable,2022,,,,
490223,Utah,40.21372778,-109.6647028,1,Not Applicable,2022,,,,
490224,Utah,40.26095833,-111.7062528,1,Not Applicable,2022,,,,
490224,Utah,40.26095833,-111.7062528,1,Not Applicable,2022,,,,
490225,Utah,40.74482222,-111.8882861,1,Not Applicable,2022,,,,
490226,Utah,40.01336944,-111.4916722,1,Truck Tractor/Semi-Trailer,2022,,,,
490227,Utah,38.39379444,-109.4529778,1,"Vehicle More Than 10,000 lbs., Other",2022,,,,
490227,Utah,38.39379444,-109.4529778,1,Truck Tractor/Semi-Trailer,2022,,,,
490228,Utah,40.77101389,-112.1132333,1,Not Applicable,2022,,,,
490228,Utah,40.77101389,-112.1132333,1,Not Applicable,2022,,,,
490229,Utah,39.65918611,-111.8830917,1,Not Applicable,2022,,,,
490230,Utah,40.59168611,-111.8908389,1,Not Applicable,2022,,,,
490230,Utah,40.59168611,-111.8908389,1,Not Applicable,2022,,,,
490230,Utah,40.59168611,-111.8908389,1,Not Applicable,2022,,,,
490231,Utah,39.3395,-111.5109778,1,"Single-Unit Truck (2- axle and GVWR more than 10,000 lbs)",2022,,,,
490232,Utah,41.15446389,-112.0261,1,Not Applicable,2022,,,,
490232,Utah,41.15446389,-112.0261,1,Not Applicable,2022,,,,
490232,Utah,41.15446389,-112.0261,1,Not Applicable,2022,,,,
490233,Utah,40.63553056,-112.0244167,1,Not Applicable,2022,,,,
490236,Utah,41.21455278,-112.0007306,1,Not Applicable,2022,,,,
490236,Utah,41.21455278,-112.0007306,1,Not Applicable,2022,,,,
490237,Utah,39.06270833,-111.1307583,1,Not Applicable,2022,,,,
490237,Utah,39.06270833,-111.1307583,1,Not Applicable,2022,,,,
490237,Utah,39.06270833,-111.1307583,1,Not Applicable,2022,,,,
490238,Utah,40.35606944,-111.2808806,1,"Single-Unit Truck (2- axle and GVWR more than 10,000 lbs)",2022,,,,
490239,Utah,40.70107778,-112.0630722,1,Not Applicable,2022,,,,
490240,Utah,41.11077222,-112.0838583,1,Not Applicable,2022,,,,
490242,Utah,40.41316944,-111.8700583,2,Not Applicable,2022,,,,
490243,Utah,37.51775,-112.7118944,1,Not Applicable,2022,,,,
490243,Utah,37.51775,-112.7118944,1,Truck Pulling Trailer(s),2022,,,,
490243,Utah,37.51775,-112.7118944,1,Not Applicable,2022,,,,
490245,Utah,40.74158056,-111.8308306,1,Not Applicable,2022,,,,
490246,Utah,40.70653611,-111.8530778,1,Not Applicable,2022,,,,
490247,Utah,40.63018889,-111.8684611,1,Truck Tractor/Semi-Trailer,2022,,,,
490247,Utah,40.63018889,-111.8684611,1,Not Applicable,2022,,,,
490247,Utah,40.63018889,-111.8684611,1,Not Applicable,2022,,,,
490247,Utah,40.63018889,-111.8684611,1,Not Applicable,2022,,,,
490247,Utah,40.63018889,-111.8684611,1,Not Applicable,2022,,,,
490247,Utah,40.63018889,-111.8684611,1,Not Applicable,2022,,,,
490248,Utah,40.75503889,-111.9497917,2,Not Applicable,2022,,,,
490249,Utah,40.41352222,-111.9232222,1,Single-Unit Truck (3 or more axles),2022,,,,
490249,Utah,40.41352222,-111.9232222,1,Not Applicable,2022,,,,
490250,Utah,40.94743889,-111.8818833,1,Not Applicable,2022,,,,
490251,Utah,40.49465,-111.8908389,1,Not Applicable,2022,,,,
490251,Utah,40.49465,-111.8908389,1,Not Applicable,2022,,,,
490252,Utah,39.17349167,-109.1288167,1,Not Applicable,2022,,,,
490253,Utah,41.71533056,-111.8600333,1,Not Applicable,2022,,,,
490253,Utah,41.71533056,-111.8600333,1,Not Applicable,2022,,,,
490254,Utah,40.15789722,-111.5846667,1,"Single-Unit Truck (2- axle and GVWR more than 10,000 lbs)",2022,,,,
490255,Utah,41.76900278,-111.1603639,2,Not Applicable,2022,,,,
490255,Utah,41.76900278,-111.1603639,2,Not Applicable,2022,,,,
490256,Utah,40.63601667,-111.9094139,1,Not Applicable,2022,,,,
490257,Utah,40.30631389,-109.4802333,1,Not Applicable,2022,,,,
490257,Utah,40.30631389,-109.4802333,1,Not Applicable,2022,,,,
490258,Utah,37.17139167,-113.3570167,1,Not Applicable,2022,,,,
490258,Utah,37.17139167,-113.3570167,1,Not Applicable,2022,,,,
490260,Utah,38.94357778,-109.64075,1,Not Applicable,2022,,,,
490261,Utah,40.84366389,-111.9152,1,Not Applicable,2022,,,,
490261,Utah,40.84366389,-111.9152,1,Truck Tractor/Semi-Trailer,2022,,,,
490262,Utah,40.71788333,-111.8124306,1,Not Applicable,2022,,,,
490262,Utah,40.71788333,-111.8124306,1,Not Applicable,2022,,,,
490263,Utah,41.16393056,-112.1230667,1,Not Applicable,2022,,,,
490263,Utah,41.16393056,-112.1230667,1,Not Applicable,2022,,,,
490263,Utah,41.16393056,-112.1230667,1,Not Applicable,2022,,,,
490263,Utah,41.16393056,-112.1230667,1,Not Applicable,2022,,,,
490264,Utah,40.55497778,-112.3020667,1,Not Applicable,2022,,,,
490265,Utah,41.663875,-111.8946528,1,Not Applicable,2022,,,,
490265,Utah,41.663875,-111.8946528,1,Not Applicable,2022,,,,
490265,Utah,41.663875,-111.8946528,1,Not Applicable,2022,,,,
490265,Utah,41.663875,-111.8946528,1,Not Applicable,2022,,,,
490265,Utah,41.663875,-111.8946528,1,Not Applicable,2022,,,,
490265,Utah,41.663875,-111.8946528,1,Not Applicable,2022,,,,
490266,Utah,41.10233333,-111.9482806,1,Not Applicable,2022,,,,
490266,Utah,41.10233333,-111.9482806,1,Not Applicable,2022,,,,
490266,Utah,41.10233333,-111.9482806,1,Not Applicable,2022,,,,
490267,Utah,40.43136944,-111.891925,1,"Qualifying Vehicle, Unknown Configuration",2022,,,,
490267,Utah,40.43136944,-111.891925,1,Not Applicable,2022,,,,
490268,Utah,39.92809167,-111.0752389,1,Not Applicable,2022,,,,
490268,Utah,39.92809167,-111.0752389,1,Truck Pulling Trailer(s),2022,,,,
490269,Utah,38.14822778,-112.6113083,1,Not Applicable,2022,,,,
490270,Utah,40.48023056,-111.9868833,1,Not Applicable,2022,,,,
490271,Utah,41.71009444,-111.8258306,1,Not Applicable,2022,,,,
490272,Utah,38.25791111,-112.6502972,2,Not Applicable,2022,,,,
490272,Utah,38.25791111,-112.6502972,2,Not Applicable,2022,,,,
490273,Utah,37.36411944,-109.2334,1,Not Applicable,2022,,,,
490274,Utah,37.19955833,-109.3170667,1,Not Applicable,2022,,,,
490275,Utah,37.20760556,-113.6285556,1,Not Applicable,2022,,,,
490275,Utah,37.20760556,-113.6285556,1,Not Applicable,2022,,,,
490276,Utah,41.57241389,-112.1102083,1,Not Applicable,2022,,,,
490277,Utah,37.12293056,-113.6247972,1,Not Applicable,2022,,,,
490277,Utah,37.12293056,-113.6247972,1,Not Applicable,2022,,,,
490278,Utah,40.55875278,-111.8722083,1,Not Applicable,2022,,,,
490278,Utah,40.55875278,-111.8722083,1,Not Applicable,2022,,,,
490279,Utah,37.46668611,-113.6346222,1,Not Applicable,2022,,,,
490279,Utah,37.46668611,-113.6346222,1,Not Applicable,2022,,,,
490281,Utah,40.43178056,-111.8262472,1,Not Applicable,2022,,,,
490281,Utah,40.43178056,-111.8262472,1,Not Applicable,2022,,,,
490282,Utah,40.70406944,-111.939025,2,Not Applicable,2022,,,,
490282,Utah,40.70406944,-111.939025,2,Not Applicable,2022,,,,
490282,Utah,40.70406944,-111.939025,2,Not Applicable,2022,,,,
490282,Utah,40.70406944,-111.939025,2,Not Applicable,2022,,,,
490282,Utah,40.70406944,-111.939025,2,Not Applicable,2022,,,,
490283,Utah,40.88259444,-111.8923139,1,Not Applicable,2022,,,,
490283,Utah,40.88259444,-111.8923139,1,Not Applicable,2022,,,,
490283,Utah,40.88259444,-111.8923139,1,Not Applicable,2022,,,,
490283,Utah,40.88259444,-111.8923139,1,Not Applicable,2022,,,,
490284,Utah,40.38526667,-109.6,1,Not Applicable,2022,,,,
490285,Utah,38.29346111,-109.3836111,1,Not Applicable,2022,,,,
490285,Utah,38.29346111,-109.3836111,1,Not Applicable,2022,,,,
490286,Utah,37.12896389,-109.9006389,1,Not Applicable,2022,,,,
490286,Utah,37.12896389,-109.9006389,1,Truck Tractor/Semi-Trailer,2022,,,,
490287,Utah,40.58787222,-111.9769472,1,Not Applicable,2022,,,,
490287,Utah,40.58787222,-111.9769472,1,Not Applicable,2022,,,,
490288,Utah,41.78208889,-112.0243194,1,Not Applicable,2022,,,,
490288,Utah,41.78208889,-112.0243194,1,Truck Tractor/Semi-Trailer,2022,,,,
490289,Utah,40.43208611,-111.7522667,1,Not Applicable,2022,,,,
490290,Utah,41.73509444,-111.8349917,1,Single-Unit Truck (3 or more axles),2022,,,,
490291,Utah,40.24426389,-111.6741361,1,Unknown,2022,,,,
490292,Utah,37.06678333,-110.2851306,1,Not Applicable,2022,,,,
490293,Utah,40.24291944,-111.1851556,1,Not Applicable,2022,,,,
490293,Utah,40.24291944,-111.1851556,1,Not Applicable,2022,,,,
490294,Utah,41.09894167,-111.9996528,1,Not Applicable,2022,,,,
490294,Utah,41.09894167,-111.9996528,1,Not Applicable,2022,,,,
490295,Utah,41.27725,-111.9604833,1,Not Applicable,2022,,,,
490296,Utah,40.78243056,-111.9167694,1,Not Applicable,2022,,,,
490296,Utah,40.78243056,-111.9167694,1,Not Applicable,2022,,,,
490297,Utah,39.36350278,-110.8520944,1,Not Applicable,2022,,,,
490298,Utah,40.67870278,-111.9866806,1,Not Applicable,2022,,,,
490299,Utah,40.44918889,-111.6070389,2,Not Applicable,2022,,,,
490299,Utah,40.44918889,-111.6070389,2,Not Applicable,2022,,,,
490300,Utah,40.71215833,-111.9664167,2,Not Applicable,2022,,,,
490301,Utah,40.68218056,-112.0302306,1,Truck Tractor/Semi-Trailer,2022,,,,
490301,Utah,40.68218056,-112.0302306,1,Not Applicable,2022,,,,
490301,Utah,40.68218056,-112.0302306,1,Not Applicable,2022,,,,
490302,Utah,40.468025,-109.9108167,2,Not Applicable,2022,,,,
490303,Utah,40.69659444,-111.9489167,1,Not Applicable,2022,,,,
490303,Utah,40.69659444,-111.9489167,1,Not Applicable,2022,,,,
490303,Utah,40.69659444,-111.9489167,1,Not Applicable,2022,,,,
490303,Utah,40.69659444,-111.9489167,1,Not Applicable,2022,,,,
490303,Utah,40.69659444,-111.9489167,1,Not Applicable,2022,,,,
490304,Utah,40.30086111,-111.6914194,1,Not Applicable,2022,,,,
490305,Utah,37.84352222,-109.1361917,1,Not Applicable,2022,,,,
490305,Utah,37.84352222,-109.1361917,1,Not Applicable,2022,,,,
490306,Utah,40.66615,-111.8883917,1,Not Applicable,2022,,,,
490307,Utah,39.34005278,-110.873125,1,Not Applicable,2022,,,,
490001,Utah,40.71265833,-111.8997028,1,Not Applicable,2020,,,,
490001,Utah,40.71265833,-111.8997028,1,Not Applicable,2020,,,,
490002,Utah,41.71343889,-111.8601889,1,Not Applicable,2020,,,,
490002,Utah,41.71343889,-111.8601889,1,Not Applicable,2020,,,,
490003,Utah,40.63439167,-111.8238583,2,Not Applicable,2020,,,,
490003,Utah,40.63439167,-111.8238583,2,Not Applicable,2020,,,,
490003,Utah,40.63439167,-111.8238583,2,Not Applicable,2020,,,,
490003,Utah,40.63439167,-111.8238583,2,Not Applicable,2020,,,,
490004,Utah,41.26963056,-111.9694556,1,Not Applicable,2020,,,,
490006,Utah,40.35734444,-109.4981694,1,Not Applicable,2020,,,,
490007,Utah,40.89403611,-111.8631111,1,Not Applicable,2020,,,,
490008,Utah,37.18516944,-113.3355389,1,Not Applicable,2020,,,,
490008,Utah,37.18516944,-113.3355389,1,Not Applicable,2020,,,,
490010,Utah,40.77632778,-112.0059611,1,Not Applicable,2020,,,,
490010,Utah,40.77632778,-112.0059611,1,Not Applicable,2020,,,,
490011,Utah,40.69437778,-111.8194556,1,Not Applicable,2020,,,,
490012,Utah,40.23359167,-111.6779694,1,Not Applicable,2020,,,,
490012,Utah,40.23359167,-111.6779694,1,Not Applicable,2020,,,,
490013,Utah,41.22900833,-111.9703639,1,Not Applicable,2020,,,,
490013,Utah,41.22900833,-111.9703639,1,Not Applicable,2020,,,,
490014,Utah,37.07975556,-113.5504194,1,Not Applicable,2020,,,,
490015,Utah,37.10642778,-113.5684833,1,Not Applicable,2020,,,,
490016,Utah,40.03826389,-111.7378278,1,Not Applicable,2020,,,,
490016,Utah,40.03826389,-111.7378278,1,Not Applicable,2020,,,,
490017,Utah,37.04009167,-113.5992278,1,Not Applicable,2020,,,,
490018,Utah,38.57329722,-109.5507806,2,"Single-Unit Truck (2- axle and GVWR more than 10,000 lbs)",2020,,,,
490018,Utah,38.57329722,-109.5507806,2,Not Applicable,2020,,,,
490018,Utah,38.57329722,-109.5507806,2,Not Applicable,2020,,,,
490019,Utah,40.24777222,-110.2371556,1,Truck Pulling Trailer(s),2020,,,,
490021,Utah,37.56541667,-113.18675,1,Single-Unit Truck (3 or more axles),2020,,,,
490021,Utah,37.56541667,-113.18675,1,Not Applicable,2020,,,,
490022,Utah,40.62333056,-111.9123444,1,Not Applicable,2020,,,,
490023,Utah,38.97100833,-109.3185417,1,Not Applicable,2020,,,,
490024,Utah,39.31489444,-112.7530306,1,Not Applicable,2020,,,,
490025,Utah,40.70409167,-111.9674917,1,Not Applicable,2020,,,,
490026,Utah,40.36739722,-111.7568972,1,Not Applicable,2020,,,,
490026,Utah,40.36739722,-111.7568972,1,Not Applicable,2020,,,,
490027,Utah,39.09526111,-112.2637944,1,Not Applicable,2020,,,,
490028,Utah,41.06225833,-111.9104722,2,Not Applicable,2020,,,,
490028,Utah,41.06225833,-111.9104722,2,Not Applicable,2020,,,,
490029,Utah,41.71237778,-111.8394417,1,Not Applicable,2020,,,,
490029,Utah,41.71237778,-111.8394417,1,Not Applicable,2020,,,,
490030,Utah,37.72257222,-113.0583,1,Not Applicable,2020,,,,
490031,Utah,37.05831944,-113.5864944,1,"Single-Unit Truck (2- axle and GVWR more than 10,000 lbs)",2020,,,,
490031,Utah,37.05831944,-113.5864944,1,Not Applicable,2020,,,,
490032,Utah,37.14911944,-113.6075333,1,Not Applicable,2020,,,,
490033,Utah,41.03279167,-111.9377306,1,Not Applicable,2020,,,,
490033,Utah,41.03279167,-111.9377306,1,"Bus (seats for more than 15 occupants, including driver)",2020,,,,
490034,Utah,40.31111667,-111.6559194,1,Not Applicable,2020,,,,
490034,Utah,40.31111667,-111.6559194,1,Not Applicable,2020,,,,
490035,Utah,40.71575278,-111.9390417,1,Not Applicable,2020,,,,
490035,Utah,40.71575278,-111.9390417,1,Not Applicable,2020,,,,
490036,Utah,41.83441667,-111.8327611,1,Not Applicable,2020,,,,
490037,Utah,41.24424444,-111.9643611,1,Not Applicable,2020,,,,
490037,Utah,41.24424444,-111.9643611,1,Not Applicable,2020,,,,
490038,Utah,38.165075,-112.6205444,1,Not Applicable,2020,,,,
490041,Utah,40.56468056,-111.9771472,1,Not Applicable,2020,,,,
490042,Utah,37.82802778,-112.8699583,1,Not Applicable,2020,,,,
490042,Utah,37.82802778,-112.8699583,1,Not Applicable,2020,,,,
490043,Utah,41.20537778,-112.0258528,1,Not Applicable,2020,,,,
490043,Utah,41.20537778,-112.0258528,1,Not Applicable,2020,,,,
490044,Utah,39.59475833,-111.4458972,1,Not Applicable,2020,,,,
490045,Utah,40.55906111,-111.8985639,1,Not Applicable,2020,,,,
490045,Utah,40.55906111,-111.8985639,1,Not Applicable,2020,,,,
490046,Utah,40.35006667,-111.9678083,1,Not Applicable,2020,,,,
490047,Utah,40.65407222,-111.5066611,1,Not Applicable,2020,,,,
490048,Utah,40.74881389,-111.7209917,1,Not Applicable,2020,,,,
490048,Utah,40.74881389,-111.7209917,1,Truck Tractor (Bobtail),2020,,,,
490050,Utah,40.23400556,-111.6855278,1,Not Applicable,2020,,,,
490050,Utah,40.23400556,-111.6855278,1,Not Applicable,2020,,,,
490051,Utah,39.03659167,-112.409825,1,Not Applicable,2020,,,,
490051,Utah,39.03659167,-112.409825,1,Not Applicable,2020,,,,
490052,Utah,40.72425556,-111.9208833,1,Not Applicable,2020,,,,
490052,Utah,40.72425556,-111.9208833,1,Truck Tractor/Semi-Trailer,2020,,,,
490052,Utah,40.72425556,-111.9208833,1,Not Applicable,2020,,,,
490053,Utah,38.55083611,-112.40155,1,Not Applicable,2020,,,,
490055,Utah,38.52688889,-112.6113556,1,Not Applicable,2020,,,,
490055,Utah,38.52688889,-112.6113556,1,Truck Tractor/Semi-Trailer,2020,,,,
490056,Utah,40.79466944,-111.9173556,1,Not Applicable,2020,,,,
490057,Utah,40.63863889,-111.93885,1,Not Applicable,2020,,,,
490057,Utah,40.63863889,-111.93885,1,Not Applicable,2020,,,,
490057,Utah,40.63863889,-111.93885,1,Not Applicable,2020,,,,
490058,Utah,40.16887778,-110.3133472,1,Not Applicable,2020,,,,
490061,Utah,39.72678056,-112.2453139,2,Not Applicable,2020,,,,
490063,Utah,41.27918056,-111.9650972,1,Not Applicable,2020,,,,
490064,Utah,37.81724444,-112.9219194,1,Not Applicable,2020,,,,
490065,Utah,40.92545556,-111.8913667,1,Not Applicable,2020,,,,
490065,Utah,40.92545556,-111.8913667,1,Truck Tractor/Semi-Trailer,2020,,,,
490066,Utah,40.76935278,-111.8745528,1,Not Applicable,2020,,,,
490067,Utah,40.19658333,-109.8844944,1,Not Applicable,2020,,,,
490068,Utah,41.24413056,-111.9534472,1,Not Applicable,2020,,,,
490069,Utah,41.21857222,-111.9705333,1,Not Applicable,2020,,,,
490070,Utah,39.50219167,-110.7872167,1,Not Applicable,2020,,,,
490070,Utah,39.50219167,-110.7872167,1,Not Applicable,2020,,,,
490071,Utah,41.70268889,-111.8348806,1,Not Applicable,2020,,,,
490071,Utah,41.70268889,-111.8348806,1,Not Applicable,2020,,,,
490071,Utah,41.70268889,-111.8348806,1,Not Applicable,2020,,,,
490071,Utah,41.70268889,-111.8348806,1,Not Applicable,2020,,,,
490071,Utah,41.70268889,-111.8348806,1,Not Applicable,2020,,,,
490072,Utah,37.96365,-109.3556917,1,Not Applicable,2020,,,,
490072,Utah,37.96365,-109.3556917,1,"Single-Unit Truck (2- axle and GVWR more than 10,000 lbs)",2020,,,,
490072,Utah,37.96365,-109.3556917,1,Truck Pulling Trailer(s),2020,,,,
490073,Utah,37.68478056,-113.1619556,1,Not Applicable,2020,,,,
490073,Utah,37.68478056,-113.1619556,1,Truck Pulling Trailer(s),2020,,,,
490074,Utah,39.81433333,-111.5063889,1,Not Applicable,2020,,,,
490074,Utah,39.81433333,-111.5063889,1,Truck Tractor/Semi-Trailer,2020,,,,
490075,Utah,40.60953056,-111.9387806,1,Not Applicable,2020,,,,
490075,Utah,40.60953056,-111.9387806,1,Not Applicable,2020,,,,
490076,Utah,37.90989167,-112.7763694,2,Not Applicable,2020,,,,
490077,Utah,40.62080278,-111.8906,1,Not Applicable,2020,,,,
490077,Utah,40.62080278,-111.8906,1,Not Applicable,2020,,,,
490077,Utah,40.62080278,-111.8906,1,Not Applicable,2020,,,,
490078,Utah,41.22997778,-111.9958778,1,Not Applicable,2020,,,,
490079,Utah,40.72593333,-111.9942361,1,Not Applicable,2020,,,,
490079,Utah,40.72593333,-111.9942361,1,Not Applicable,2020,,,,
490079,Utah,40.72593333,-111.9942361,1,Not Applicable,2020,,,,
490080,Utah,40.74654444,-111.6447806,1,Not Applicable,2020,,,,
490080,Utah,40.74654444,-111.6447806,1,Not Applicable,2020,,,,
490084,Utah,37.07699722,-113.5913833,1,Not Applicable,2020,,,,
490085,Utah,41.21227778,-111.9706556,1,Not Applicable,2020,,,,
490087,Utah,41.21778889,-111.7921667,1,Not Applicable,2020,,,,
490088,Utah,37.27495833,-113.2993167,1,Not Applicable,2020,,,,
490089,Utah,40.30906111,-111.7263556,1,Not Applicable,2020,,,,
490090,Utah,39.97547778,-111.8465472,1,Not Applicable,2020,,,,
490090,Utah,39.97547778,-111.8465472,1,Truck Pulling Trailer(s),2020,,,,
490092,Utah,40.77157778,-111.9168278,2,Not Applicable,2020,,,,
490092,Utah,40.77157778,-111.9168278,2,Not Applicable,2020,,,,
490093,Utah,40.63248611,-111.8367111,1,Not Applicable,2020,,,,
490094,Utah,40.03516111,-111.7531556,1,Not Applicable,2020,,,,
490094,Utah,40.03516111,-111.7531556,1,Truck Pulling Trailer(s),2020,,,,
490094,Utah,40.03516111,-111.7531556,1,Not Applicable,2020,,,,
490095,Utah,41.18453056,-111.9913889,1,Not Applicable,2020,,,,
490096,Utah,37.13333611,-112.0871111,1,Not Applicable,2020,,,,
490097,Utah,40.69985833,-111.8067278,1,Not Applicable,2020,,,,
490097,Utah,40.69985833,-111.8067278,1,Not Applicable,2020,,,,
490098,Utah,38.61575556,-109.6202528,1,Not Applicable,2020,,,,
490099,Utah,39.52447778,-111.0366833,1,"Single-Unit Truck (2- axle and GVWR more than 10,000 lbs)",2020,,,,
490100,Utah,40.31761111,-111.7039972,1,Not Applicable,2020,,,,
490100,Utah,40.31761111,-111.7039972,1,Not Applicable,2020,,,,
490101,Utah,40.65641944,-112.0011583,1,Not Applicable,2020,,,,
490101,Utah,40.65641944,-112.0011583,1,Not Applicable,2020,,,,
490102,Utah,40.08612778,-111.5928806,1,Not Applicable,2020,,,,
490102,Utah,40.08612778,-111.5928806,1,Truck Tractor/Semi-Trailer,2020,,,,
490103,Utah,40.14428333,-111.60245,1,Not Applicable,2020,,,,
490103,Utah,40.14428333,-111.60245,1,"Truck More Than 10,000 lbs, Cannot Classify",2020,,,,
490104,Utah,39.55433611,-110.5902278,1,Not Applicable,2020,,,,
490105,Utah,37.20091944,-113.6255667,3,Not Applicable,2020,,,,
490105,Utah,37.20091944,-113.6255667,3,Not Applicable,2020,,,,
490105,Utah,37.20091944,-113.6255667,3,Not Applicable,2020,,,,
490106,Utah,41.41403056,-112.0361861,1,Not Applicable,2020,,,,
490108,Utah,39.79367222,-111.8598778,3,Not Applicable,2020,,,,
490109,Utah,37.51004444,-110.11185,3,Not Applicable,2020,,,,
490110,Utah,39.80049167,-111.8378167,1,Not Applicable,2020,,,,
