route,county,location,time,latitude,longitude,type
University Ave,Utah County,University Ave at 2230 N,"1/23/24, 11:07 PM",40.262395,-111.658557,Crash
I-15,Salt Lake County,I-15 at MP 286,"1/23/24, 11:02 AM",40.453646,-111.91388,Crash
SR 56,Iron County,SR 56 at MP 44,"1/23/24, 10:40 AM",37.608959,-113.354209,Crash
SR 35,Summit County,SR 35 at MP 1,"1/23/24, 10:36 AM",40.610603,-111.261641,Vehicle Fire
600 S,Salt Lake County,600 S at 300 W,"1/23/24, 10:29 AM",40.756297,-111.899668,Crash
SR 73,Tooele County,SR 73 at MP 6,"1/23/24, 1:53 PM",40.333099,-112.297014,Crash
I-15,Utah County,I-15 at MP 263,"1/23/24, 1:47 PM",40.203376,-111.655441,Crash
SR 201,Salt Lake County,SR 201 at MP 1,"1/23/24, 1:46 PM",40.725554,-112.204975,Stalled Vehicle
SR 210,Salt Lake County,SR 210 at MP 8,"1/23/24, 1:21 PM",40.570958,-111.701968,Stalled Vehicle
I-84,Weber County,I-84 at MP 89,"1/23/24, 1:18 PM",41.137683,-111.891191,Stalled Vehicle
SR 201,Salt Lake County,SR 201 at MP 10,"1/22/24, 7:58 AM",40.724933,-112.039659,Crash
I-80,Salt Lake County,I-80 at MP 111,"1/22/24, 7:54 AM",40.771145,-112.066961,Crash
SR 35,Duchesne County,SR 35 at MP 51,"1/22/24, 7:16 AM",40.296387,-110.572263,Crash
I-80,Tooele County,I-80 at MP 84,"1/22/24, 6:59 AM",40.706401,-112.518586,Crash
I-215 W,Salt Lake County,I-215 W at MP 19,"1/22/24, 6:57 AM",40.717792,-111.95364,Crash
I-215 W,Salt Lake County,I-215 W at MP 20,"1/22/24, 6:50 PM",40.731947,-111.949915,Crash
I-15,Utah County,I-15 at MP 282,"1/22/24, 6:36 PM",40.410606,-111.863979,Crash
I-80,Salt Lake County,I-80 at MP 102,"1/22/24, 6:07 AM",40.726429,-112.217783,Crash
I-215 E,Salt Lake County,I-215 E at MP 4,"1/22/24, 5:58 AM",40.670175,-111.805204,Crash
I-80,Salt Lake County,I-80 at MP 102,"1/22/24, 5:48 AM",40.726429,-112.217783,Crash
WALL AVE,Weber County,WALL AVE at NORTH ST,"1/22/24, 5:26 PM",41.26761,-111.977767,Fire affecting roadway
I-80,Salt Lake County,I-80 at MP 107,"1/22/24, 5:15 AM",40.770886,-112.143879,Crash
SR 201,Salt Lake County,SR 201 at MP 9,"1/22/24, 5:04 PM",40.718554,-112.056887,Crash
US 89,Sanpete County,US 89 at MP 263,"1/22/24, 4:57 PM",39.364619,-111.587058,Crash
200 S,Davis County,200 S at Center St,"1/22/24, 4:23 PM",41.110843,-112.028137,Crash
I-15,Utah County,I-15 at MP 266,"1/22/24, 4:16 PM",40.238135,-111.689206,Crash
I-15 NB X276 Off 500 E Ramp,Utah County,I-15 NB X276 Off 500 E Ramp at 500 E,"1/22/24, 4:12 PM",40.358055,-111.781214,Crash
I-15,Salt Lake County,I-15 at MP 306,"1/22/24, 4:09 PM",40.736823,-111.90475,Crash
I-15,Salt Lake County,I-15 at MP 292,"1/22/24, 3:29 PM",40.53585,-111.892927,Crash
I-15,Iron County,I-15 at MP 61,"1/22/24, 12:25 AM",37.710701,-113.069023,Crash
I-15,Salt Lake County,I-15 at MP 295,"1/22/24, 12:09 PM",40.578741,-111.900284,Crash
I-15,Salt Lake County,I-15 at MP 295,"1/22/24, 12:08 PM",40.578741,-111.900284,Crash
I-15,Salt Lake County,I-15 at MP 295,"1/22/24, 12:02 PM",40.578741,-111.900284,Crash
US 40,Uintah County,US 40 at MP 142,"1/22/24, 11:48 AM",40.439938,-109.564119,Crash
I-80,Salt Lake County,I-80 at MP 124,"1/22/24, 10:37 PM",40.718459,-111.873941,Crash
4500 S,Salt Lake County,4500 S at 1300 E,"1/22/24, 10:18 PM",40.674312,-111.85226,Crash
US 189,Utah County,US 189 at MP 14,"1/22/24, 10:18 AM",40.362967,-111.560551,Crash
SR 224,Summit County,SR 224 at MP 11,"1/22/24, 1:42 PM",40.719592,-111.544709,Crash
Center St,Davis County,Center St 700 w,"1/22/24, 1:26 PM",40.841832,-111.922966,Crash
SR 39,Weber County,SR 39 at MP 16,"1/21/24, 8:14 AM",41.252094,-111.804158,Crash
SR 167,Morgan County,SR 167 at MP 4,"1/21/24, 8:12 AM",41.169107,-111.809854,Crash
I-80,Salt Lake County,I-80 at MP 109,"1/21/24, 7:16 AM",40.77111,-112.105407,Crash
9000 S,Salt Lake County,9000 S 459,"1/21/24, 7:03 PM",40.587963,-111.906758,Crash
US 91,Box Elder County,US 91 at MP 5,"1/21/24, 6:04 AM",41.497336,-111.967135,Crash
SR 144,Utah County,SR 144 at MP 2,"1/21/24, 6:00 PM",40.479088,-111.647122,Avalanche Control
I-84,Morgan County,I-84 at MP 91,"1/21/24, 5:44 AM",41.139525,-111.854154,Crash
SR 73,Utah County,SR 73 at MP 36,"1/21/24, 5:28 PM",40.387493,-111.924536,Stalled Vehicle
I-15,Salt Lake County,I-15 at MP 307,"1/21/24, 5:12 PM",40.74966,-111.90976,Vehicle Fire
I-15,Box Elder County,I-15 at MP 374,"1/21/24, 5:01 AM",41.64527,-112.10867,Utility work
SR 201,Salt Lake County,SR 201 at MP 14,"1/21/24, 4:41 PM",40.72606,-111.962907,Crash
Legacy Pkwy,Davis County,Legacy Pkwy at MP 4,"1/21/24, 3:59 PM",40.883316,-111.937161,Crash
SR 14,Iron County,SR 14 at MP 5,"1/21/24, 3:38 AM",37.653126,-112.985953,Roadway Restriction
I-80,Tooele County,I-80 at MP 13,"1/21/24, 3:23 PM",40.738323,-113.798503,Crash
Hwy 201,Salt Lake County,Hwy 201 at 7200 W,"1/21/24, 2:25 AM",40.718591,-112.061917,Crash
Washington Blvd,Weber County,Washington Blvd at 26th St,"1/21/24, 2:16 AM",41.218565,-111.970524,Crash
5600 W,Salt Lake County,5600 W at SR 201 WB X11 On 5600 S Ramp,"1/21/24, 2:10 AM",40.72603,-112.024689,Crash
SR 14,Iron County,SR 14 at MP 15,"1/21/24, 12:28 PM",37.581477,-112.881484,Crash
SR 224,Summit County,SR 224 at MP 4,"1/21/24, 11:55 AM",40.636489,-111.493844,Crash
I-80,Tooele County,I-80 at MP 16,"1/21/24, 11:04 AM",40.737142,-113.741246,Crash
I-84,Box Elder County,I-84 at MP 7,"1/21/24, 10:57 AM",41.961704,-112.713036,Crash
US 89,Box Elder County,US 89 at MP 431,"1/21/24, 1:58 PM",41.454315,-112.038678,Crash
I-215 E,Salt Lake County,I-215 E at MP 5,"1/21/24, 1:19 AM",40.656205,-111.807544,Crash
I-80,Salt Lake County,I-80 at MP 133,"1/20/24, 9:49 AM",40.747119,-111.724705,Vehicle Fire
Redwood Rd,Salt Lake County,Redwood Rd at 400 S,"1/20/24, 9:29 AM",40.760637,-111.939022,Vehicle Fire
SR 201,Salt Lake County,SR 201 at MP 11,"1/20/24, 9:08 AM",40.72572,-112.020546,Crash
SR 201,Salt Lake County,SR 201 at MP 1,"1/20/24, 8:31 AM",40.725554,-112.204975,Crash
I-15,Utah County,I-15 at MP 269,"1/20/24, 8:16 PM",40.274259,-111.718248,Stalled Vehicle
I-15,Salt Lake County,I-15 at MP 293,"1/20/24, 7:58 PM",40.550055,-111.896336,Crash
US 89,Davis County,US 89 at MP 397,"1/20/24, 7:11 AM",41.002967,-111.908705,Crash
I-15,Salt Lake County,I-15 at MP 297,"1/20/24, 6:49 PM",40.607173,-111.905403,Abandoned Vehicle
I-70,Sevier County,I-70 at MP 17,"1/20/24, 6:49 AM",38.566176,-112.353917,Crash
I-15,Salt Lake County,I-15 at MP 307,"1/20/24, 6:38 AM",40.74966,-111.90976,Crash
SR 36,Tooele County,SR 36 at MP 61,"1/20/24, 6:02 PM",40.626191,-112.29223,Crash
I-15,Utah County,I-15 at MP 276,"1/20/24, 5:54 PM",40.355866,-111.778344,Debris
SR 210,Salt Lake County,SR 210 at MP 4,"1/20/24, 5:27 PM",40.572095,-111.773814,Roadway Restriction
SR 190,Salt Lake County,SR 190 at MP 2,"1/20/24, 5:22 PM",40.619107,-111.786281,Roadway Restriction
Legacy Pkwy,Davis County,Legacy Pkwy at MP 1,"1/20/24, 4:29 PM",40.840909,-111.942301,Vehicle Fire
SR 224,Summit County,SR 224 at MP 2,"1/20/24, 4:14 PM",40.624634,-111.501637,Roadway Restriction
I-84,Box Elder County,I-84 at MP 30,"1/20/24, 3:49 PM",41.813177,-112.347206,Crash
1900 W,Weber County,1900 W at 5600 S,"1/20/24, 3:41 PM",41.160848,-112.026054,Crash
I-15,Weber County,I-15 at MP 338,"1/20/24, 2:17 PM",41.155128,-112.024901,Stalled Vehicle
SR 201,Salt Lake County,SR 201 at MP 7,"1/20/24, 11:11 AM",40.717582,-112.095201,Crash
I-15,Utah County,I-15 at MP 274,"1/20/24, 10:47 AM",40.337197,-111.749203,Crash
2200 W,Salt Lake County,2200 W at 700 N,"1/20/24, 1:57 PM",40.785106,-111.953543,Crash
I-15,Utah County,I-15 at MP 280,"1/2/24, 9:38 PM",40.39191,-111.835579,Stalled Vehicle
I-15,Salt Lake County,I-15 at MP 301,"1/2/24, 9:27 AM",40.664677,-111.90152,Crash
I-80,Salt Lake County,I-80 at MP 114,"1/2/24, 9:24 AM",40.770664,-112.009234,Crash
US 191,San Juan County,US 191 at MP 46,"1/2/24, 9:22 PM",37.555266,-109.489537,Debris
SR 92,Utah County,SR 92 at MP 9,"1/2/24, 8:48 AM",40.437361,-111.724982,Crash
US 189,Wasatch County,US 189 at Industrial Pkwy,"1/2/24, 8:22 AM",40.489065,-111.419491,Crash
I-15 SB X301 On 4500 S Ramp,Salt Lake County,I-15 SB X301 On 4500 S Ramp at 4500 S,"1/2/24, 7:53 AM",40.673329,-111.902124,Abandoned Vehicle
I-15,Salt Lake County,I-15 at MP 305,"1/2/24, 7:27 AM",40.722344,-111.904691,Crash
SR 193,Davis County,SR 193 at MP 2,"1/2/24, 6:42 PM",41.103476,-111.976912,Crash
SR 201 WB X15 On Redwood Ramp,Salt Lake County,SR 201 WB X15 On Redwood Ramp at Redwood Rd,"1/2/24, 6:26 AM",40.724369,-111.944247,Crash
South Weber Dr,Davis County,South Weber Dr 2160,"1/2/24, 6:11 AM",41.132542,-111.929384,Crash
I-15,Utah County,I-15 at MP 285,"1/2/24, 5:48 PM",40.442142,-111.903011,Crash
SR 201,Salt Lake County,SR 201 at MP 14,"1/2/24, 5:14 PM",40.72606,-111.962907,Crash
US 89,Utah County,US 89 at MP 331,"1/2/24, 4:44 AM",40.200967,-111.62066,Crash
SR 112,Tooele County,SR 112 at MP 8,"1/2/24, 4:26 PM",40.55101,-112.302471,Crash
SR 108,Weber County,SR 108 at MP 9,"1/2/24, 4:12 PM",41.161469,-112.064427,Crash
SR 121,Uintah County,SR 121 at MP 35,"1/2/24, 4:11 AM",40.451455,-109.622648,Crash
US 6,Carbon County,US 6 at MP 236,"1/2/24, 4:06 PM",39.644197,-110.85975,Crash
HWY 13,Box Elder County,HWY 13 at 500 W,"1/2/24, 3:03 PM",41.529711,-112.021996,Crash
I-15,Iron County,I-15 at MP 101,"1/2/24, 2:47 PM",38.146484,-112.614659,Crash
US 189,Utah County,US 189 at MP 11,"1/2/24, 2:04 PM",40.340167,-111.606843,Crash
I-215w SB X18 Off 3500 S Ramp,Salt Lake County,I-215w SB X18 Off 3500 S Ramp at 3500 S,"1/2/24, 11:51 AM",40.69802,-111.953308,Stalled Vehicle
I-15,Juab County,I-15 at MP 195,"1/2/24, 11:04 PM",39.342098,-112.080981,Crash
SR 126,Davis County,SR 126 at MP 2,"1/2/24, 10:50 PM",41.075945,-111.982403,Crash
I-15 NB X331 On Hill Field Rd Ramp,Davis County,I-15 NB X331 On Hill Field Rd Ramp at Hill Field Rd,"1/2/24, 10:35 AM",41.074338,-111.975922,Vehicle Fire
Main St,Box Elder County,Main St at Forest St,"1/2/24, 10:09 AM",41.510091,-112.015737,Crash
I-15,Salt Lake County,I-15 at MP 309,"1/2/24, 1:43 PM",40.777705,-111.910735,Crash
SR 92,Utah County,SR 92 at MP 12,"1/2/24, 1:05 AM",40.449729,-111.672005,Crash
I-15,Box Elder County,I-15 at MP 362,"1/19/24, 9:09 PM",41.485402,-112.05328,Crash
US 6,Utah County,US 6 at MP 208,"1/19/24, 8:10 AM",39.933882,-111.125848,Crash
SR 113,Wasatch County,SR 113 at MP 4,"1/19/24, 7:59 PM",40.512145,-111.470514,Crash
I-70,Sevier County,I-70 at MP 33,"1/19/24, 7:44 PM",38.69938,-112.144845,Crash
Washington Blvd,Weber County,Washington Blvd at 40th St,"1/19/24, 7:41 PM",41.190563,-111.97117,Crash
US 6,Utah County,US 6 at MP 210,"1/19/24, 7:34 PM",39.931871,-111.089175,Police incident
I-15,Salt Lake County,I-15 at MP 303,"1/19/24, 7:26 AM",40.693589,-111.902881,Crash
US 40,Duchesne County,US 40 at MP 66,"1/19/24, 7:24 PM",40.205571,-110.771157,Crash
I-15,Davis County,I-15 at MP 331,"1/19/24, 7:14 PM",41.066718,-111.970064,Vehicle Fire
SR 198,Utah County,SR 198 at MP 2,"1/19/24, 6:45 PM",39.999257,-111.751327,Crash
I-15,Utah County,I-15 at MP 282,"1/19/24, 6:44 PM",40.410606,-111.863979,Crash
SR 20,Iron County,SR 20 at MP 2,"1/19/24, 6:19 PM",38.059913,-112.657055,Crash
I-215 W,Salt Lake County,I-215 W at MP 19,"1/19/24, 5:58 AM",40.717792,-111.95364,Crash
I-80,Salt Lake County,I-80 at MP 138,"1/19/24, 5:50 PM",40.747703,-111.639522,Vehicle Fire
I-215 W,Salt Lake County,I-215 W at MP 17,"1/19/24, 5:22 PM",40.688869,-111.951947,Crash
I-15,Salt Lake County,I-15 at MP 304,"1/19/24, 5:22 PM",40.707874,-111.90397,Crash
US 189,Utah County,US 189 at MP 13,"1/19/24, 5:13 AM",40.35648,-111.576663,Crash
US 189,Utah County,US 189 at MP 13,"1/19/24, 4:53 AM",40.35648,-111.576663,Crash
I-15,Davis County,I-15 at MP 318,"1/19/24, 4:30 PM",40.900348,-111.893142,Crash
I-80,Tooele County,I-80 at MP 54,"1/19/24, 4:15 PM",40.756914,-113.024767,Crash
I-15,Salt Lake County,I-15 at MP 299,"1/19/24, 4:13 PM",40.63583,-111.905066,Stalled Vehicle
Washington Blvd,Weber County,Washington Blvd at 31st St,"1/19/24, 3:50 PM",41.208163,-111.970738,Crash
Hill Field Rd,Davis County,Hill Field Rd at Main St,"1/19/24, 3:38 PM",41.072713,-111.978866,Crash
I-80,Salt Lake County,I-80 at MP 123,"1/19/24, 3:09 PM",40.718332,-111.893095,Crash
I-15,Salt Lake County,I-15 at MP 288,"1/19/24, 2:50 PM",40.480607,-111.902252,Stalled Vehicle
SR 248,Summit County,SR 248 at MP 1,"1/19/24, 2:34 PM",40.667686,-111.493577,Crash
I-15,Iron County,I-15 at MP 60,"1/19/24, 2:19 PM",37.697356,-113.076456,Crash
SR 193,Davis County,SR 193 at MP 2,"1/19/24, 2:10 AM",41.103476,-111.976912,Crash
I-15,Iron County,I-15 at MP 95,"1/19/24, 2:05 AM",38.080598,-112.681018,Crash
I-80,Summit County,I-80 at MP 163,"1/19/24, 10:09 PM",40.917191,-111.406893,Crash
I-15,Davis County,I-15 at MP 329,"1/19/24, 1:54 PM",41.041629,-111.953074,Crash
I-15 NB X269 OFF UNIV PKWY RAMP,Utah County,I-15 NB X269 OFF UNIV PKWY RAMP at UNIVERSITY PKWY,"1/18/24, 9:59 AM",40.272132,-111.715899,Crash
I-15,Salt Lake County,I-15 at MP 290,"1/18/24, 9:52 AM",40.506678,-111.891228,Crash
SR 199,Tooele County,SR 199 at MP 18,"1/18/24, 9:47 PM",40.337964,-112.483635,Crash
SR 32,Summit County,SR 32 at MP 28,"1/18/24, 9:46 PM",40.80244,-111.408778,Crash
I-15,Salt Lake County,I-15 at MP 292,"1/18/24, 9:23 AM",40.53585,-111.892927,Crash
US 189,Utah County,US 189 at MP 9,"1/18/24, 9:19 PM",40.328835,-111.637103,Crash
I-15,Salt Lake County,I-15 at MP 295,"1/18/24, 9:08 AM",40.578741,-111.900284,Crash
US 89,Cache County,US 89 at MP 475,"1/18/24, 9:07 AM",41.825142,-111.601947,Avalanche Control
I-84,Box Elder County,I-84 at MP 10,"1/18/24, 8:41 PM",41.943731,-112.663378,Vehicle Fire
SR 113,Wasatch County,SR 113 at MP 5,"1/18/24, 8:26 PM",40.509687,-111.452653,Crash
US 89,Davis County,US 89 at MP 404,"1/18/24, 8:23 AM",41.103305,-111.910202,Crash
I-15,Davis County,I-15 at MP 314,"1/18/24, 8:18 AM",40.846156,-111.91486,Crash
I-84,Morgan County,I-84 at MP 109,"1/18/24, 8:02 PM",41.059126,-111.580309,Stalled Vehicle
I-80,Tooele County,I-80 at MP 1,"1/18/24, 7:38 AM",40.743498,-114.026103,Crash
I-15,Salt Lake County,I-15 at MP 299,"1/18/24, 7:30 AM",40.63583,-111.905066,Crash
US 189,Utah County,US 189 at MP 9,"1/18/24, 7:28 PM",40.328835,-111.637103,Crash
SR 21,Beaver County,SR 21 at MP 98,"1/18/24, 7:08 PM",38.231734,-112.79978,Crash
I-80,Salt Lake County,I-80 at MP 128,"1/18/24, 7:00 PM",40.712086,-111.801151,Crash
I-15,Salt Lake County,I-15 at MP 297,"1/18/24, 7:00 AM",40.607173,-111.905403,Crash
I-80,Summit County,I-80 at MP 146,"1/18/24, 6:46 AM",40.725101,-111.511877,Crash
I-80,Summit County,I-80 at MP 142,"1/18/24, 6:32 AM",40.753191,-111.571066,Crash
I-15,Box Elder County,I-15 at MP 362,"1/18/24, 6:08 PM",41.485402,-112.05328,Crash
I-15,Salt Lake County,I-15 at MP 301,"1/18/24, 5:57 PM",40.664677,-111.90152,Crash
US 40,Wasatch County,US 40 at MP 13,"1/18/24, 5:40 PM",40.560962,-111.427534,Crash
I-15,Utah County,I-15 at MP 279,"1/18/24, 5:37 AM",40.380301,-111.824926,Crash
I-15,Davis County,I-15 at MP 337,"1/18/24, 5:18 PM",41.140572,-112.025572,Crash
I-215 S,Salt Lake County,I-215 S at MP 10,"1/18/24, 5:13 PM",40.63036,-111.877391,Crash
SR 37,Davis County,SR 37 at MP 3,"1/18/24, 5:02 PM",41.139874,-112.083665,Crash
3500 W,Weber County,3500 W at 6000 S,"1/18/24, 4:59 PM",41.154381,-112.064472,Crash
I-70,Sevier County,I-70 at MP 66,"1/18/24, 4:45 PM",38.906041,-111.69176,Debris
US 89,Davis County,US 89 at MP 398,"1/18/24, 4:38 PM",41.017359,-111.909292,Crash
I-15,Salt Lake County,I-15 at MP 295,"1/18/24, 4:20 PM",40.578741,-111.900284,Crash
I-15,Box Elder County,I-15 at MP 385,"1/18/24, 4:15 AM",41.78057,-112.173474,Crash
I-80,Salt Lake County,I-80 at MP 126,"1/18/24, 4:08 PM",40.717537,-111.836246,Stalled Vehicle
I-15,Salt Lake County,I-15 at MP 299,"1/18/24, 3:39 PM",40.63583,-111.905066,Crash
US 40,Summit County,US 40 at MP 3,"1/18/24, 3:32 AM",40.696221,-111.4715,Crash
MIDWAY LN,Wasatch County,MIDWAY LN 901,"1/18/24, 3:13 PM",40.509361,-111.452384,Crash
I-15,Weber County,I-15 at MP 344,"1/18/24, 2:30 PM",41.226736,-112.011781,Crash
I-15,Iron County,I-15 at MP 58,"1/18/24, 2:12 PM",37.668448,-113.079894,Crash
US 40,Summit County,US 40 at MP 4,"1/18/24, 2:05 PM",40.68342,-111.462507,Crash
SR 210,Salt Lake County,SR 210 at MP 4,"1/18/24, 12:36 AM",40.572095,-111.773814,Avalanche Control
I-15,Salt Lake County,I-15 at MP 297,"1/18/24, 12:20 PM",40.614463,-111.906186,Debris
Hwy 224,Summit County,Hwy 224 3853,"1/18/24, 11:44 AM",40.687654,-111.544088,Crash
I-15,Utah County,I-15 at MP 260,"1/18/24, 10:42 AM",40.161636,-111.646866,Vehicle Fire
I-15,Salt Lake County,I-15 at MP 299,"1/18/24, 10:21 AM",40.629878,-111.90343,Crash
I-15,Utah County,I-15 at MP 260,"1/18/24, 10:13 AM",40.161636,-111.646866,Signal problems
US 40,Wasatch County,US 40 at MP 8,"1/18/24, 1:58 AM",40.627915,-111.443541,Crash
I-80,Salt Lake County,I-80 at MP 119,"1/18/24, 1:40 PM",40.764217,-111.914606,Crash
I-80,Tooele County,I-80 at MP 79,"1/17/24, 9:59 AM",40.735444,-112.60575,Crash
I-15,Utah County,I-15 at MP 265,"1/17/24, 9:49 AM",40.226604,-111.677837,Crash
I-15 NB X276 On 500 E Ramp,Utah County,I-15 NB X276 On 500 E Ramp at 500 E,"1/17/24, 9:40 AM",40.361929,-111.786316,Stalled Vehicle
I-15,Juab County,I-15 at MP 212,"1/17/24, 9:36 AM",39.557434,-111.946834,Crash
I-15,Utah County,I-15 at MP 279,"1/17/24, 9:34 AM",40.380301,-111.824926,Crash
US 89,Sanpete County,US 89 at MP 291,"1/17/24, 9:23 AM",39.728254,-111.474741,Crash
I-15,Box Elder County,I-15 at MP 391,"1/17/24, 9:17 AM",41.866087,-112.169809,Crash
I-15,Davis County,I-15 at MP 320,"1/17/24, 9:15 AM",40.927715,-111.891258,Crash
I-15,Utah County,I-15 at MP 283,"1/17/24, 9:14 AM",40.420056,-111.878496,Crash
SR 36,Tooele County,SR 36 at MP 53,"1/17/24, 9:07 PM",40.514579,-112.308369,Crash
I-15,Utah County,I-15 at MP 269,"1/17/24, 9:02 AM",40.274259,-111.718248,Crash
I-15,Weber County,I-15 at MP 343,"1/17/24, 8:50 AM",41.218498,-112.004065,Crash
SR 201,Salt Lake County,SR 201 at MP 15,"1/17/24, 8:43 AM",40.724124,-111.943886,Crash
I-15,Davis County,I-15 at MP 325,"1/17/24, 8:40 AM",40.994182,-111.914296,Crash
I-215 W,Salt Lake County,I-215 W at MP 18,"1/17/24, 8:38 AM",40.703676,-111.952771,Crash
I-15,Utah County,I-15 at MP 283,"1/17/24, 8:35 AM",40.420056,-111.878496,Crash
US 40,Wasatch County,US 40 at MP 11,"1/17/24, 8:35 AM",40.588743,-111.436969,Crash
1900 W,Weber County,1900 W at Hinckley Dr,"1/17/24, 8:30 AM",41.198019,-112.025788,Crash
SR 92,Utah County,SR 92 at MP 27,"1/17/24, 8:22 AM",40.368169,-111.559358,Roadway Restriction
US 89,Weber County,US 89 at MP 407,"1/17/24, 8:18 AM",41.144394,-111.918626,Crash
I-15,Box Elder County,I-15 at MP 365,"1/17/24, 8:13 AM",41.527649,-112.065329,Crash
I-15,Box Elder County,I-15 at MP 382,"1/17/24, 8:12 AM",41.739096,-112.189778,Crash
SR 224,Summit County,SR 224 at MP 7,"1/17/24, 8:11 PM",40.672253,-111.517503,Crash
US 189,Wasatch County,US 189 4741,"1/17/24, 8:10 AM",40.438032,-111.492346,Crash
US 40,Summit County,US 40 at MP 1,"1/17/24, 8:10 AM",40.721584,-111.490111,Crash
SR 132,Juab County,SR 132 at MP 15,"1/17/24, 8:07 AM",39.614449,-112.131221,Crash
US 6,Utah County,US 6 at MP 155,"1/17/24, 8:07 AM",39.962802,-111.862851,Crash
I-15,Juab County,I-15 at MP 199,"1/17/24, 7:52 AM",39.397081,-112.062462,Crash
I-15,Millard County,I-15 at MP 194,"1/17/24, 7:46 AM",39.327751,-112.082931,Crash
SR 28,Juab County,SR 28 at MP 19,"1/17/24, 7:46 AM",39.409959,-111.925696,Crash
US 189,Wasatch County,US 189 at MP 17,"1/17/24, 7:45 AM",40.398835,-111.538152,Crash
I-80,Salt Lake County,I-80 at MP 117,"1/17/24, 7:37 AM",40.765615,-111.950856,Crash
I-15,Juab County,I-15 at MP 230,"1/17/24, 7:35 PM",39.775857,-111.839015,Crash
I-15,Box Elder County,I-15 at MP 371,"1/17/24, 7:32 AM",41.61222,-112.084054,Crash
I-80,Summit County,I-80 at MP 179,"1/17/24, 7:29 AM",41.070491,-111.264076,Crash
I-215 W,Salt Lake County,I-215 W at MP 21,"1/17/24, 7:26 AM",40.746426,-111.949053,Crash
I-80,Summit County,I-80 at MP 141,"1/17/24, 7:26 AM",40.755521,-111.587294,Crash
I-15,Juab County,I-15 at MP 221,"1/17/24, 7:20 AM",39.666542,-111.867456,Crash
I-80,Salt Lake County,I-80 at MP 124,"1/17/24, 7:20 AM",40.718459,-111.873941,Crash
I-15,Salt Lake County,I-15 at MP 300,"1/17/24, 7:17 AM",40.649847,-111.90236,Crash
CEDAR FORT RD,Utah County,CEDAR FORT RD 101,"1/17/24, 7:15 AM",40.335283,-112.097706,Crash
I-80,Salt Lake County,I-80 at MP 125,"1/17/24, 7:13 AM",40.719771,-111.855009,Crash
US 40,Wasatch County,US 40,"1/17/24, 7:12 AM",40.629083,-111.444998,Crash
I-15,Utah County,I-15 at MP 278,"1/17/24, 7:10 AM",40.373184,-111.808465,Crash
I-15,Salt Lake County,I-15 at MP 297,"1/17/24, 7:09 AM",40.611208,-111.905903,Crash
I-15,Utah County,I-15 at MP 278,"1/17/24, 7:02 AM",40.373184,-111.808465,Crash
US 6,Utah County,US 6 at MP 196,"1/17/24, 6:56 AM",39.965781,-111.32036,Crash
I-215 W,Salt Lake County,I-215 W at MP 19,"1/17/24, 6:54 AM",40.720141,-111.952847,Crash
I-15 SB X328 On SR 273 Ramp,Davis County,I-15 SB X328 On SR 273 Ramp at 200 N,"1/17/24, 6:52 AM",41.037981,-111.949517,Crash
I-80,Salt Lake County,I-80 at MP 134,"1/17/24, 6:43 AM",40.750653,-111.708179,Crash
I-15,Salt Lake County,I-15 at MP 307,"1/17/24, 6:41 AM",40.74966,-111.90976,Crash
I-215 E,Salt Lake County,I-215 E at MP 1,"1/17/24, 6:38 AM",40.710695,-111.801136,Crash
I-80,Salt Lake County,I-80 at MP 126,"1/17/24, 6:38 AM",40.717537,-111.836246,Crash
I-15,Salt Lake County,I-15 at MP 307,"1/17/24, 6:34 AM",40.74966,-111.90976,Crash
I-80,Salt Lake County,I-80 at MP 111,"1/17/24, 6:33 AM",40.771145,-112.066961,Crash
SR 210,Salt Lake County,SR 210 at MP 9,"1/17/24, 6:29 PM",40.575273,-111.685808,Crash
I-15,Utah County,I-15 at MP 271,"1/17/24, 6:28 AM",40.301853,-111.72593,Crash
I-215 S,Salt Lake County,I-215 S at MP 10,"1/17/24, 6:23 AM",40.630814,-111.882365,Crash
US 40,Duchesne County,US 40 at MP 110,"1/17/24, 6:12 PM",40.262212,-110.052498,Crash
I-84,Box Elder County,I-84 at MP 34,"1/17/24, 6:05 AM",41.788088,-112.27837,Crash
US 40,Summit County,US 40 at MP 1,"1/17/24, 6:04 AM",40.721584,-111.490111,Crash
I-15,Utah County,I-15 at MP 273,"1/17/24, 5:55 AM",40.328045,-111.73498,Crash
I-15,Utah County,I-15 at MP 257,"1/17/24, 5:48 AM",40.122652,-111.658929,Crash
I-15,Weber County,I-15 at MP 345,"1/17/24, 5:48 AM",41.244836,-112.016202,Crash
SR 210,Salt Lake County,SR 210 at MP 4,"1/17/24, 5:34 AM",40.572095,-111.773814,Roadway Restriction
SR 190,Salt Lake County,SR 190 at MP 2,"1/17/24, 5:32 AM",40.619107,-111.786281,Roadway Restriction
I-80,Salt Lake County,I-80 at MP 125,"1/17/24, 5:23 PM",40.719771,-111.855009,Crash
I-80,Summit County,I-80 at MP 143,"1/17/24, 5:20 AM",40.740161,-111.558358,Roadway Restriction
US 40,Wasatch County,US 40 at MP 51,"1/17/24, 4:57 PM",40.18528,-111.02393,Crash
US 89,Davis County,US 89 at MP 403,"1/17/24, 4:40 AM",41.088959,-111.910716,Crash
US 91,Box Elder County,US 91 at MP 2,"1/17/24, 4:30 AM",41.486554,-112.015642,Roadway Restriction
