route,county,location,time,latitude,longitude,type
I-15,Utah County,I-15 at MP 273,"12/22/23, 5:40 PM",40.328045,-111.73498,Crash
I-215 S,Salt Lake County,I-215 S at MP 6,"12/22/23, 5:25 AM",40.641354,-111.808234,Crash
I-15,Salt Lake County,I-15 at MP 300,"12/22/23, 5:23 PM",40.649847,-111.90236,Crash
SR 39,Weber County,SR 39 at MP 10,"12/22/23, 5:22 AM",41.240008,-111.90543,Crash
I-15,Beaver County,I-15 at MP 106,"12/22/23, 4:59 PM",38.2094,-112.647928,Crash
I-15,Salt Lake County,I-15 at MP 301,"12/22/23, 4:34 PM",40.664677,-111.90152,Crash
I-215 W,Salt Lake County,I-215 W at MP 20,"12/22/23, 3:40 PM",40.731947,-111.949915,Crash
I-80,Tooele County,I-80 at MP 70,"12/22/23, 3:39 AM",40.759202,-112.774958,Crash
I-15,Salt Lake County,I-15 at MP 305,"12/22/23, 3:35 PM",40.722344,-111.904691,Crash
2000 W,Davis County,2000 W at 1300 N,"12/22/23, 3:27 PM",41.128998,-112.064461,Crash
I-15,Utah County,I-15 at MP 282,"12/22/23, 3:23 AM",40.410606,-111.863979,Crash
I-15,Salt Lake County,I-15 at MP 306,"12/22/23, 3:13 PM",40.736823,-111.90475,Crash
I-15,Utah County,I-15 at MP 281,"12/22/23, 3:11 PM",40.401041,-111.849765,Crash
SR 491,San Juan County,SR 491 at MP 13,"12/22/23, 2:56 AM",37.836421,-109.111253,Crash
I-15,Utah County,I-15 at MP 280,"12/22/23, 2:45 PM",40.39191,-111.835579,Crash
SR 224,Summit County,SR 224 at MP 9,"12/22/23, 2:40 PM",40.69088,-111.5442,Crash
I-15,Salt Lake County,I-15 at MP 291,"12/22/23, 12:34 PM",40.52103,-111.891246,Crash
I-15,Washington County,I-15 at MP 10,"12/22/23, 12:32 PM",37.121548,-113.539407,Utility work
I-15,Salt Lake County,I-15 at MP 288,"12/22/23, 11:25 AM",40.480607,-111.902252,Crash
I-80,Summit County,I-80 at MP 162,"12/22/23, 11:18 PM",40.904507,-111.397939,Crash
MAIN ST,Iron County,MAIN ST 535,"12/22/23, 10:03 PM",37.666502,-113.063525,Crash
I-15,Salt Lake County,I-15 at MP 301,"12/22/23, 1:56 AM",40.664677,-111.90152,Crash
I-15,Davis County,I-15 at MP 319,"12/22/23, 1:45 PM",40.914229,-111.891449,Crash
I-15,Utah County,I-15 at MP 275,"12/22/23, 1:28 PM",40.346539,-111.763778,Crash
I-15,Utah County,I-15 at MP 274,"12/22/23, 1:19 PM",40.337197,-111.749203,Crash
I-80,Salt Lake County,I-80 at MP 138,"12/21/23, 9:34 AM",40.748027,-111.637937,Crash
900 W NB TO I-15 I-80 RAMP,Salt Lake County,900 W NB TO I-15 I-80 RAMP at I-80,"12/21/23, 9:11 AM",40.723625,-111.917046,Crash
SR 32,Wasatch County,SR 32 at MP 5,"12/21/23, 8:58 PM",40.592607,-111.376376,Crash
500 W,Davis County,500 W at 1500 S,"12/21/23, 8:24 PM",40.874634,-111.892207,Crash
US 89,Davis County,US 89 at Park Ln,"12/21/23, 8:20 PM",40.991375,-111.903051,Crash
I-15,Salt Lake County,I-15 at MP 303,"12/21/23, 7:08 AM",40.691668,-111.903304,Crash
I-80,Salt Lake County,I-80 at MP 124,"12/21/23, 6:25 PM",40.718459,-111.873941,Crash
SR 28,Juab County,SR 28 at MP 28,"12/21/23, 5:52 PM",39.530316,-111.86442,Crash
I-15,Salt Lake County,I-15 at MP 300,"12/21/23, 5:30 PM",40.649847,-111.90236,Crash
1900 W,Weber County,1900 W at Midland Dr,"12/21/23, 5:27 PM",41.205374,-112.025826,Crash
I-15,Box Elder County,I-15 at MP 395,"12/21/23, 4:35 PM",41.924049,-112.171975,Crash
I-15,Utah County,I-15 at MP 285,"12/21/23, 4:27 PM",40.442142,-111.903011,Crash
I-15,Salt Lake County,I-15 at MP 299,"12/21/23, 4:17 PM",40.63583,-111.905066,Crash
I-15,Utah County,I-15 at MP 268,"12/21/23, 3:42 AM",40.25786,-111.702594,Medical
US 163,San Juan County,US 163 1645,"12/21/23, 3:12 PM",37.12819,-109.917216,Crash
I-15,Salt Lake County,I-15 at MP 292,"12/21/23, 2:58 PM",40.53585,-111.892927,Crash
I-15,Salt Lake County,I-15 at MP 292,"12/21/23, 12:27 PM",40.53585,-111.892927,Crash
Bangerter Hwy,Salt Lake County,Bangerter Hwy at South Frontage Rd,"12/21/23, 11:09 AM",40.723423,-111.986319,Crash
I-15,Salt Lake County,I-15 at MP 289,"12/21/23, 1:34 PM",40.492398,-111.891485,Debris
I-15,Salt Lake County,I-15 at MP 289,"12/20/23, 8:40 PM",40.492398,-111.891485,Lane Closure
HWY 125,Millard County,HWY 125,"12/20/23, 8:18 AM",39.362434,-112.349352,Crash
I-15,Salt Lake County,I-15 at MP 299,"12/20/23, 8:02 AM",40.63583,-111.905066,Crash
US 89,Sanpete County,US 89 at MP 247,"12/20/23, 7:50 PM",39.168397,-111.719614,Crash
Bangerter Hwy,Salt Lake County,Bangerter Hwy at 9800 S/Shields Ln,"12/20/23, 7:50 AM",40.572027,-111.977153,Crash
HWY 36,Tooele County,HWY 36 at OLD BAUER RD,"12/20/23, 7:17 AM",40.487289,-112.337488,Crash
SR 130,Iron County,SR 130 at MP 11,"12/20/23, 6:50 PM",37.795836,-113.050593,Crash
I-15,Utah County,I-15 at MP 273,"12/20/23, 6:48 PM",40.328045,-111.73498,Crash
600 S,Salt Lake County,600 S 301,"12/20/23, 6:44 PM",40.75628,-111.901597,Crash
I-15,Iron County,I-15 at MP 87,"12/20/23, 6:43 AM",37.972209,-112.742728,Vehicle Fire
I-84,Morgan County,I-84 at MP 111,"12/20/23, 6:33 AM",41.062245,-111.544665,Crash
US 89,Sanpete County,US 89 at MP 268,"12/20/23, 6:10 PM",39.430681,-111.554437,Crash
300 W,Salt Lake County,300 W at 300 N,"12/20/23, 5:58 AM",40.775862,-111.899678,Crash
SR 201,Salt Lake County,SR 201 at MP 14,"12/20/23, 5:20 PM",40.72606,-111.962907,Crash
I-215 S,Salt Lake County,I-215 S at MP 10,"12/20/23, 5:17 PM",40.63036,-111.877391,Crash
I-84,Morgan County,I-84 at MP 112,"12/20/23, 5:14 AM",41.053793,-111.530203,Crash
500 W,Davis County,500 W 251,"12/20/23, 4:14 PM",40.885745,-111.892248,Crash
Hwy 193,Davis County,Hwy 193 at US 89,"12/20/23, 2:58 PM",41.108049,-111.913688,Crash
600 W,Wasatch County,600 W at HWY 113/MIDWAY LN,"12/20/23, 2:27 PM",40.50668,-111.423141,Crash
I-15,Utah County,I-15 at MP 267,"12/20/23, 2:12 AM",40.251153,-111.695664,Crash
I-80 EB X117 To I-215w NB Ramp,Salt Lake County,I-80 EB X117 To I-215w NB Ramp at I-215w NB,"12/20/23, 12:38 PM",40.763222,-111.950981,Crash
I-80,Tooele County,I-80 at MP 72,"12/20/23, 12:36 AM",40.75449,-112.736396,Crash
I-15,Salt Lake County,I-15 at MP 294,"12/20/23, 11:46 PM",40.564298,-111.899489,Crash
SR 113,Wasatch County,SR 113 at MP 3,"12/20/23, 11:34 PM",40.499033,-111.472009,Crash
I-15,Juab County,I-15 at MP 226,"12/20/23, 11:28 AM",39.720909,-111.819443,Crash
I-15,Utah County,I-15 at MP 253,"12/20/23, 11:25 AM",40.079244,-111.709158,Vehicle Fire
I-15 SB X 289 On Bangerter Ramp,Salt Lake County,I-15 SB X 289 On Bangerter Ramp at Bangerter Hwy,"12/20/23, 11:01 AM",40.503428,-111.891848,Stalled Vehicle
US 89,Davis County,US 89 at CENTER ST,"12/20/23, 1:14 PM",40.841915,-111.910247,Crash
I-80 EB X117 TO I-215W NB RAMP,Salt Lake County,I-80 EB X117 TO I-215W NB RAMP at I-215W NB,"12/20/23, 1:08 PM",40.762723,-111.953047,Construction
SR 201,Salt Lake County,SR 201 at MP 14,"12/19/23, 9:16 PM",40.72606,-111.962907,Crash
US 89,Davis County,US 89 at MP 405,"12/19/23, 9:02 PM",41.117602,-111.908671,Crash
Legacy Pkwy,Davis County,Legacy Pkwy at MP 2,"12/19/23, 8:44 PM",40.855369,-111.943437,Lane Closure
SR 147,Utah County,SR 147 at MP 2,"12/19/23, 6:36 PM",40.069909,-111.787655,Crash
I-15,Millard County,I-15 at MP 136,"12/19/23, 6:18 PM",38.631515,-112.610353,Crash
I-215 W,Salt Lake County,I-215 W at MP 17,"12/19/23, 6:16 PM",40.688869,-111.951947,Crash
I-70,Grand County,I-70 at MP 196,"12/19/23, 6:00 PM",38.942752,-109.567655,Crash
Washington Blvd,Weber County,Washington Blvd at 4700 S,"12/19/23, 5:48 PM",41.177369,-111.971465,Crash
I-80,Salt Lake County,I-80 at MP 132,"12/19/23, 5:45 PM",40.741134,-111.741641,Crash
US 6,Carbon County,US 6 at MP 248,"12/19/23, 5:33 PM",39.542499,-110.71375,Crash
I-80,Tooele County,I-80 at MP 63,"12/19/23, 5:24 PM",40.818343,-112.882529,Crash
I-15,Utah County,I-15 at MP 265,"12/19/23, 5:19 PM",40.226604,-111.677837,Crash
I-15,Utah County,I-15 at MP 253,"12/19/23, 4:56 PM",40.079244,-111.709158,Crash
Hwy 36,Tooele County,Hwy 36 at Bates Canyon Rd,"12/19/23, 4:34 PM",40.618388,-112.29435,Crash
SR 126,Weber County,SR 126 at MP 9,"12/19/23, 3:41 PM",41.165417,-112.026027,Crash
I-215 S,Salt Lake County,I-215 S at MP 12,"12/19/23, 2:11 PM",40.636258,-111.914012,Crash
I-15,Utah County,I-15 at MP 266,"12/19/23, 12:54 PM",40.238135,-111.689206,Crash
Main St,Tooele County,Main St at 900 S,"12/19/23, 12:50 PM",40.513875,-112.309464,Crash
HARRISON BLVD,Weber County,HARRISON BLVD 3052,"12/19/23, 12:36 PM",41.206499,-111.948523,Crash
SR 132,Sanpete County,SR 132 at MP 42,"12/19/23, 10:39 PM",39.693316,-111.689214,Crash
I-15,Utah County,I-15 at MP 262,"12/19/23, 10:25 PM",40.190632,-111.64694,Crash
I-15,Davis County,I-15 at MP 315,"12/19/23, 10:16 PM",40.85851,-111.904912,Stalled Vehicle
I-15,Davis County,I-15 at MP 313,"12/19/23, 10:09 PM",40.831692,-111.91596,Crash
I-15,Davis County,I-15 at MP 320,"12/19/23, 1:19 PM",40.928541,-111.891476,Crash
I-15,Davis County,I-15 at MP 330,"1/9/24, 9:58 AM",41.054659,-111.961089,Crash
I-15,Utah County,I-15 at MP 269,"1/9/24, 9:51 AM",40.274259,-111.718248,Crash
I-15,Utah County,I-15 at MP 275,"1/9/24, 9:29 PM",40.346539,-111.763778,Crash
I-80,Tooele County,I-80 at MP 37,"1/9/24, 8:50 PM",40.728557,-113.34036,Crash
I-15,Utah County,I-15 at MP 261,"1/9/24, 8:41 PM",40.176162,-111.646775,Crash
I-80,Salt Lake County,I-80 at MP 138,"1/9/24, 8:30 PM",40.747703,-111.639522,Crash
I-80,Salt Lake County,I-80 at MP 133,"1/9/24, 8:29 PM",40.747119,-111.724705,Crash
I-15,Salt Lake County,I-15 at MP 306,"1/9/24, 8:24 PM",40.736823,-111.90475,Crash
I-80,Salt Lake County,I-80 at MP 138,"1/9/24, 8:20 PM",40.747703,-111.639522,Crash
SR 248,Wasatch County,SR 248 at MP 8,"1/9/24, 8:17 AM",40.641218,-111.397599,Crash
I-15 NB X332 On Antelope Dr Ramp,Davis County,I-15 NB X332 On Antelope Dr Ramp at Antelope Dr,"1/9/24, 8:08 AM",41.089224,-111.989213,Crash
I-15 NB X253 Off 8000 S Ramp,Utah County,I-15 NB X253 Off 8000 S Ramp at 8000 S,"1/9/24, 8:04 AM",40.080998,-111.706689,Crash
I-80,Salt Lake County,I-80 at MP 104,"1/9/24, 7:59 PM",40.742835,-112.186308,Crash
I-15,Salt Lake County,I-15 at MP 304,"1/9/24, 7:46 PM",40.707874,-111.90397,Crash
US 40,Summit County,US 40 at MP 6,"1/9/24, 7:45 PM",40.654652,-111.457229,Crash
US 40,Summit County,US 40 at MP 6,"1/9/24, 7:43 PM",40.654652,-111.457229,Roadway Restriction
US 191,Carbon County,US 191 at MP 260,"1/9/24, 7:38 PM",39.809161,-110.778864,Roadway Restriction
I-80,Salt Lake County,I-80 at MP 129,"1/9/24, 7:32 AM",40.715578,-111.784616,Crash
I-80,Summit County,I-80 at MP 140,"1/9/24, 7:25 PM",40.750021,-111.604602,Crash
I-15,Salt Lake County,I-15 at MP 298,"1/9/24, 7:24 PM",40.621691,-111.903876,Crash
I-80,Salt Lake County,I-80 at MP 137,"1/9/24, 7:21 AM",40.74385,-111.657734,Crash
I-15,Salt Lake County,I-15 at MP 291,"1/9/24, 7:15 PM",40.52103,-111.891246,Crash
I-15 NB X305b Off 2100 S Ramp,Salt Lake County,I-15 NB X305b Off 2100 S Ramp at 2100 S,"1/9/24, 7:14 AM",40.72546,-111.9021,Crash
I-15,Salt Lake County,I-15 at MP 304,"1/9/24, 7:11 PM",40.707874,-111.90397,Crash
I-80,Summit County,I-80 at MP 143,"1/9/24, 7:02 PM",40.740161,-111.558358,Roadway Restriction
I-84,Weber County,I-84 at MP 85,"1/9/24, 6:54 PM",41.146953,-111.961855,Crash
I-80,Salt Lake County,I-80 at MP 128,"1/9/24, 6:52 PM",40.712086,-111.801151,Roadway Restriction
I-80,Salt Lake County,I-80 at MP 135,"1/9/24, 6:51 PM",40.745148,-111.69119,Crash
US 89,Sanpete County,US 89 at MP 252,"1/9/24, 6:48 PM",39.225346,-111.67404,Crash
I-15,Davis County,I-15 at MP 322,"1/9/24, 6:42 PM",40.957495,-111.891392,Crash
US 89,Weber County,US 89 at MP 407,"1/9/24, 6:32 PM",41.144394,-111.918626,Crash
I-80,Tooele County,I-80 at MP 51,"1/9/24, 6:30 PM",40.742208,-113.078315,Crash
SR 210,Salt Lake County,SR 210 at MP 4,"1/9/24, 6:23 PM",40.572095,-111.773814,Roadway Restriction
SR 190,Salt Lake County,SR 190 at MP 2,"1/9/24, 6:20 PM",40.619107,-111.786281,Roadway Restriction
I-15,Salt Lake County,I-15 at MP 304,"1/9/24, 6:08 PM",40.707874,-111.90397,Crash
US 91,Box Elder County,US 91 at MP 2,"1/9/24, 5:56 PM",41.486554,-112.015642,Roadway Restriction
I-80,Salt Lake County,I-80 at MP 124,"1/9/24, 5:29 PM",40.718459,-111.873941,Crash
I-215 W,Salt Lake County,I-215 W at MP 21,"1/9/24, 5:20 PM",40.746426,-111.949053,Crash
SR 201,Salt Lake County,SR 201 at MP 16,"1/9/24, 5:18 PM",40.724236,-111.924637,Crash
SR 224,Summit County,SR 224 at MP 2,"1/9/24, 5:04 PM",40.624634,-111.501637,Roadway Restriction
200 W,Davis County,200 W at 500 S,"1/9/24, 4:46 PM",40.884254,-111.885654,Crash
I-84,Weber County,I-84 at MP 87,"1/9/24, 4:38 PM",41.136622,-111.929104,Crash
SR 8,Washington County,SR 8 at MP 1,"1/9/24, 4:30 PM",37.124548,-113.605737,Crash
SR 112,Tooele County,SR 112 at MP 8,"1/9/24, 3:54 PM",40.55101,-112.302471,Crash
I-15,Davis County,I-15 at MP 332,"1/9/24, 3:53 AM",41.078599,-111.981198,Crash
SR 201,Salt Lake County,SR 201 at MP 15,"1/9/24, 3:52 PM",40.724124,-111.943886,Crash
I-80,Salt Lake County,I-80 at MP 116,"1/9/24, 3:31 PM",40.764633,-111.972427,Crash
US 40,Uintah County,US 40 at MP 152,"1/9/24, 2:16 PM",40.387401,-109.436638,Crash
Mountain View Corridor Hwy,Salt Lake County,Mountain View Corridor Hwy at 9000 S,"1/9/24, 2:10 PM",40.587306,-112.02784,Signal problems
Washington Blvd,Weber County,Washington Blvd at 40th St,"1/9/24, 2:01 PM",41.190563,-111.97117,Crash
I-15,Utah County,I-15 at MP 246,"1/9/24, 12:19 PM",39.991194,-111.764095,Crash
12th St,Weber County,12th St at Wall Ave,"1/9/24, 11:37 AM",41.244242,-111.978229,Crash
US 91,Cache County,US 91 at MP 11,"1/9/24, 11:33 AM",41.562271,-111.962763,Weather
US 6,Utah County,US 6 at MP 179,"1/9/24, 11:03 PM",40.069955,-111.575639,Roadway Restriction
US 40,Wasatch County,US 40 at MP 32,"1/9/24, 10:57 PM",40.333619,-111.261279,Crash
SR 224,Summit County,SR 224 at MP 9,"1/9/24, 10:55 PM",40.69088,-111.5442,Crash
I-15,Millard County,I-15 at MP 132,"1/9/24, 10:14 PM",38.574664,-112.603566,Crash
I-15,Salt Lake County,I-15 at MP 299,"1/9/24, 10:04 PM",40.63583,-111.905066,Crash
SR 121,Duchesne County,SR 121 at MP 10,"1/9/24, 10:01 AM",40.433012,-110.030031,Crash
US 191,Carbon County,US 191 at MP 259,"1/9/24, 1:21 AM",39.795588,-110.784283,Crash
I-15,Davis County,I-15 at MP 321,"1/9/24, 1:09 PM",40.942993,-111.891067,Vehicle Fire
SR 201,Salt Lake County,SR 201 at MP 14,"1/8/24, 9:46 PM",40.72606,-111.962907,Crash
I-15 SB X332 ON ANTELOPE DR RAMP,Davis County,I-15 SB X332 ON ANTELOPE DR RAMP at ANTELOPE DR,"1/8/24, 9:32 AM",41.08564,-111.987846,Crash
I-15,Utah County,I-15 at MP 269,"1/8/24, 9:31 AM",40.274259,-111.718248,Crash
I-15 SB X305D ON 900 S RAMP,Salt Lake County,I-15 SB X305D ON 900 S RAMP at 900 S,"1/8/24, 9:23 AM",40.747513,-111.901453,Crash
I-15,Utah County,I-15 at MP 270,"1/8/24, 9:20 AM",40.281525,-111.724006,Crash
Harrison Blvd,Weber County,Harrison Blvd at 2000 W,"1/8/24, 9:07 AM",41.240054,-111.937992,Crash
I-15,Utah County,I-15 at MP 273,"1/8/24, 9:06 AM",40.328045,-111.73498,Crash
I-215 N,Davis County,I-215 N at MP 27,"1/8/24, 9:03 AM",40.831824,-111.944939,Crash
I-15,Davis County,I-15 at MP 328,"1/8/24, 8:57 AM",41.028688,-111.946853,Crash
I-215 N,Davis County,I-215 N at MP 28,"1/8/24, 8:52 AM",40.834182,-111.93436,Crash
I-15,Utah County,I-15 at MP 274,"1/8/24, 8:45 AM",40.337197,-111.749203,Crash
I-15,Utah County,I-15 at MP 275,"1/8/24, 8:44 AM",40.346539,-111.763778,Crash
I-15,Utah County,I-15 at MP 261,"1/8/24, 8:38 AM",40.176162,-111.646775,Crash
I-15,Utah County,I-15 at MP 275,"1/8/24, 8:36 PM",40.346539,-111.763778,Crash
I-15,Weber County,I-15 at MP 348,"1/8/24, 8:36 PM",41.286745,-112.026149,Crash
Harrison Blvd,Weber County,Harrison Blvd at 26th St,"1/8/24, 8:03 AM",41.216595,-111.948344,Crash
I-15,Weber County,I-15 at MP 349,"1/8/24, 7:43 AM",41.301243,-112.026067,Crash
I-15,Weber County,I-15 at MP 341,"1/8/24, 7:40 AM",41.194004,-112.002614,Crash
I-15,Weber County,I-15 at MP 349,"1/8/24, 7:25 AM",41.301243,-112.026067,Crash
I-15,Salt Lake County,I-15 at MP 295,"1/8/24, 7:23 AM",40.578741,-111.900284,Crash
I-15,Salt Lake County,I-15 at MP 305,"1/8/24, 7:18 AM",40.722344,-111.904691,Crash
I-15,Utah County,I-15 at MP 275,"1/8/24, 7:13 AM",40.346539,-111.763778,Crash
Harrison Blvd,Weber County,Harrison Blvd at 36th St,"1/8/24, 7:09 AM",41.198129,-111.948696,Crash
I-15,Weber County,I-15 at MP 348,"1/8/24, 7:05 AM",41.286745,-112.026149,Crash
I-15,Weber County,I-15 at MP 341,"1/8/24, 7:04 AM",41.194004,-112.002614,Crash
Antelope Dr,Davis County,Antelope Dr at 1000 E/2200 W,"1/8/24, 7:01 AM",41.089074,-112.004488,Vehicle Fire
I-15,Utah County,I-15 at MP 278,"1/8/24, 6:50 AM",40.373184,-111.808465,Crash
I-15,Utah County,I-15 at MP 282,"1/8/24, 6:39 AM",40.410606,-111.863979,Crash
I-15,Utah County,I-15 at MP 277,"1/8/24, 6:21 AM",40.365209,-111.792922,Crash
I-15,Utah County,I-15 at MP 279,"1/8/24, 6:11 AM",40.380301,-111.824926,Crash
I-15,Utah County,I-15 at MP 278,"1/8/24, 5:55 AM",40.373184,-111.808465,Crash
I-215 S,Salt Lake County,I-215 S at MP 8,"1/8/24, 5:49 PM",40.631583,-111.839435,Crash
I-15,Utah County,I-15 at MP 277,"1/8/24, 5:45 AM",40.365209,-111.792922,Crash
I-15,Utah County,I-15 at MP 279,"1/8/24, 5:38 AM",40.380301,-111.824926,Crash
I-215 S,Salt Lake County,I-215 S at MP 9,"1/8/24, 5:27 PM",40.630157,-111.858352,Crash
I-15,Utah County,I-15 at MP 279,"1/8/24, 5:25 AM",40.380301,-111.824926,Crash
I-15,Utah County,I-15 at MP 279,"1/8/24, 5:21 AM",40.380301,-111.824926,Crash
I-15,Utah County,I-15 at MP 271,"1/8/24, 5:18 PM",40.301853,-111.72593,Crash
I-15,Salt Lake County,I-15 at MP 289,"1/8/24, 5:18 PM",40.492398,-111.891485,Crash
SR 201,Salt Lake County,SR 201 at MP 14,"1/8/24, 5:04 PM",40.72606,-111.962907,Crash
I-15,Utah County,I-15 at MP 260,"1/8/24, 5:01 PM",40.161636,-111.646866,Crash
I-15,Salt Lake County,I-15 at MP 310,"1/8/24, 4:49 PM",40.791232,-111.916128,Crash
I-15,Utah County,I-15 at MP 281,"1/8/24, 4:27 AM",40.401041,-111.849765,Crash
I-80,Salt Lake County,I-80 at MP 119,"1/8/24, 4:10 AM",40.763501,-111.913626,Crash
1900 W,Weber County,1900 W at 5600 S,"1/8/24, 2:53 PM",41.161575,-112.026043,Crash
I-15,Utah County,I-15 at MP 273,"1/8/24, 2:44 PM",40.328045,-111.73498,Crash
SR 143,Iron County,SR 143 at MP 17,"1/8/24, 2:27 PM",37.677725,-112.846981,Weather
Main St,Iron County,Main St 801,"1/8/24, 2:19 PM",37.695136,-113.06274,Crash
MAIN ST,Sanpete County,MAIN ST at 100 S,"1/8/24, 12:42 PM",39.1544,-111.818256,Crash
I-84,Morgan County,I-84 at MP 91,"1/8/24, 12:23 PM",41.139525,-111.854154,Crash
Legacy Pkwy,Davis County,Legacy Pkwy at MP 2,"1/8/24, 12:22 AM",40.855369,-111.943437,Crash
SR 201,Salt Lake County,SR 201 at MP 12,"1/8/24, 11:50 AM",40.725741,-112.001283,Crash
SR 190,Salt Lake County,SR 190 at MP 13,"1/8/24, 11:28 AM",40.634321,-111.613441,Fire affecting roadway
I-15,Box Elder County,I-15 at MP 362,"1/8/24, 11:03 PM",41.485402,-112.05328,Crash
MAIN ST,Davis County,MAIN ST at HILL FIELD RD,"1/8/24, 10:13 AM",41.07297,-111.979158,Crash
Center St,Utah County,Center St at 500 W,"1/8/24, 10:11 AM",40.23375,-111.667478,Crash
1100 N,Davis County,1100 N at 400 E/800 W,"1/8/24, 10:01 AM",40.862093,-111.903001,Crash
WASHINGTON BLVD,Weber County,WASHINGTON BLVD 1401,"1/8/24, 1:18 PM",41.287962,-111.96907,Crash
I-15,Utah County,I-15 at MP 274,"1/7/24, 9:57 AM",40.337197,-111.749203,Crash
I-15,Millard County,I-15 at MP 140,"1/7/24, 9:53 AM",38.68479,-112.601441,Crash
I-80 WB X99 OFF SR 36 RAMP,Tooele County,I-80 WB X99 OFF SR 36 RAMP at HWY 36,"1/7/24, 9:43 AM",40.699257,-112.259711,Crash
I-15,Utah County,I-15 at MP 260,"1/7/24, 9:42 AM",40.161636,-111.646866,Crash
I-80,Tooele County,I-80 at MP 68,"1/7/24, 9:41 AM",40.775905,-112.80493,Crash
US 89,Davis County,US 89 at 1100 N/2600 S,"1/7/24, 9:39 AM",40.862068,-111.895893,Crash
I-84,Weber County,I-84 at MP 82,"1/7/24, 9:37 AM",41.171852,-112.006901,Crash
I-15,Salt Lake County,I-15 at MP 305,"1/7/24, 9:19 AM",40.719845,-111.904711,Crash
I-84,Morgan County,I-84 at MP 102,"1/7/24, 9:07 AM",41.057064,-111.696412,Crash
I-70,Grand County,I-70 at MP 227,"1/7/24, 9:06 AM",39.170698,-109.131626,Crash
I-215 W,Salt Lake County,I-215 W at MP 22,"1/7/24, 9:06 AM",40.760605,-111.951068,Crash
I-15,Millard County,I-15 at MP 135,"1/7/24, 9:03 AM",38.617668,-112.609775,Crash
I-15,Box Elder County,I-15 at MP 374,"1/7/24, 9:02 AM",41.649509,-112.112593,Crash
I-215 W,Salt Lake County,I-215 W at MP 25,"1/7/24, 8:53 AM",40.802833,-111.949107,Crash
I-215 W,Salt Lake County,I-215 W at MP 26,"1/7/24, 8:53 AM",40.817974,-111.949525,Crash
I-215 W,Salt Lake County,I-215 W at MP 25,"1/7/24, 8:50 AM",40.803702,-111.949406,Crash
I-15,Box Elder County,I-15 at MP 362,"1/7/24, 8:44 AM",41.480284,-112.053347,Crash
I-15,Utah County,I-15 at MP 264,"1/7/24, 8:41 AM",40.214802,-111.66435,Crash
I-15,Utah County,I-15 at MP 273,"1/7/24, 8:37 AM",40.328045,-111.73498,Crash
I-15,Utah County,I-15 at MP 259,"1/7/24, 8:33 AM",40.147126,-111.646959,Crash
I-215 W,Salt Lake County,I-215 W at MP 25,"1/7/24, 8:26 AM",40.803702,-111.949406,Crash
3900 S,Salt Lake County,3900 S at State St,"1/7/24, 8:22 PM",40.687058,-111.887164,Crash
SR 201 EB TO I-80E EB RAMP,Salt Lake County,SR 201 EB TO I-80E EB RAMP at I-80E EB,"1/7/24, 8:18 AM",40.719438,-111.905498,Crash
I-15,Davis County,I-15 at MP 319,"1/7/24, 8:15 AM",40.919411,-111.890931,Crash
I-15,Utah County,I-15 at MP 269,"1/7/24, 8:11 AM",40.274259,-111.718248,Crash
I-15,Salt Lake County,I-15 at MP 312,"1/7/24, 8:10 AM",40.817596,-111.917999,Crash
I-15,Juab County,I-15 at MP 228,"1/7/24, 8:02 AM",39.747541,-111.834299,Crash
SR 201,Salt Lake County,SR 201 at MP 12,"1/7/24, 8:02 AM",40.725741,-112.001283,Crash
I-15 NB X 289 ON BANGERTER RAMP,Salt Lake County,I-15 NB X 289 ON BANGERTER RAMP at BANGERTER HWY,"1/7/24, 8:01 AM",40.505746,-111.89043,Crash
I-15,Weber County,I-15 at MP 346,"1/7/24, 7:57 AM",41.258018,-112.022971,Crash
I-215 S,Salt Lake County,I-215 S at MP 13,"1/7/24, 7:53 PM",40.64406,-111.929407,Crash
I-215 W,Salt Lake County,I-215 W at MP 18,"1/7/24, 7:47 AM",40.703296,-111.95315,Crash
I-15,Millard County,I-15 at MP 185,"1/7/24, 7:34 AM",39.216036,-112.156849,Crash
I-215 S,Salt Lake County,I-215 S at MP 7,"1/7/24, 7:31 AM",40.634375,-111.821002,Crash
I-15,Salt Lake County,I-15 at MP 307,"1/7/24, 7:16 AM",40.74966,-111.90976,Crash
I-15,Davis County,I-15 at MP 318,"1/7/24, 6:59 AM",40.900348,-111.893142,Crash
I-80,Salt Lake County,I-80 at MP 109,"1/7/24, 6:51 AM",40.77111,-112.105407,Crash
I-15,Salt Lake County,I-15 at MP 296,"1/7/24, 6:49 AM",40.589474,-111.900789,Crash
I-15,Box Elder County,I-15 at MP 365,"1/7/24, 6:43 AM",41.532498,-112.06604,Crash
US 191,Grand County,US 191,"1/7/24, 6:34 PM",38.61817,-109.63539,Crash
I-15,Utah County,I-15 at MP 268,"1/7/24, 6:33 AM",40.262286,-111.70752,Crash
State St,Salt Lake County,State St at 7800 S,"1/7/24, 6:28 PM",40.609554,-111.890776,Stalled Vehicle
I-15,Salt Lake County,I-15 at MP 307,"1/7/24, 6:24 AM",40.746051,-111.905425,Crash
I-15,Utah County,I-15 at MP 278,"1/7/24, 6:19 AM",40.373184,-111.808465,Crash
I-80,Tooele County,I-80 at MP 73,"1/7/24, 6:19 AM",40.751961,-112.715944,Crash
