ST_CASE,CITY,DAY,MONTH,YEAR,HOUR,ROUTE,LATITUDE,LONGITUD,REL_ROAD,FATALS,HARM_EV,TWAY_ID,BODY_TYP_1,BODY_TYP_2,BODY_TYP_3,BODY_TYP_4,BODY_TYP_5,BODY_TYP_1_TEXT,BODY_TYP_2_TEXT,BODY_TYP_3_TEXT,BODY_TYP_4_TEXT,BODY_TYP_5_TEXT,HARM_EV_TEXT
490150,2113,2,7,2016,2,3,40.69666944,-111.93635,1,1,12,SR-171,4,14,,,,Car,SUV,,,,Hit other vehicle
490192,860,30,9,2021,17,6,41.04231667,-111.9364444,1,1,12,FAIRFIELD RD,14,62,14,,,SUV,Heavy truck,SUV,,,Hit other vehicle
490019,2140,14,2,2015,2,6,40.88753056,-111.9364944,4,1,21,500 S,14,,,,,SUV,,,,,Hit object
490188,1350,1,12,2012,10,5,41.21597222,-111.9366,1,1,8,27TH ST,6,,,,,Car,,,,,Hit pedestrian
490166,1320,10,9,2021,12,3,40.83142222,-111.9368139,3,1,33,SR-68,34,,,,,Pickup truck,,,,,Hit object
490093,2113,11,2,2022,20,3,40.69660278,-111.9371361,1,1,8,SR-171,4,,,,,Car,,,,,Hit pedestrian
490017,124,5,2,2016,13,3,40.45117778,-111.9373139,1,1,12,SR-68,4,21,,,,Car,Van,,,,Hit other vehicle
490038,2140,13,4,2019,17,3,40.87495,-111.9376028,4,1,38,SR-67,80,,,,,Motorcycle,,,,,Hit object
490292,1320,17,11,2021,4,3,40.87442222,-111.9376667,4,1,38,SR-67,4,,,,,Car,,,,,Hit object
490227,1924,29,9,2018,14,2,40.65138889,-111.9377139,1,1,8,US-89,15,,,,,SUV,,,,,Hit pedestrian
490033,860,7,4,2020,13,3,41.03279167,-111.9377306,1,1,12,SR-273,4,52,,,,Car,Bus,,,,Hit other vehicle
490137,124,11,8,2020,13,3,40.49738056,-111.9385917,4,1,30,SR-68,34,,,,,Pickup truck,,,,,Hit object
490034,2100,19,2,2022,10,3,40.58377778,-111.9386667,1,1,12,SR-68,4,34,,,,Car,Pickup truck,,,,Hit other vehicle
490101,1800,15,6,2015,8,3,40.56116111,-111.9386861,1,1,12,SR-68,4,80,,,,Car,Motorcycle,,,,Hit other vehicle
490038,2100,17,3,2015,7,3,40.60218889,-111.9387056,1,1,12,SR-68,31,4,2,,,Pickup truck,Car,Car,,,Hit other vehicle
490201,1630,8,9,2021,22,3,40.53393611,-111.9387083,1,1,12,SR-68,6,80,,,,Car,Motorcycle,,,,Hit other vehicle
490133,0,8,7,2015,23,3,41.64910833,-111.9387333,1,1,5,SR-23,31,,,,,Pickup truck,,,,,Fell out
490058,1700,12,5,2012,22,3,40.73329167,-111.9387472,1,1,8,SR-68,4,,,,,Car,,,,,Hit pedestrian
490207,1630,29,11,2014,16,3,40.50063889,-111.9387528,1,1,12,SR-154,4,4,,,,Car,Car,,,,Hit other vehicle
490077,1800,27,6,2012,14,3,40.56580556,-111.9387556,1,1,12,SR-68,4,4,31,,,Car,Car,Pickup truck,,,Hit other vehicle
490025,1924,20,1,2017,19,3,40.68920278,-111.9387611,1,1,9,SR-68,6,,,,,Car,,,,,Hit cyclist
490075,1924,30,4,2022,0,3,40.63530833,-111.9387667,1,1,8,SR-68,34,,,,,Pickup truck,,,,,Hit pedestrian
490227,2100,29,10,2020,6,3,40.61834722,-111.9387778,1,1,8,SR-68,4,,,,,Car,,,,,Hit pedestrian
490036,2100,16,2,2016,19,3,40.623825,-111.9387806,1,1,15,SR-68,15,,,,,SUV,,,,,Hit pedestrian
490107,2100,18,6,2016,8,3,40.623375,-111.9387806,1,1,12,SR-68,4,80,,,,Car,Motorcycle,,,,Hit other vehicle
490075,2100,23,5,2020,3,3,40.60953056,-111.9387806,1,1,12,SR-68,4,14,,,,Car,SUV,,,,Hit other vehicle
490142,2113,7,10,2019,21,3,40.68849722,-111.9387833,1,1,8,SR-68,4,,,,,Car,,,,,Hit pedestrian
490117,2100,1,7,2016,14,3,40.63115556,-111.9387917,1,1,12,SR-68,6,31,,,,Car,Pickup truck,,,,Hit other vehicle
490023,2080,31,3,2013,17,5,41.63454722,-111.9387944,1,1,8,200 S,14,,,,,SUV,,,,,Hit pedestrian
490266,1924,20,12,2016,21,3,40.68124722,-111.9387944,1,1,8,SR-68,30,,,,,Pickup truck,,,,,Hit pedestrian
490239,1924,29,12,2017,6,3,40.63825278,-111.9388306,1,1,8,SR-68,14,52,,,,SUV,Bus,,,,Hit pedestrian
490017,1924,30,1,2015,6,3,40.65318333,-111.9388333,1,1,12,SR-68,31,4,,,,Pickup truck,Car,,,,Hit other vehicle
490170,1924,23,9,2017,23,3,40.66535556,-111.9388389,1,1,8,SR-68,4,,,,,Car,,,,,Hit pedestrian
490024,1924,11,3,2014,7,3,40.65590833,-111.9388472,1,1,8,SR-68,4,,,,,Car,,,,,Hit pedestrian
490057,1924,13,5,2020,20,3,40.63863889,-111.93885,1,1,12,SR-68,6,4,14,,,Car,Car,SUV,,,Hit other vehicle
490074,2113,6,7,2013,23,3,40.68352778,-111.9388639,1,1,8,SR-68,20,,,,,Van,,,,,Hit pedestrian
490166,1700,16,11,2019,18,3,40.74369444,-111.938875,1,1,12,SR-68,4,20,,,,Car,Van,,,,Hit other vehicle
490057,1630,6,5,2021,11,3,40.52611667,-111.9388806,4,1,30,SR-68,4,,,,,Car,,,,,Hit object
490066,2113,5,3,2022,1,3,40.7106,-111.9388861,1,1,8,SR-68,4,,,,,Car,,,,,Hit pedestrian
490183,2113,5,9,2015,21,3,40.68156944,-111.9388861,1,1,8,SR-68,31,,,,,Pickup truck,,,,,Hit pedestrian
490219,2113,7,11,2017,8,3,40.70631389,-111.9388917,1,1,12,SR-68,4,61,,,,Car,Heavy truck,,,,Hit other vehicle
490154,2113,29,8,2018,21,3,40.68451667,-111.9388944,1,1,8,SR-68,4,,,,,Car,,,,,Hit pedestrian
490211,1924,17,9,2015,10,3,40.67968056,-111.9388944,4,1,30,SR-68,2,,,,,Car,,,,,Hit object
490035,2113,31,3,2019,15,3,40.68476389,-111.9389111,1,1,12,SR-68,15,2,,,,SUV,Car,,,,Hit other vehicle
490250,1924,17,6,2021,16,3,40.67560278,-111.9389306,1,1,12,SR-68,6,80,15,,,Car,Motorcycle,SUV,,,Hit other vehicle
490243,2113,7,12,2018,5,2,40.70399167,-111.9389333,1,1,12,US-89,4,4,,,,Car,Car,,,,Hit other vehicle
490040,1700,31,3,2021,20,3,40.76070556,-111.9389444,1,1,12,SR-68,16,4,,,,SUV,Car,,,,Hit other vehicle
490040,2113,6,4,2016,22,3,40.70588333,-111.9389472,1,1,8,SR-68,99,,,,,Other,,,,,Hit pedestrian
490080,1700,3,6,2022,22,3,40.74079167,-111.9389583,1,1,12,SR-68,5,34,,,,Car,Pickup truck,,,,Hit other vehicle
490180,2113,3,9,2015,16,3,40.71120556,-111.9389583,1,1,12,SR-68,14,4,,,,SUV,Car,,,,Hit other vehicle
490228,1924,22,11,2017,21,3,40.67978889,-111.938975,1,1,8,SR-68,15,,,,,SUV,,,,,Hit pedestrian
490044,1924,16,3,2017,11,3,40.66786667,-111.9389889,1,1,12,SR-68,34,4,,,,Pickup truck,Car,,,,Hit other vehicle
490164,1700,26,8,2013,18,3,40.75570278,-111.9389917,1,1,12,SR-68,14,62,,,,SUV,Heavy truck,,,,Hit other vehicle
490118,1700,22,6,2017,21,3,40.748375,-111.9390028,1,1,12,SR-68,4,4,,,,Car,Car,,,,Hit other vehicle
490079,1700,27,5,2021,15,3,40.7407,-111.9390028,4,1,33,SR-68,15,,,,,SUV,,,,,Hit object
490162,2100,2,11,2019,8,3,40.623875,-111.9390028,1,1,8,SR-68,15,,,,,SUV,,,,,Hit pedestrian
490022,2113,4,3,2012,2,3,40.69896667,-111.9390056,1,2,8,SR-68,30,,,,,Pickup truck,,,,,Hit pedestrian
490163,1700,25,8,2016,7,3,40.72876389,-111.9390222,1,1,12,SR-68,66,31,,,,Semi truck,Pickup truck,,,,Hit other vehicle
490282,2113,31,12,2022,20,3,40.70406944,-111.939025,1,2,8,SR-68,34,14,14,2,15,Pickup truck,SUV,SUV,Car,SUV,Hit pedestrian
490240,1700,16,10,2021,7,3,40.79101667,-111.9390361,1,1,8,SR-68,34,,,,,Pickup truck,,,,,Hit pedestrian
490035,2113,11,4,2020,22,3,40.71575278,-111.9390417,1,1,12,SR-68,4,4,,,,Car,Car,,,,Hit other vehicle
490040,1700,24,3,2022,7,3,40.74679167,-111.9390861,1,2,12,SR-68,21,63,,,,Van,Heavy truck,,,,Hit other vehicle
490085,2000,22,2,2022,23,6,41.14395278,-111.9390917,4,1,1,6600 S,14,,,,,SUV,,,,,Rollover
490204,1700,28,10,2015,7,3,40.76543611,-111.9391167,1,1,9,SR-68,78,,,,,Heavy truck,,,,,Hit cyclist
490147,1700,24,6,2022,12,3,40.77173889,-111.9391528,1,1,9,SR-68,20,,,,,Van,,,,,Hit cyclist
490240,1350,29,10,2018,18,5,41.24398333,-111.9391583,5,1,42,12TH ST,4,,,,,Car,,,,,Hit object
490145,910,24,8,2012,19,3,41.10124444,-111.9391972,1,1,12,SR-193,4,80,,,,Car,Motorcycle,,,,Hit other vehicle
490257,1700,21,6,2020,3,3,40.77151667,-111.9392667,1,1,12,SR-68,34,4,,,,Pickup truck,Car,,,,Hit other vehicle
490096,1700,6,5,2021,14,3,40.77705278,-111.9393667,1,1,12,SR-68,4,14,6,,,Car,SUV,Car,,,Hit other vehicle
490057,1700,27,4,2014,23,3,40.77813333,-111.9394056,1,1,8,SR-68,14,,,,,SUV,,,,,Hit pedestrian
490065,1810,1,6,2014,16,2,41.15494444,-111.9397167,1,2,12,US-89,2,4,,,,Car,Car,,,,Hit other vehicle
490227,1810,25,10,2017,15,3,41.15791111,-111.9398611,1,1,12,SR-203,4,4,34,,,Car,Car,Pickup truck,,,Hit other vehicle
490147,860,29,6,2021,20,1,41.01458611,-111.940275,1,2,12,I-15,34,6,4,,,Pickup truck,Car,Car,,,Hit other vehicle
490006,2080,14,1,2014,8,2,41.60782222,-111.9403389,1,1,12,US-89/91,4,31,,,,Car,Pickup truck,,,,Hit other vehicle
490235,1700,7,7,2018,8,1,40.83331667,-111.9405583,6,1,8,I-215,9,,,,,Car,,,,,Hit pedestrian
490005,2113,23,1,2019,19,5,40.71700833,-111.9407667,1,1,8,PARKWAY BLVD,4,,,,,Car,,,,,Hit pedestrian
490177,2113,27,8,2021,20,3,40.72359722,-111.9411972,8,1,35,SR-201 RAMP,80,,,,,Motorcycle,,,,,Hit ditch
490021,2113,26,2,2019,12,6,40.71938333,-111.9419472,1,1,1,ALEXANDER ST,80,,,,,Motorcycle,,,,,Rollover
490200,1700,6,12,2012,18,5,40.74064444,-111.9425194,1,1,9,CALIFORNIA AVE,20,,,,,Van,,,,,Hit cyclist
490251,1320,17,11,2017,11,1,40.833725,-111.9427222,3,1,25,I-215,14,,,,,SUV,,,,,Hit object
490186,1700,27,11,2013,18,1,40.76594444,-111.9427917,1,1,8,I-80,4,99,99,,,Car,Other,Other,,,Hit pedestrian
490141,1320,12,8,2018,4,3,40.843125,-111.9429833,3,1,20,SR-67,15,,,,,SUV,,,,,Hit object
490061,1320,20,5,2013,17,1,40.83223611,-111.9434222,1,1,12,I-215,4,4,14,,,Car,Car,SUV,,,Hit other vehicle
490259,1924,16,12,2021,7,3,40.65305833,-111.9438056,1,1,8,SR-173,34,,,,,Pickup truck,,,,,Hit pedestrian
490145,1810,27,7,2015,21,6,41.15249167,-111.9441667,1,1,8,6045 SOUTH,30,,,,,Pickup truck,,,,,Hit pedestrian
490278,2100,1,12,2021,16,3,40.58773889,-111.94425,1,1,12,SR-209,34,34,,,,Pickup truck,Pickup truck,,,,Hit other vehicle
490170,1350,25,11,2012,10,3,41.24151944,-111.9444056,4,1,42,SR-39,4,,,,,Car,,,,,Hit object
490135,1924,17,8,2020,20,6,40.63858056,-111.944725,1,1,12,6200 S,6,20,,,,Car,Van,,,,Hit other vehicle
490197,910,21,9,2022,14,6,41.08890556,-111.9450056,1,1,1,ANTELOPE DR,80,,,,,Motorcycle,,,,,Rollover
490128,1050,10,7,2018,17,2,41.522025,-111.9450583,3,1,25,US-91,4,4,,,,Car,Car,,,,Hit object
490013,2113,31,1,2018,17,3,40.72426944,-111.9450972,1,1,12,SR-201,5,34,,,,Car,Pickup truck,,,,Hit other vehicle
490074,2100,16,6,2019,0,3,40.60956389,-111.945225,1,1,12,SR-48,5,80,,,,Car,Motorcycle,,,,Hit other vehicle
490081,1350,25,6,2014,11,3,41.24200556,-111.9453694,1,1,12,SR-203,4,31,,,,Car,Pickup truck,,,,Hit other vehicle
490226,1050,24,11,2019,11,9,41.47958056,-111.9454389,4,1,1,WILLARD PEAK RD,34,,,,,Pickup truck,,,,,Rollover
490072,1350,15,5,2016,16,3,41.23875,-111.94565,5,1,42,SR-203,14,,,,,SUV,,,,,Hit object
490185,1350,12,9,2015,22,6,41.23344722,-111.9457333,4,1,24,VALLEY DRIVE,31,,,,,Pickup truck,,,,,Hit object
490141,910,20,8,2012,23,3,41.10197222,-111.9462972,2,1,14,SR-193,30,,,,,Pickup truck,,,,,Hit other vehicle
490008,1350,19,1,2017,11,3,41.23553333,-111.9465889,1,1,12,SR-203,4,15,,,,Car,SUV,,,,Hit other vehicle
490125,1800,6,7,2022,11,3,40.54407222,-111.9466806,2,1,15,SR-175,15,,,,,SUV,,,,,Hit pedestrian
490252,1240,1,11,2015,10,1,40.6461,-111.9468583,4,1,31,I-215,4,,,,,Car,,,,,Hit object
490158,1924,18,10,2012,21,3,40.65308889,-111.9471889,1,1,8,SR-173,14,,,,,SUV,,,,,Hit pedestrian
490207,2113,15,10,2016,21,3,40.69666389,-111.9471972,1,1,8,SR-171,4,,,,,Car,,,,,Hit pedestrian
490154,1924,28,8,2017,13,3,40.65309444,-111.9472861,4,1,33,SR-173,4,,,,,Car,,,,,Hit object
490024,1350,31,3,2013,6,3,41.23066944,-111.9479111,5,1,30,SR-203,4,,,,,Car,,,,,Hit object
490241,1350,23,10,2020,18,3,41.23083056,-111.9479306,1,1,8,SR-203,34,,,,,Pickup truck,,,,,Hit pedestrian
490049,1350,28,3,2014,21,3,41.22874722,-111.9480556,1,1,8,SR-203,4,,,,,Car,,,,,Hit pedestrian
490124,1350,30,7,2014,18,3,41.22245833,-111.9481861,1,1,8,SR-203,4,,,,,Car,,,,,Hit pedestrian
490247,2113,6,11,2016,3,6,40.68229722,-111.9481944,1,1,8,4100 S,4,,,,,Car,,,,,Hit pedestrian
490266,910,20,10,2022,16,3,41.10233333,-111.9482806,1,1,12,SR-193,34,6,4,,,Pickup truck,Car,Car,,,Hit other vehicle
490145,2113,3,9,2014,19,6,40.68216111,-111.9484111,1,1,12,4100 S,4,4,52,,,Car,Car,Bus,,,Hit other vehicle
490046,1700,28,4,2014,3,1,40.75250833,-111.9485,1,1,12,I-215,14,4,,,,SUV,Car,,,,Hit other vehicle
490128,1350,3,6,2015,1,3,41.20700833,-111.9485444,4,1,33,SR-203,14,,,,,SUV,,,,,Hit object
490022,2080,15,3,2014,8,2,41.60130833,-111.9485778,5,1,38,US-89/91,14,,,,,SUV,,,,,Hit object
490023,1700,7,3,2012,15,1,40.75155833,-111.9485806,4,1,59,I-215,4,,,,,Car,,,,,Hit object
490086,1350,2,6,2016,15,3,41.19866111,-111.9487306,1,1,12,SR-203,2,3,31,,,Car,Car,Pickup truck,,,Hit other vehicle
490303,2113,16,12,2022,15,3,40.69659444,-111.9489167,1,1,12,SR-171,14,14,14,4,34,SUV,SUV,SUV,Car,Pickup truck,Hit other vehicle
490174,1700,13,5,2022,18,1,40.73771389,-111.9490333,8,1,59,I-215,14,,,,,SUV,,,,,Hit object
490058,1350,27,4,2015,19,3,41.18634167,-111.9490444,1,1,12,SR-203,15,80,,,,SUV,Motorcycle,,,,Hit other vehicle
490210,1190,31,10,2015,18,9,38.64973056,-111.9491167,4,1,1,COVE MOUNTAIN ROAD,31,,,,,Pickup truck,,,,,Rollover
490178,1700,6,10,2020,5,6,40.74046944,-111.9492556,4,1,46,CALIFORNIA AVE,4,66,,,,Car,Semi truck,,,,Hit object
490188,2113,11,9,2021,0,1,40.73425833,-111.9495472,1,1,8,I-215,21,,,,,Van,,,,,Hit pedestrian
490248,1700,1,10,2022,13,1,40.75503889,-111.9497917,4,2,34,I-215,34,,,,,Pickup truck,,,,,Hit ditch
490133,910,20,7,2016,7,6,41.08886111,-111.9501194,1,1,12,FAIRFIELD DR,31,4,14,,,Pickup truck,Car,SUV,,,Hit other vehicle
490059,1700,17,4,2017,3,1,40.72899722,-111.9501611,4,1,1,I-215,14,,,,,SUV,,,,,Rollover
490135,1350,4,11,2013,14,5,41.23828056,-111.9506278,1,1,1,16TH ST,80,,,,,Motorcycle,,,,,Rollover
490166,1700,21,7,2015,8,6,40.75169722,-111.9510556,1,1,12,INDIANA AVE,20,80,,,,Van,Motorcycle,,,,Hit other vehicle
490183,1700,11,7,2022,19,1,40.72825833,-111.9511472,8,1,1,I-215 RAMP,14,,,,,SUV,,,,,Rollover
490235,2113,23,7,2016,22,1,40.68202222,-111.9513667,1,1,8,I-215,99,,,,,Other,,,,,Hit pedestrian
490209,2113,25,9,2020,0,1,40.68781667,-111.9513917,1,1,8,I-215,66,4,4,,,Semi truck,Car,Car,,,Hit pedestrian
490055,1350,24,4,2018,18,3,41.21006389,-111.9521528,5,1,19,SR-79,4,,,,,Car,,,,,Hit object
490114,1810,4,7,2022,20,2,41.16328611,-111.9521611,1,1,9,US-89,14,,,,,SUV,,,,,Hit cyclist
490017,2113,11,2,2018,16,1,40.69658611,-111.9521611,1,1,12,I-215,34,14,,,,Pickup truck,SUV,,,,Hit other vehicle
490053,1350,4,5,2019,12,6,41.28318889,-111.9521917,5,1,42,CANFIELD DRIVE,90,,,,,Motorcycle,,,,,Hit object
490217,1350,16,8,2019,7,6,41.20584444,-111.9522222,1,1,8,SULLIVAN ROAD,20,,,,,Van,,,,,Hit pedestrian
490141,1924,1,9,2013,19,1,40.65205278,-111.9522528,4,1,25,I-215,4,,,,,Car,,,,,Hit object
490156,1924,30,9,2019,12,1,40.65272222,-111.9523778,4,1,24,I-215,4,,,,,Car,,,,,Hit object
490197,1924,15,11,2019,17,1,40.66924167,-111.9523833,1,1,12,I-215,80,4,,,,Motorcycle,Car,,,,Hit other vehicle
490087,2113,24,5,2019,22,1,40.70010833,-111.9525167,1,1,12,I-215,4,2,,,,Car,Car,,,,Hit other vehicle
490228,2113,8,10,2016,3,1,40.70232778,-111.9527222,8,1,18,I-215 ON-RAMP,80,15,,,,Motorcycle,SUV,,,,Hit object
490177,1350,15,8,2020,22,6,41.23825,-111.9527472,1,1,15,MONROE BLVD,15,,,,,SUV,,,,,Hit pedestrian
490193,2113,2,10,2015,3,1,40.70391944,-111.9528472,4,1,21,I-215,4,,,,,Car,,,,,Hit object
490254,1924,23,12,2017,8,1,40.66340833,-111.9528472,4,1,31,I-215,15,,,,,SUV,,,,,Hit object
490166,2113,13,8,2018,2,1,40.72401667,-111.9533333,4,1,1,I-215W,4,,,,,Car,,,,,Rollover
490036,1924,28,3,2015,20,3,40.66760833,-111.9533361,1,1,12,SR-266,30,80,4,,,Pickup truck,Motorcycle,Car,,,Hit other vehicle
490068,1350,22,5,2020,22,3,41.24413056,-111.9534472,1,1,8,SR-39,4,,,,,Car,,,,,Hit pedestrian
490112,2113,17,5,2018,17,3,40.72548889,-111.9534639,1,1,12,SR-201,80,3,,,,Motorcycle,Car,,,,Hit other vehicle
490131,1700,8,8,2020,23,6,40.7512,-111.9534722,5,1,1,DELONG ST,4,,,,,Car,,,,,Rollover
490208,2100,30,10,2014,19,3,40.60945278,-111.9535083,1,1,8,SR-48,4,,,,,Car,,,,,Hit pedestrian
490293,2080,9,12,2021,9,2,41.55098611,-111.9539639,1,1,12,US-89/91,4,34,,,,Car,Pickup truck,,,,Hit other vehicle
490149,685,3,9,2020,1,3,40.46245,-111.9539889,4,1,35,SR-85,14,,,,,SUV,,,,,Hit ditch
490002,1350,14,1,2012,12,5,41.24656944,-111.9542444,5,1,38,MONROE BLVD,3,,,,,Car,,,,,Hit object
490212,1350,1,11,2019,21,3,41.24415278,-111.9544389,1,1,12,SR-39,4,21,,,,Car,Van,,,,Hit other vehicle
490200,1350,5,11,2017,21,6,41.24813333,-111.9547444,1,1,15,MONROE BLVD,14,,,,,SUV,,,,,Hit pedestrian
490078,860,8,5,2016,8,1,41.04335833,-111.95475,1,1,12,I-15,4,4,65,,,Car,Car,Heavy truck,,,Hit other vehicle
490094,1350,6,6,2021,5,6,41.24731389,-111.9547667,4,1,33,MONROE BLVD,4,,,,,Car,,,,,Hit object
490097,1350,19,6,2017,13,6,41.25426389,-111.9552722,4,1,33,MONROE BLVD,14,,,,,SUV,,,,,Hit object
490032,363,4,3,2015,5,3,39.95247222,-111.9561889,1,1,12,SR-68,2,20,,,,Car,Van,,,,Hit other vehicle
490222,2113,9,11,2019,22,6,40.72467778,-111.9563167,1,1,8,2700 WEST,14,,,,,SUV,,,,,Hit pedestrian
490048,363,28,3,2018,16,3,39.96385833,-111.9565694,6,2,1,SR-68,6,,,,,Car,,,,,Rollover
490132,1690,15,8,2014,6,1,38.87669722,-111.9572222,4,1,31,I-70,30,,,,,Pickup truck,,,,,Hit object
490042,860,6,2,2018,22,1,41.04651944,-111.9574083,1,1,8,I-15,1,,,,,Car,,,,,Hit pedestrian
490202,124,25,6,2019,12,3,40.50036944,-111.9574361,1,1,12,SR-154,4,34,34,14,15,Car,Pickup truck,Pickup truck,SUV,SUV,Hit other vehicle
490007,910,11,1,2016,7,6,41.06301389,-111.957525,1,1,8,FORT LANE,31,14,,,,Pickup truck,SUV,,,,Hit pedestrian
490220,1630,2,10,2018,6,3,40.5223,-111.9577139,1,1,12,SR-71,3,14,,,,Car,SUV,,,,Hit other vehicle
490231,2100,11,11,2016,11,6,40.60947222,-111.9577889,1,1,15,2700 WEST,14,,,,,SUV,,,,,Hit pedestrian
490088,2113,3,6,2017,16,3,40.65304167,-111.9578111,1,1,12,SR-173,2,5,,,,Car,Car,,,,Hit other vehicle
490228,1924,31,10,2015,20,6,40.64346111,-111.9578472,1,1,8,5930 SOUTH,20,,,,,Van,,,,,Hit pedestrian
490303,1924,30,10,2021,19,6,40.63520278,-111.9578917,1,1,8,2700 W,4,,,,,Car,,,,,Hit pedestrian
490208,1924,30,12,2019,23,6,40.66768889,-111.95795,1,1,12,4700 SOUTH,4,4,,,,Car,Car,,,,Hit other vehicle
490040,2113,30,1,2015,5,6,40.68216667,-111.957975,1,1,12,2700 WEST,31,4,,,,Pickup truck,Car,,,,Hit other vehicle
490008,2113,17,1,2014,6,6,40.67799722,-111.9579833,1,1,8,CONSTITUTION BLVD,4,,,,,Car,,,,,Hit pedestrian
490267,2113,21,9,2020,10,6,40.6676,-111.9579861,1,1,12,4700 S,34,4,,,,Pickup truck,Car,,,,Hit other vehicle
490049,2113,30,3,2017,0,6,40.72429167,-111.95805,4,1,33,2700 WEST,80,,,,,Motorcycle,,,,,Hit object
490143,1350,21,7,2020,16,6,41.20848889,-111.9586167,1,1,12,SULLIVAN RD,2,14,14,,,Car,SUV,SUV,,,Hit other vehicle
490261,1350,3,10,2021,4,6,41.23414722,-111.9590056,4,1,33,MONROE BLVD,14,,,,,SUV,,,,,Hit object
490213,2113,23,10,2015,7,6,40.70392222,-111.9590722,1,1,8,3100 SOUTH,31,,,,,Pickup truck,,,,,Hit pedestrian
490118,9997,28,5,2022,13,3,40.12457222,-111.9590806,1,2,12,SR-68,4,14,,,,Car,SUV,,,,Hit other vehicle
490102,0,12,6,2016,5,3,40.10555,-111.959125,1,1,12,SR-68,4,4,,,,Car,Car,,,,Hit other vehicle
490192,1350,28,9,2018,13,6,41.27937778,-111.9591611,4,1,40,MONROE BLVD,80,,,,,Motorcycle,,,,,Hit object
490067,0,3,5,2015,18,3,40.12220556,-111.9591694,5,1,38,SR-68,80,,,,,Motorcycle,,,,,Hit object
490211,1760,22,10,2020,11,3,38.87490833,-111.9593611,1,1,12,SR-24,34,14,,,,Pickup truck,SUV,,,,Hit other vehicle
490060,2113,19,4,2019,2,3,40.72576944,-111.9595194,1,1,12,SR-201,4,80,,,,Car,Motorcycle,,,,Hit other vehicle
490053,1700,17,5,2014,4,1,40.76472222,-111.959525,4,3,34,I-80,4,,,,,Car,,,,,Hit ditch
490037,910,3,1,2022,15,3,41.10345833,-111.9598889,1,1,12,SR-193,67,4,,,,Pickup truck,Car,,,,Hit other vehicle
490186,910,8,10,2018,21,3,41.103475,-111.9600278,1,1,9,SR-193,6,,,,,Car,,,,,Hit cyclist
490193,990,12,10,2017,0,3,41.7465,-111.9603778,4,1,38,SR-30,34,,,,,Pickup truck,,,,,Hit object
490295,1350,13,6,2022,21,6,41.27725,-111.9604833,1,1,8,1100 N,6,,,,,Car,,,,,Hit pedestrian
490222,2113,25,10,2016,16,6,40.70734722,-111.960925,1,1,8,2855 WEST,14,,,,,SUV,,,,,Hit pedestrian
490033,2080,19,3,2019,14,2,41.56048056,-111.9614472,1,1,12,US-89/91,34,20,,,,Pickup truck,Van,,,,Hit other vehicle
490088,2113,27,2,2018,20,6,40.71219444,-111.9614778,1,1,8,2910 S,2,,,,,Car,,,,,Hit pedestrian
490257,1050,30,12,2015,8,2,41.49598056,-111.9616,1,1,12,US-89,14,66,14,,,SUV,Semi truck,SUV,,,Hit other vehicle
490204,1350,15,8,2020,1,6,41.22381944,-111.9620417,4,1,30,MADISON AVE,4,,,,,Car,,,,,Hit object
490089,1810,9,5,2021,21,6,41.15781389,-111.9623722,1,1,1,5700 S,80,,,,,Motorcycle,,,,,Rollover
490108,1350,29,6,2021,22,6,41.228975,-111.9632611,1,1,8,21ST ST,34,,,,,Pickup truck,,,,,Hit pedestrian
490027,366,18,3,2022,16,6,40.35779444,-111.9641278,1,1,8,PORTERS CROSSING PKWY,83,,,,,Motorcycle,,,,,Hit pedestrian
490037,1350,11,1,2020,15,3,41.24424444,-111.9643611,1,1,12,SR-39,4,14,,,,Car,SUV,,,,Hit other vehicle
490131,1810,6,7,2012,10,2,41.16865,-111.9648028,1,1,12,US-89,61,4,4,4,,Heavy truck,Car,Car,Car,,Hit other vehicle
490047,1700,18,4,2021,0,6,40.7496,-111.9650333,1,1,12,900 S,3,4,,,,Car,Car,,,,Hit other vehicle
490063,1350,14,5,2020,17,6,41.27918056,-111.9650972,2,1,14,1202 N,83,,,,,Motorcycle,,,,,Hit other vehicle
490101,124,20,7,2013,10,6,40.47871111,-111.9651278,1,1,1,15000 S,80,,,,,Motorcycle,,,,,Rollover
490102,1760,27,6,2017,14,3,38.86548889,-111.9654889,1,1,1,SR-24,40,,,,,Light truck,,,,,Rollover
490252,1350,9,12,2021,14,6,41.23109444,-111.9655361,1,1,12,20TH ST,4,16,,,,Car,SUV,,,,Hit other vehicle
490212,590,12,8,2017,15,5,38.77063333,-111.9656667,4,1,34,BERKLEY ROAD,80,,,,,Motorcycle,,,,,Hit ditch
490028,2113,21,2,2018,5,6,40.72575278,-111.9659833,1,1,12,SOUTH FRONTAGE RD,4,66,,,,Car,Semi truck,,,,Hit other vehicle
490198,2100,20,12,2012,11,5,40.62395278,-111.9660167,1,1,12,7000 S,31,63,,,,Pickup truck,Heavy truck,,,,Hit other vehicle
490300,2113,3,12,2022,15,6,40.71215833,-111.9664167,2,2,14,PARKWAY BLVD,4,,,,,Car,,,,,Hit other vehicle
490184,1800,16,8,2018,20,3,40.562225,-111.9671528,1,1,12,SR-151,67,4,,,,Pickup truck,Car,,,,Hit other vehicle
490111,1800,10,8,2013,0,6,40.55190556,-111.9671861,4,1,33,3200 W,80,,,,,Motorcycle,,,,,Hit object
