ST_CASE,CITY,DAY,MONTH,YEAR,HOUR,ROUTE,LATITUDE,LONGITUD,REL_ROAD,FATALS,HARM_EV,TWAY_ID,BODY_TYP_1,BODY_TYP_2,BODY_TYP_3,BODY_TYP_4,BODY_TYP_5,BODY_TYP_1_TEXT,BODY_TYP_2_TEXT,BODY_TYP_3_TEXT,BODY_TYP_4_TEXT,BODY_TYP_5_TEXT,HARM_EV_TEXT
490163,1230,18,7,2020,13,2,39.51236944,-111.4938417,1,1,12,US-89,4,2,,,,Car,Car,,,,Hit other vehicle
490015,0,27,2,2012,16,2,40.72820278,-111.4950278,4,1,31,US-40,4,,,,,Car,,,,,Hit object
490106,0,19,6,2015,20,2,41.951925,-111.4956,1,1,12,US-89,6,16,,,,Car,SUV,,,,Hit other vehicle
490274,1440,30,12,2020,7,3,40.62744167,-111.4963806,1,1,12,SR-224,4,34,34,,,Car,Pickup truck,Pickup truck,,,Hit other vehicle
490248,1130,22,12,2017,13,5,40.53852222,-111.4965861,4,1,42,SNAKE CREEK,90,,,,,Motorcycle,,,,,Hit object
490058,0,10,6,2013,8,1,38.78472778,-111.4975972,4,1,35,I-70,31,,,,,Pickup truck,,,,,Hit ditch
490122,1860,11,6,2016,16,5,40.16506389,-111.4984278,4,2,42,HOBBLE CREEK CANYON,67,,,,,Pickup truck,,,,,Hit object
490187,9997,21,11,2019,11,1,40.73048611,-111.4991611,1,1,1,I-80,62,,,,,Heavy truck,,,,,Rollover
490045,0,27,3,2017,12,2,40.02307778,-111.4992111,4,1,24,US-6,4,,,,,Car,,,,,Hit object
490126,0,21,9,2012,12,2,39.797875,-111.4998806,6,1,31,US-89,14,,,,,SUV,,,,,Hit object
490169,9997,16,9,2017,5,2,39.80044167,-111.501175,1,1,18,US-89,34,,,,,Pickup truck,,,,,Hit object
490134,1860,9,8,2018,14,9,40.16353056,-111.5019972,4,1,1,HOBBLE CREEK RD,15,,,,,SUV,,,,,Rollover
490074,9997,6,4,2020,11,3,39.81433333,-111.5063889,1,1,12,SR-89,4,66,,,,Car,Semi truck,,,,Hit other vehicle
490047,1440,6,2,2020,19,6,40.65407222,-111.5066611,1,1,8,EMPIRE AVE,21,,,,,Van,,,,,Hit pedestrian
490033,0,11,4,2013,9,4,39.80046389,-111.5090611,2,1,5,CR-OAKER HILLS,31,,,,,Pickup truck,,,,,Fell out
490064,0,20,6,2013,8,3,38.30703333,-111.5099389,5,2,24,SR-24,14,80,80,,,SUV,Motorcycle,Motorcycle,,,Hit object
490231,420,15,10,2022,20,6,39.3395,-111.5109778,4,1,42,EPHRAIM CANYON ROAD,67,,,,,Pickup truck,,,,,Hit object
490061,1440,24,4,2016,12,3,40.66094444,-111.5115833,5,1,38,SR-224,4,,,,,Car,,,,,Hit object
490130,0,10,9,2013,12,3,41.00756111,-111.5175139,2,1,1,SR-65,80,,,,,Motorcycle,,,,,Rollover
490047,0,19,4,2014,17,9,40.54962222,-111.5183833,1,1,9,SNAKE CREEK RD,15,,,,,SUV,,,,,Hit cyclist
490196,990,3,10,2020,15,3,41.41743056,-111.5228611,4,1,42,SR-39,80,,,,,Motorcycle,,,,,Hit object
490191,670,25,10,2014,11,5,41.03389167,-111.5250694,1,1,5,WEST HENEFER RD,92,,,,,Farm or construction equipment,,,,,Fell out
490209,0,29,5,2014,12,3,37.72653611,-111.5265583,4,1,1,SR-12,80,,,,,Motorcycle,,,,,Rollover
490216,2033,3,10,2021,20,2,40.4058,-111.5272778,3,1,24,US-189,80,,,,,Motorcycle,,,,,Hit object
490183,0,19,9,2016,11,2,40.40594167,-111.5305417,1,1,12,US-189,31,80,,,,Pickup truck,Motorcycle,,,,Hit other vehicle
490031,0,8,4,2019,23,9,39.38209444,-111.5325556,4,1,1,KANE VALLEY RD,90,,,,,Motorcycle,,,,,Rollover
490261,0,24,3,2015,15,2,40.03826944,-111.5348611,1,1,12,US-6,14,66,14,,,SUV,Semi truck,SUV,,,Hit other vehicle
490050,313,8,4,2019,1,1,41.05758889,-111.5352306,4,1,31,I-84,34,,,,,Pickup truck,,,,,Hit object
490010,0,19,1,2015,13,9,39.33992778,-111.5363,1,1,15,EPHRAIM CANYON ROAD,15,,,,,SUV,,,,,Hit pedestrian
490160,1840,7,8,2021,21,2,40.03898889,-111.5365611,1,2,12,US-6,4,5,,,,Car,Car,,,,Hit other vehicle
490039,0,28,3,2016,19,1,40.72494444,-111.5378917,1,1,12,I-80,15,14,,,,SUV,SUV,,,,Hit other vehicle
490152,420,21,10,2019,17,6,39.34104722,-111.5421389,1,1,12,EPHRIAM CANYON ROAD,80,4,,,,Motorcycle,Car,,,,Hit other vehicle
490014,1840,5,1,2022,7,2,40.04196944,-111.54405,1,1,12,US-6,5,67,,,,Car,Pickup truck,,,,Hit other vehicle
490154,0,7,9,2014,20,3,40.69235556,-111.544225,1,1,8,SR-224,31,,,,,Pickup truck,,,,,Hit pedestrian
490002,0,1,1,2016,13,3,37.73621667,-111.5446278,4,1,31,SR-12,14,,,,,SUV,,,,,Hit object
490274,1440,27,11,2021,9,3,40.72467222,-111.5446778,1,1,12,SR-224,4,14,14,,,Car,SUV,SUV,,,Hit other vehicle
490191,0,2,12,2012,1,3,40.70852778,-111.5459333,5,1,35,SR-224,6,,,,,Car,,,,,Hit ditch
490145,1840,22,7,2018,8,2,39.92055833,-111.5459361,1,1,12,US-89,20,34,,,,Van,Pickup truck,,,,Hit other vehicle
490193,1130,4,10,2020,7,6,40.42066667,-111.5480806,4,1,1,LITTLE DEER CREEK ROAD,96,,,,,Other,,,,,Rollover
490062,0,27,4,2012,18,2,39.89413611,-111.5504556,1,1,12,US-89,4,4,31,,,Car,Car,Pickup truck,,,Hit other vehicle
490104,0,22,7,2013,16,6,39.25595556,-111.5549806,5,1,42,MANTI CANYON RD,90,,,,,Motorcycle,,,,,Hit object
490206,0,21,11,2014,17,1,40.7386,-111.5574167,1,1,1,I-80 ON RAMP,4,80,,,,Car,Motorcycle,,,,Rollover
490062,0,26,5,2013,16,2,40.36394722,-111.5587806,1,1,12,US-189,15,80,,,,SUV,Motorcycle,,,,Hit other vehicle
490122,0,2,8,2014,8,2,41.92821111,-111.5611333,1,1,12,US-89,15,31,,,,SUV,Pickup truck,,,,Hit other vehicle
490123,1060,15,7,2021,15,6,40.12669444,-111.5648444,1,1,12,1500 E,97,15,,,,Other,SUV,,,,Hit other vehicle
490004,0,3,1,2014,18,2,40.05961944,-111.56625,1,1,12,US-6,4,66,,,,Car,Semi truck,,,,Hit other vehicle
490116,0,28,6,2015,10,3,41.41864167,-111.5672806,4,1,17,SR-39,80,,,,,Motorcycle,,,,,Hit object
490042,0,31,3,2015,18,2,37.00175278,-111.5730222,1,2,12,US-89,2,66,,,,Car,Semi truck,,,,Hit other vehicle
490151,998,8,8,2018,9,3,38.353425,-111.5739222,1,1,12,SR-24,34,66,,,,Pickup truck,Semi truck,,,,Hit other vehicle
490121,0,15,10,2013,20,2,40.35649167,-111.5740583,1,1,8,US-189,4,30,,,,Car,Pickup truck,,,,Hit pedestrian
490119,1060,1,7,2015,20,6,40.14126389,-111.574075,1,1,8,400 EAST,14,,,,,SUV,,,,,Hit pedestrian
490134,575,30,5,2021,0,2,37.00282778,-111.5742333,4,1,31,US-89,14,,,,,SUV,,,,,Hit object
490187,0,19,9,2015,16,3,39.52118889,-111.5747667,1,1,1,SR-132,80,,,,,Motorcycle,,,,,Rollover
490194,1860,5,10,2018,16,6,40.149,-111.5764722,1,1,12,RED BARN RD,80,14,,,,Motorcycle,SUV,,,,Hit other vehicle
490177,0,21,10,2014,6,5,39.39621389,-111.5775972,1,1,9,OLD CEMETERY RD,14,,,,,SUV,,,,,Hit cyclist
490153,0,14,8,2015,7,3,40.60998333,-111.5786583,2,1,1,SR-190,31,,,,,Pickup truck,,,,,Rollover
490083,1060,22,5,2017,19,5,40.14489167,-111.578725,1,1,12,1600 NORTH,4,14,,,,Car,SUV,,,,Hit other vehicle
490219,1840,25,10,2016,10,2,40.077925,-111.5829222,1,1,12,US-6,31,66,,,,Pickup truck,Semi truck,,,,Hit other vehicle
490041,0,28,3,2014,8,1,41.05803611,-111.5836361,1,1,12,I-84,66,15,4,4,66,Semi truck,SUV,Car,Car,Semi truck,Hit other vehicle
490172,9997,30,8,2015,16,1,41.05845278,-111.5836806,4,1,24,I-84,80,,,,,Motorcycle,,,,,Hit object
490254,1860,25,10,2022,7,6,40.15789722,-111.5846667,1,1,8,CANYON RD,67,,,,,Pickup truck,,,,,Hit pedestrian
490176,990,13,9,2017,13,2,41.85629444,-111.5852972,2,1,1,US-89,66,,,,,Semi truck,,,,,Rollover
490272,420,3,10,2021,20,3,39.36163333,-111.5855778,1,1,5,SR-290,2,,,,,Car,,,,,Fell out
490020,200,24,2,2014,18,5,39.36787778,-111.5862861,5,1,42,400 N,31,,,,,Pickup truck,,,,,Hit object
490206,0,28,10,2015,9,1,38.88257222,-111.5869333,4,1,1,I-70,30,,,,,Pickup truck,,,,,Rollover
490092,420,22,8,2013,14,2,39.372,-111.5870306,1,1,12,US-89,31,20,,,,Pickup truck,Van,,,,Hit other vehicle
490191,1840,25,8,2022,15,2,40.08286944,-111.5907194,4,1,25,US-6,66,,,,,Semi truck,,,,,Hit object
490102,1840,27,4,2020,16,2,40.08612778,-111.5928806,1,1,12,US-6,14,66,,,,SUV,Semi truck,,,,Hit other vehicle
490188,0,26,11,2013,16,2,41.83483056,-111.5930667,6,1,42,US-89,4,,,,,Car,,,,,Hit object
490151,1210,25,7,2016,17,3,40.85301667,-111.5943111,4,1,35,SR-65,80,,,,,Motorcycle,,,,,Hit ditch
490047,1440,4,3,2022,19,1,40.75186389,-111.5956028,1,1,12,I-80,34,14,,,,Pickup truck,SUV,,,,Hit other vehicle
490097,430,9,6,2018,18,5,37.73579444,-111.5973278,4,1,1,CENTER ST,80,,,,,Motorcycle,,,,,Rollover
490252,1060,3,11,2020,12,2,40.13745,-111.5979861,1,1,12,US-89,4,20,80,14,,Car,Van,Motorcycle,SUV,,Hit other vehicle
490078,0,8,7,2012,4,2,40.34569722,-111.5990361,3,2,57,US-189,80,,,,,Motorcycle,,,,,Hit object
490137,990,19,8,2017,11,5,41.97950833,-111.6007722,4,1,35,FRANKLIN BASIN ROAD,90,,,,,Motorcycle,,,,,Hit ditch
490103,1060,29,5,2020,8,2,40.14428333,-111.60245,1,1,12,US-89,4,66,,,,Car,Semi truck,,,,Hit other vehicle
490051,1560,23,2,2018,15,2,40.34118611,-111.6043861,1,1,12,US-189 PROVO CANYON RD,4,5,,,,Car,Car,,,,Hit other vehicle
490299,1130,16,10,2022,14,8,40.44918889,-111.6070389,1,2,1,FR-114,80,4,,,,Motorcycle,Car,,,,Rollover
490077,1860,7,5,2021,12,6,40.16478611,-111.6070611,2,1,14,200 E,20,,,,,Van,,,,,Hit other vehicle
490049,1860,13,4,2016,18,6,40.13488056,-111.6097944,1,1,9,200 EAST,15,,,,,SUV,,,,,Hit cyclist
490059,1440,3,2,2021,15,6,40.74098611,-111.61005,1,1,8,SAINT MORITZ STRASSE,21,,,,,Van,,,,,Hit pedestrian
490030,1860,22,3,2019,22,2,40.15539722,-111.6103,1,1,12,US-89 OLD SOUTH MAIN ST,80,4,,,,Motorcycle,Car,,,,Hit other vehicle
490181,1860,15,12,2013,14,2,40.18563056,-111.6107083,1,1,12,US-89,14,4,,,,SUV,Car,,,,Hit other vehicle
490007,1860,16,1,2018,19,6,40.14162778,-111.6115833,1,1,8,EVERGREEN RD,15,,,,,SUV,,,,,Hit pedestrian
490165,1440,3,9,2014,12,6,40.74148889,-111.6121833,4,1,1,PARADISE RD,63,,,,,Heavy truck,,,,,Rollover
490077,1840,24,6,2019,10,2,40.0994,-111.6123528,1,1,12,US-6,14,2,80,4,,SUV,Car,Motorcycle,Car,,Hit other vehicle
490011,1840,23,1,2014,8,2,40.09926111,-111.6124361,1,1,12,US-6,66,4,,,,Semi truck,Car,,,,Hit other vehicle
490203,1210,16,12,2019,8,1,41.05054444,-111.6139861,4,1,1,I-84,14,,,,,SUV,,,,,Rollover
490213,1550,12,11,2019,16,8,41.72236944,-111.6146778,5,1,41,HERD HOLLOW RD,90,,,,,Motorcycle,,,,,Hit object
490158,0,6,7,2015,18,1,41.05105556,-111.6185833,1,1,12,I-84,80,66,,,,Motorcycle,Semi truck,,,,Hit other vehicle
490212,990,28,7,2022,16,2,41.81445833,-111.6186139,4,1,1,US-89,80,,,,,Motorcycle,,,,,Rollover
490113,1560,16,7,2018,4,2,40.20185556,-111.6217972,4,1,31,US-89,2,,,,,Car,,,,,Hit object
490203,1840,24,10,2015,19,6,40.08207222,-111.6223833,1,1,12,RIVER BOTTOMS RD,80,31,,,,Motorcycle,Pickup truck,,,,Hit other vehicle
490093,0,29,5,2015,16,1,40.75384167,-111.6229028,1,2,12,I-80,4,66,,,,Car,Semi truck,,,,Hit other vehicle
490076,990,17,4,2021,17,2,41.81243333,-111.6248333,4,1,1,US-89,34,,,,,Pickup truck,,,,,Rollover
490030,0,22,2,2017,22,1,40.75309444,-111.6259,1,1,12,I-80,66,66,15,,,Semi truck,Semi truck,SUV,,,Hit other vehicle
490240,1560,25,11,2016,16,2,40.20508889,-111.6262917,1,1,12,US-89,80,14,,,,Motorcycle,SUV,,,,Hit other vehicle
490023,1560,7,3,2018,11,2,40.20817222,-111.6301361,4,2,24,US-89,14,5,,,,SUV,Car,,,,Hit object
490195,9997,9,8,2017,17,5,41.04225833,-111.6311528,1,1,1,ROUND VALLEY,80,,,,,Motorcycle,,,,,Rollover
490220,1560,10,10,2021,18,2,40.32764444,-111.6322917,1,1,12,US-189,4,80,,,,Car,Motorcycle,,,,Hit other vehicle
490147,1560,4,8,2016,4,6,40.24593889,-111.6327111,4,1,42,820 NORTH,15,,,,,SUV,,,,,Hit object
490191,1560,17,5,2020,3,5,40.31425,-111.6364639,4,1,1,SQUAW PEAK RD,4,,,,,Car,,,,,Rollover
490290,1040,18,12,2021,6,2,39.26017778,-111.6370056,4,1,42,US-89,2,,,,,Car,,,,,Hit object
490196,1040,2,8,2014,13,2,39.258,-111.6370556,4,1,42,US-89,9,,,,,Car,,,,,Hit object
490120,1560,6,7,2017,19,2,40.32883611,-111.6371528,3,1,24,US-189,4,14,,,,Car,SUV,,,,Hit object
490117,1840,19,7,2017,15,6,40.09180833,-111.6378306,1,1,9,1380 SOUTH,4,,,,,Car,,,,,Hit cyclist
490128,1860,25,9,2012,22,5,40.16875833,-111.6387667,6,1,42,1650 W,80,,,,,Motorcycle,,,,,Hit object
490194,1840,30,9,2020,6,6,40.10975833,-111.639025,1,1,12,CENTER ST,14,34,,,,SUV,Pickup truck,,,,Hit other vehicle
490090,0,29,6,2014,17,1,38.905125,-111.6392194,4,1,1,I-70,80,,,,,Motorcycle,,,,,Rollover
490136,1840,27,7,2018,8,2,40.12069444,-111.6402833,1,1,12,US-6,6,34,,,,Car,Pickup truck,,,,Hit other vehicle
490202,1560,4,10,2022,8,2,40.22224444,-111.6409194,1,1,12,US-89,20,80,,,,Van,Motorcycle,,,,Hit other vehicle
490152,1560,29,7,2016,14,2,40.22331389,-111.6416833,1,1,12,US-89,20,14,,,,Van,SUV,,,,Hit other vehicle
490139,0,24,7,2016,13,2,41.78699444,-111.6427417,4,1,24,US-89,80,,,,,Motorcycle,,,,,Hit object
490110,1560,19,5,2018,11,6,40.24483056,-111.6431,1,1,12,820 N,4,80,,,,Car,Motorcycle,,,,Hit other vehicle
490190,1560,16,12,2019,13,6,40.24488056,-111.6431556,1,1,12,820 NORTH,80,15,,,,Motorcycle,SUV,,,,Hit other vehicle
490031,1560,29,1,2015,7,6,40.24299167,-111.6431556,1,1,8,900 EAST,14,,,,,SUV,,,,,Hit pedestrian
490038,1560,16,3,2021,15,6,40.23936667,-111.6432167,1,1,12,900 E,4,34,,,,Car,Pickup truck,,,,Hit other vehicle
490070,1840,3,5,2022,11,2,40.12303333,-111.6436,1,1,9,US-6,66,,,,,Semi truck,,,,,Hit cyclist
490022,1040,23,2,2021,17,6,39.26395,-111.6444861,1,2,12,400 W,14,3,,,,SUV,Car,,,,Hit other vehicle
490175,1560,29,8,2022,8,6,40.24297778,-111.6446,4,2,8,700 N,14,,,,,SUV,,,,,Hit pedestrian
490080,1700,10,5,2020,23,1,40.74654444,-111.6447806,1,1,12,I-80,4,34,,,,Car,Pickup truck,,,,Hit other vehicle
490178,990,4,9,2021,12,2,41.788975,-111.6460639,1,1,1,US-89,80,67,,,,Motorcycle,Pickup truck,,,,Rollover
490075,1860,1,6,2019,1,1,40.16505,-111.6468917,4,1,30,I-15,34,,,,,Pickup truck,,,,,Hit object
490134,1860,21,9,2012,1,1,40.14876944,-111.6469306,1,1,12,I-15,31,80,,,,Pickup truck,Motorcycle,,,,Hit other vehicle
490114,1860,21,6,2018,1,1,40.15560833,-111.6470917,4,1,52,I-15,4,15,,,,Car,SUV,,,,Hit object
490156,1860,24,10,2013,19,6,40.1734,-111.6471444,4,1,30,2000 W,2,,,,,Car,,,,,Hit object
490249,1560,20,12,2017,13,1,40.19468889,-111.6487472,1,1,12,I-15,4,67,,,,Car,Pickup truck,,,,Hit other vehicle
490168,1560,3,11,2012,5,1,40.19988333,-111.6527444,1,1,12,I-15,4,31,,,,Car,Pickup truck,,,,Hit other vehicle
490102,0,20,8,2019,17,6,40.03168056,-111.6538944,1,1,12,1467 S WOODLAND HILLS DR; S 9,4,63,,,,Car,Heavy truck,,,,Hit other vehicle
490148,1680,19,8,2018,15,6,40.04923056,-111.6542139,1,1,1,WOODLAND HILLS DRIVE,34,80,,,,Pickup truck,Motorcycle,,,,Rollover
490005,1840,9,1,2017,18,3,40.11906111,-111.65465,1,1,8,SR-156,3,,,,,Car,,,,,Hit pedestrian
490194,1840,9,10,2015,21,3,40.10845,-111.6547917,1,1,8,SR-156,4,,,,,Car,,,,,Hit pedestrian
490257,1560,20,11,2016,1,2,40.30683056,-111.6551194,1,1,12,US-189,14,4,,,,SUV,Car,,,,Hit other vehicle
490030,1840,6,3,2015,22,6,40.093875,-111.6555611,4,1,39,MAIN STREET,5,,,,,Car,,,,,Hit object
490034,1390,9,4,2020,21,2,40.31111667,-111.6559194,1,1,12,US-189,15,14,,,,SUV,SUV,,,,Hit other vehicle
490123,1560,22,9,2019,20,6,40.25875278,-111.6560833,1,1,15,STADIUM AVE,4,,,,,Car,,,,,Hit pedestrian
490152,1700,9,8,2018,18,1,40.74395556,-111.6571361,1,1,1,I-80,80,,,,,Motorcycle,,,,,Rollover
490196,1560,19,12,2012,13,2,40.29775556,-111.6572472,1,1,12,US-189,4,14,,,,Car,SUV,,,,Hit other vehicle
490081,750,9,4,2021,10,3,41.28004444,-111.6578056,4,1,31,SR-39,34,,,,,Pickup truck,,,,,Hit object
490121,1700,9,5,2016,12,8,40.58064722,-111.6579222,4,1,41,SNOWBIRD CENTER DRIVE,90,,,,,Motorcycle,,,,,Hit object
490103,1560,15,4,2018,16,2,40.28291944,-111.6584917,1,1,12,US-189,61,14,4,20,,Heavy truck,SUV,Car,Van,,Hit other vehicle
490099,1560,10,7,2012,10,2,40.25348056,-111.6585806,1,1,5,US-189,80,4,,,,Motorcycle,Car,,,,Fell out
490007,1560,15,1,2014,6,2,40.24303889,-111.6586556,1,1,8,US-189,31,,,,,Pickup truck,,,,,Hit pedestrian
490206,1560,17,7,2022,7,2,40.22982222,-111.6586639,1,1,8,US-189,4,,,,,Car,,,,,Hit pedestrian
490050,1560,20,5,2012,20,2,40.20851111,-111.6587306,1,1,12,US-189,14,14,14,,,SUV,SUV,SUV,,,Hit other vehicle
490021,1560,19,2,2013,13,2,40.22588056,-111.658775,5,1,23,US-189,63,,,,,Heavy truck,,,,,Hit object
490260,1560,26,12,2015,17,2,40.21461111,-111.6588306,1,1,12,US-189,4,30,,,,Car,Pickup truck,,,,Hit other vehicle
490135,1560,6,8,2012,17,2,40.25593056,-111.6590389,1,1,12,US-189,88,30,,,,Motorcycle,Pickup truck,,,,Hit other vehicle
490105,1700,17,8,2019,2,3,40.64974722,-111.6609028,2,1,14,SR-190,4,,,,,Car,,,,,Hit other vehicle
490164,1040,20,8,2020,14,2,39.23449722,-111.6617667,1,1,12,US-89,34,2,,,,Pickup truck,Car,,,,Hit other vehicle
490028,1560,26,1,2021,22,6,40.25723333,-111.6617778,1,1,8,FREEDOM BLVD,4,,,,,Car,,,,,Hit pedestrian
490073,1680,27,3,2022,15,3,40.07313333,-111.6618806,1,1,1,SR-198,80,5,,,,Motorcycle,Car,,,,Rollover
490153,1560,29,7,2016,23,6,40.25062222,-111.6620167,1,1,9,BULLDOG BLVD,4,,,,,Car,,,,,Hit cyclist
490238,1700,11,11,2018,0,1,40.74188056,-111.6629667,4,1,25,I-80,5,,,,,Car,,,,,Hit object
490159,1560,23,8,2017,18,6,40.29756111,-111.663025,1,1,12,4800 NORTH,4,64,,,,Car,Heavy truck,,,,Hit other vehicle
490116,1560,15,8,2013,10,6,40.24639722,-111.6639833,1,1,12,300 W,31,4,,,,Pickup truck,Car,,,,Hit other vehicle
490061,1560,16,3,2018,14,6,40.24039167,-111.6655861,1,1,8,500 NORTH ST,4,,,,,Car,,,,,Hit pedestrian
490260,1560,18,12,2016,17,6,40.22180278,-111.6658417,1,1,9,920 SOUTH,4,,,,,Car,,,,,Hit cyclist
490153,1560,26,8,2020,17,6,40.26123056,-111.6679278,1,1,12,550 WEST,14,80,,,,SUV,Motorcycle,,,,Hit other vehicle
490023,1560,17,2,2021,8,1,40.21851944,-111.6686556,1,1,12,I-15,4,66,,,,Car,Semi truck,,,,Hit other vehicle
490147,0,30,8,2014,12,2,37.08035278,-111.6693694,1,2,12,US-89,4,4,31,,,Car,Car,Pickup truck,,,Hit other vehicle
490212,1560,26,9,2018,12,2,40.25366944,-111.6697111,1,1,8,US-89,4,,,,,Car,,,,,Hit pedestrian
490207,1560,17,10,2021,13,2,40.25356667,-111.6697333,1,1,12,US-89,4,14,5,,,Car,SUV,Car,,,Hit other vehicle
490227,1560,18,11,2021,14,6,40.20712222,-111.6702667,1,2,12,LAKEVIEW PKWY,34,34,,,,Pickup truck,Pickup truck,,,,Hit other vehicle
490006,1560,15,2,2013,7,6,40.225825,-111.6706778,1,1,9,600 S,15,,,,,SUV,,,,,Hit cyclist
490170,1560,17,7,2018,21,5,40.22373611,-111.6712528,4,1,25,770 S,97,,,,,Other,,,,,Hit object
490048,1680,15,2,2014,10,6,40.05301389,-111.6714361,1,1,12,100 S,15,4,,,,SUV,Car,,,,Hit other vehicle
490109,1560,3,7,2018,23,3,40.23381944,-111.6717139,1,1,8,SR-114,4,,,,,Car,,,,,Hit pedestrian
490098,1560,18,5,2021,22,2,40.25648611,-111.6724056,1,1,8,US-89,14,,,,,SUV,,,,,Hit pedestrian
490089,1560,12,5,2016,15,2,40.25655278,-111.6725417,1,1,12,US-89,4,15,30,4,,Car,SUV,Pickup truck,Car,,Hit other vehicle
490128,0,4,6,2013,19,1,40.73933611,-111.6729278,3,1,25,I-80,31,,,,,Pickup truck,,,,,Hit object
490250,1390,7,12,2020,8,6,40.296875,-111.6729917,1,1,12,CENTER ST,4,34,,,,Car,Pickup truck,,,,Hit other vehicle
490206,1840,23,10,2020,7,3,40.08523333,-111.6740028,1,1,12,SR-164,34,34,4,34,,Pickup truck,Pickup truck,Car,Pickup truck,,Hit other vehicle
490291,1560,1,12,2022,17,6,40.24426389,-111.6741361,1,1,8,850 W,99,,,,,Other,,,,,Hit pedestrian
490031,1560,5,3,2012,16,3,40.23378333,-111.6744611,1,1,12,SR-114,31,14,,,,Pickup truck,SUV,,,,Hit other vehicle
490212,1390,3,10,2015,14,3,40.27299444,-111.6760556,1,1,9,SR-265,4,,,,,Car,,,,,Hit cyclist
490090,1390,24,1,2022,8,6,40.31928611,-111.6766861,1,1,8,800 E,34,,,,,Pickup truck,,,,,Hit pedestrian
490082,1210,3,6,2014,6,1,41.04787222,-111.6771917,1,1,1,I-84,30,,,,,Pickup truck,,,,,Rollover
490012,1560,4,1,2020,12,3,40.23359167,-111.6779694,1,1,12,SR-114,14,4,,,,SUV,Car,,,,Hit other vehicle
490081,0,18,7,2013,14,5,39.78508611,-111.6792722,5,1,1,NEBO LOOP RD,14,,,,,SUV,,,,,Rollover
490053,1840,23,4,2016,3,1,40.10619167,-111.6803889,4,1,24,I-15,66,31,,,,Semi truck,Pickup truck,,,,Hit object
490154,1390,1,6,2020,7,6,40.32657778,-111.6809111,1,1,9,1600 NORTH,34,,,,,Pickup truck,,,,,Hit cyclist
490007,1390,14,1,2021,9,2,40.26787222,-111.6821278,1,1,12,US-89,4,4,,,,Car,Car,,,,Hit other vehicle
490129,1840,29,7,2014,12,3,40.08521944,-111.6834444,1,1,12,SR-164,4,4,,,,Car,Car,,,,Hit other vehicle
490098,1840,30,6,2014,5,6,40.09126389,-111.6835833,1,1,9,1200 W,4,,,,,Car,,,,,Hit cyclist
490192,1390,20,7,2013,13,3,40.27333611,-111.6847556,2,1,5,SR-265,80,2,,,,Motorcycle,Car,,,,Fell out
490248,1840,30,10,2020,16,1,40.10225556,-111.6850417,1,1,12,I-15,14,14,,,,SUV,SUV,,,,Hit other vehicle
490054,1560,15,4,2016,19,3,40.23397778,-111.6855194,1,1,12,SR-114,31,15,,,,Pickup truck,SUV,,,,Hit other vehicle
490050,1560,14,3,2020,9,3,40.23400556,-111.6855278,1,1,12,SR-114,34,34,,,,Pickup truck,Pickup truck,,,,Hit other vehicle
490181,1560,4,9,2015,4,1,40.23433611,-111.6859,8,1,25,I-15,22,,,,,Van,,,,,Hit object
490205,1390,12,9,2022,21,6,40.30656389,-111.6861583,1,1,8,400 E,4,,,,,Car,,,,,Hit pedestrian
490030,0,28,4,2013,11,1,40.74380556,-111.6878944,1,1,12,I-80,31,66,,,,Pickup truck,Semi truck,,,,Hit other vehicle
490035,1870,5,3,2017,19,5,39.19343889,-111.690575,1,1,1,100 EAST,90,,,,,Motorcycle,,,,,Rollover
490037,0,25,4,2013,19,6,39.96645556,-111.6908278,5,1,39,NEBO LOOP RD,80,,,,,Motorcycle,,,,,Hit object
490304,1390,5,12,2022,13,6,40.30086111,-111.6914194,7,1,14,200 N,14,,,,,SUV,,,,,Hit other vehicle
490204,1710,17,10,2021,17,3,40.57439444,-111.6916889,4,1,35,SR-210,4,,,,,Car,,,,,Hit ditch
490213,1390,15,10,2021,21,2,40.289775,-111.6918,1,2,12,US-89,14,4,,,,SUV,Car,,,,Hit other vehicle
490137,1680,21,7,2015,12,3,40.048575,-111.6918306,1,1,12,SR-198,4,31,,,,Car,Pickup truck,,,,Hit other vehicle
490240,0,9,12,2015,20,1,40.74554722,-111.6921833,3,1,43,I-80,30,,,,,Pickup truck,,,,,Hit object
490075,1040,21,5,2017,21,2,39.19634444,-111.692575,1,1,12,US-89,14,6,,,,SUV,Car,,,,Hit other vehicle
490047,0,12,3,2017,0,1,40.09501667,-111.6930611,8,1,1,I-15,34,14,4,,,Pickup truck,SUV,Car,,,Rollover
490175,1390,4,8,2018,21,2,40.29343611,-111.6933972,1,1,12,US-89,80,15,,,,Motorcycle,SUV,,,,Hit other vehicle
490176,1390,21,9,2012,11,2,40.29516111,-111.6941361,1,1,12,US-89,14,31,,,,SUV,Pickup truck,,,,Hit other vehicle
490155,1260,30,7,2020,8,3,39.69680556,-111.6942667,4,1,1,SR-132,14,,,,,SUV,,,,,Rollover
490050,0,2,5,2014,13,2,41.76295556,-111.6944611,4,1,35,US-89,80,,,,,Motorcycle,,,,,Hit ditch
490009,1560,17,1,2019,12,1,40.24508333,-111.6953389,3,1,25,I-15,14,,,,,SUV,,,,,Hit object
490073,1390,8,5,2012,20,5,40.28677222,-111.6954111,1,1,15,560 S,4,,,,,Car,,,,,Hit pedestrian
